Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Stephen Curry 2025 Topps Chrome #201 X-Fractor","Raw","27.90","$3.38","$12.12","$15.50 (03/26/2026)","$14.59","$2.50","$31.00","-53.14","231","$3370.73"
"Victor Wembanyama 2023 Select #87 Concourse Blue Retail","Raw","24.61","$1.62","$6.57","$8.19 (03/26/2026)","$7.26","$0.99","$19.80","3.26","222","$1611.05"
"Victor Wembanyama 2023 Optic #225 Base","Raw","-11.97","-$1.18","$9.82","$8.64 (03/26/2026)","$9.14","$1.00","$22.00","0.45","221","$2020.45"
"Cooper Flagg 2025 Topps Chrome #D-1 Destiny","Raw","-37.86","-$6.70","$17.70","$11.00 (03/26/2026)","$13.67","$1.45","$27.00","-47.12","220","$3008.23"
"Cooper Flagg 2025 Topps Chrome #INS-11 Instinct","Raw","-24.29","-$3.95","$16.25","$12.30 (03/26/2026)","$13.86","$0.99","$27.00","-40.92","218","$3020.97"
"LeBron James 2025 Topps Chrome #127 Refractor","Raw","-28.93","-$2.94","$10.17","$7.22 (03/26/2026)","$8.36","$0.99","$21.50","-45.34","217","$1814.94"
"Anthony Edwards 2020 Prizm #258 Base","Raw","34.31","$3.59","$10.47","$14.07 (03/26/2026)","$12.22","$0.99","$24.99","5.37","216","$2639.62"
"Kon Knueppel 2025 Topps Chrome #INS-14 Instinct","Raw","73.98","$3.54","$4.79","$8.33 (03/26/2026)","$8.48","$2.24","$25.00","3.86","215","$1823.36"
"Cooper Flagg 2025 Topps Finest #F-1 First","Raw","-86.76","-$151.84","$175.00","$23.16 (03/26/2026)","$48.77","$12.50","$175.00","0.00","208","$10143.76"
"Cooper Flagg 2025 Topps Chrome #VS-6 Voices","Raw","31.16","$3.06","$9.82","$12.88 (03/26/2026)","$10.43","$0.99","$20.85","-44.65","207","$2158.97"
"Cooper Flagg 2025 Topps Chrome #YQ-1 Youthquake","Raw","-19.33","-$2.71","$14.00","$11.30 (03/26/2026)","$11.13","$1.29","$25.16","-35.31","207","$2302.91"
"Cooper Flagg 2025 Topps Chrome #SF-21 Sleek Finishers","Raw","-2.33","-$0.35","$14.94","$14.59 (03/26/2026)","$12.55","$3.64","$25.50","-46.34","205","$2573.04"
"Cooper Flagg 2025 Topps Finest #A-1 Arrivals","Raw","-29.16","-$11.66","$39.99","$28.33 (03/26/2026)","$38.25","$7.50","$102.00","0.00","202","$7726.74"
"Cooper Flagg 2025 Topps Finest #101 Uncommon","Raw","-60.31","-$65.33","$108.33","$43.00 (03/26/2026)","$53.74","$14.49","$205.00","0.00","200","$10748.03"
"Cooper Flagg 2025 Topps Chrome #251 Red White & Blue Refractor","Raw","-9.30","-$16.41","$176.42","$160.01 (03/26/2026)","$165.61","$25.00","$251.00","-29.79","198","$32790.11"
"Kon Knueppel 2025 Topps Chrome #YQ-4 Youthquake","Raw","34.90","$1.67","$4.79","$6.46 (03/26/2026)","$5.64","$0.99","$24.95","13.87","197","$1111.78"
"Cade Cunningham 2021 Prizm #282 Base","Raw","-6.08","-$0.32","$5.32","$5.00 (03/25/2026)","$5.84","$0.99","$21.93","-7.84","188","$1098.28"
"Kon Knueppel 2025 Topps Chrome #VS-9 Voices","Raw","72.60","$2.37","$3.26","$5.63 (03/26/2026)","$5.50","$0.99","$24.95","11.98","187","$1028.74"
"Bam Adebayo 2017 Prizm #51 Base","Raw","134.81","$3.51","$2.60","$6.11 (03/26/2026)","$7.24","$0.99","$75.00","1441.67","185","$1339.78"
"Cedric Coward 2025 Topps Chrome #261 X-Fractor","Raw","38.33","$2.38","$6.20","$8.58 (03/26/2026)","$7.35","$0.99","$18.00","-60.04","179","$1315.05"
"Stephen Curry 2025 Topps Chrome #201 Refractor","Raw","-31.45","-$2.19","$6.96","$4.77 (03/26/2026)","$6.62","$0.99","$21.50","-51.93","174","$1151.75"
"LeBron James 2020 Prizm #1 Base","Raw","12.98","$0.98","$7.52","$8.50 (03/26/2026)","$7.28","$0.99","$20.00","-7.49","173","$1260.03"
"Cooper Flagg 2025 Topps Finest #FI-8 Finishers","Raw","252.94","$10.75","$4.25","$15.00 (03/26/2026)","$26.06","$4.25","$74.99","0.00","161","$4196.44"
"Maxime Raynaud 2025 Topps Chrome #293 Refractor","Raw","284.93","$4.65","$1.63","$6.28 (03/26/2026)","$4.43","$0.99","$18.27","65.98","161","$713.30"
"VJ Edgecombe 2025 Topps Chrome #253 Red White & Blue Refractor","Raw","9.11","$1.85","$20.25","$22.09 (03/26/2026)","$19.57","$0.99","$32.99","-23.19","159","$3112.17"
"Cooper Flagg 2025 Topps Finest #1 Common - Oil Spill Refractor","Raw","-75.39","-$177.17","$235.00","$57.83 (03/26/2026)","$105.08","$38.00","$270.00","0.00","157","$16498.09"
"Cooper Flagg 2025 Topps Chrome #TT-16 Tall Tales","Raw","-36.29","-$7.98","$22.00","$14.02 (03/26/2026)","$18.39","$7.82","$37.00","-51.89","153","$2812.93"
"Derik Queen 2025 Topps Chrome #263 X-Fractor","Raw","1.95","$0.16","$8.14","$8.30 (03/26/2026)","$8.12","$1.50","$21.50","-63.04","153","$1243.01"
"Shai Gilgeous-Alexander 2018 Donruss #162 Base","Raw","73.44","$13.15","$17.90","$31.05 (03/26/2026)","$21.36","$1.00","$42.00","15.15","152","$3246.46"
"Cooper Flagg 2025 Topps Chrome #XW-8 Xs & Whoas","Raw","7.86","$1.25","$15.86","$17.10 (03/26/2026)","$16.75","$3.58","$28.00","-53.09","152","$2546.46"
"Dylan Harper 2025 Topps Chrome #252 Red White & Blue Refractor","Raw","-24.70","-$2.95","$11.95","$9.00 (03/26/2026)","$11.65","$1.77","$47.00","-15.08","152","$1770.62"
"Kon Knueppel 2025 Topps Chrome #254 RayWave Refractor","Raw","69.65","$27.64","$39.69","$67.33 (03/26/2026)","$66.43","$34.95","$111.00","-0.65","152","$10097.85"
"Dylan Harper 2025 Topps Chrome #D-2 Destiny","Raw","-61.66","-$4.93","$7.99","$3.06 (03/26/2026)","$2.86","$0.99","$15.00","76.47","150","$429.07"
"Kon Knueppel 2025 Topps Finest #A-4 Arrivals","Raw","-83.58","-$55.99","$66.99","$11.00 (03/26/2026)","$25.44","$0.99","$66.99","0.00","148","$3765.74"
"Kon Knueppel 2025 Topps Chrome #254 Prism Refractor","Raw","37.98","$21.04","$55.40","$76.44 (03/26/2026)","$75.74","$30.00","$142.50","18.40","148","$11209.88"
"VJ Edgecombe 2025 Topps Chrome #SY-13 Serenity","Raw","85.26","$1.50","$1.75","$3.25 (03/26/2026)","$2.84","$0.99","$14.91","-37.18","147","$416.79"
"Cedric Coward 2025 Topps Chrome #261 Refractor","Raw","-6.30","-$0.24","$3.83","$3.59 (03/26/2026)","$5.34","$0.99","$17.05","-38.91","146","$779.88"
"Maxime Raynaud 2025 Topps Chrome #293 X-Fractor","Raw","189.67","$5.85","$3.08","$8.93 (03/26/2026)","$5.62","$0.99","$20.00","-5.23","145","$815.57"
"Cooper Flagg 2025 Topps Chrome #251 RayWave Refractor","Raw","-12.93","-$23.75","$183.75","$160.00 (03/26/2026)","$161.76","$71.00","$225.00","-19.19","139","$22485.27"
"Cade Cunningham 2021 Optic #161 Base","Raw","-51.45","-$2.51","$4.88","$2.37 (03/26/2026)","$2.99","$0.99","$21.57","13.01","139","$415.65"
"Shai Gilgeous-Alexander 2018 Prizm #184 Base","Raw","138.51","$25.63","$18.50","$44.13 (03/26/2026)","$30.81","$10.50","$56.00","33.98","138","$4251.38"
"Derik Queen 2025 Topps Chrome #263 Refractor","Raw","-23.58","-$1.12","$4.75","$3.63 (03/26/2026)","$6.07","$0.99","$19.60","-51.44","135","$819.78"
"Kon Knueppel 2025 Topps Finest #104 Uncommon","Raw","-43.48","-$20.00","$46.00","$26.00 (03/26/2026)","$31.87","$14.00","$75.00","0.00","135","$4302.73"
"LeBron James 2024 Prizm #130 Base","Raw","4.90","$0.09","$1.86","$1.95 (03/26/2026)","$2.38","$0.99","$15.50","27.88","133","$316.37"
"Ace Bailey 2025 Topps Chrome #255 Red White & Blue Refractor","Raw","47.23","$2.71","$5.73","$8.44 (03/26/2026)","$6.22","$0.99","$21.39","7.38","131","$814.83"
"Jeremiah Fears 2025 Topps Chrome #257 X-Fractor","Raw","-8.18","-$0.47","$5.71","$5.24 (03/26/2026)","$6.13","$0.99","$18.50","-48.40","129","$790.93"
"Anthony Edwards 2020 Donruss #201 Base","Raw","67.95","$2.12","$3.12","$5.24 (03/26/2026)","$4.14","$0.99","$23.00","13.16","129","$534.67"
"Cooper Flagg 2025 Topps Chrome #GR-1 Generation Rising","Raw","-25.78","-$4.17","$16.16","$12.00 (03/26/2026)","$13.49","$0.99","$26.00","-43.86","128","$1726.38"
"Victor Wembanyama 2025 Topps Chrome #221 Red White & Blue Refractor","Raw","12.88","$1.14","$8.85","$9.99 (03/26/2026)","$8.63","$1.25","$19.95","-21.60","127","$1096.54"
"Kon Knueppel 2025 Topps Finest #F-4 First","Raw","-65.06","-$36.65","$56.33","$19.68 (03/26/2026)","$27.88","$1.00","$97.00","0.00","127","$3540.71"
"Jeremiah Fears 2025 Topps Chrome #257 Refractor","Raw","14.65","$0.52","$3.53","$4.04 (03/26/2026)","$5.22","$0.99","$24.00","-18.30","125","$652.69"
"VJ Edgecombe 2025 Topps Chrome #AC-13 Activators","Raw","-81.68","-$4.67","$5.72","$1.05 (03/26/2026)","$2.44","$0.99","$10.54","-4.62","124","$302.49"
"VJ Edgecombe 2025 Topps Finest #3 Common","Raw","-93.55","-$14.50","$15.50","$1.00 (03/26/2026)","$6.17","$0.99","$20.00","0.00","123","$758.80"
"Bam Adebayo 2017 Optic #187 Shock","Raw","150.38","$6.00","$3.99","$9.99 (03/24/2026)","$10.50","$0.99","$39.99","1009.09","122","$1280.71"
"Anthony Edwards 2020 Optic #151 Base","Raw","55.66","$3.13","$5.62","$8.75 (03/26/2026)","$5.49","$0.99","$20.00","-7.81","118","$648.07"
"Dylan Harper 2025 Topps Chrome #SY-12 Serenity","Raw","-12.39","-$0.24","$1.92","$1.69 (03/26/2026)","$1.93","$0.99","$11.99","-15.71","118","$227.33"
"Stephon Castle 2024 Prizm #234 Silver","Raw","-7.91","-$3.12","$39.37","$36.25 (03/26/2026)","$42.78","$20.00","$76.00","2.63","117","$5005.38"
"Kon Knueppel 2025 Topps Finest #4 Common - Oil Spill Refractor","Raw","-73.47","-$72.00","$98.00","$26.00 (03/26/2026)","$64.65","$24.50","$119.50","0.00","116","$7499.86"
"Kon Knueppel 2025 Topps Chrome #XW-10 Xs & Whoas","Raw","-1.22","-$0.10","$8.49","$8.39 (03/26/2026)","$9.60","$2.00","$22.50","-22.15","116","$1114.01"
"Ryan Kalkbrenner 2025 Topps Chrome #284 Refractor","Raw","36.13","$0.52","$1.43","$1.95 (03/25/2026)","$2.20","$0.99","$10.12","59.15","113","$248.81"
"VJ Edgecombe 2025 Topps Chrome #GT-18 Go Time","Raw","-69.45","-$2.67","$3.85","$1.18 (03/26/2026)","$2.36","$0.99","$13.27","-35.26","112","$263.88"
"Victor Wembanyama 2023 Prizm #1 Deep Space","Raw","112.21","$3.74","$3.33","$7.07 (03/26/2026)","$6.76","$0.99","$24.95","33.33","112","$757.37"
"Cooper Flagg 2025 Topps Chrome #LD-11 Loading","Raw","-26.03","-$4.20","$16.15","$11.94 (03/26/2026)","$12.82","$2.99","$26.00","-32.93","110","$1410.00"
"Stephon Castle 2024 Prizm #234 Base","Raw","-49.77","-$1.08","$2.17","$1.09 (03/26/2026)","$2.32","$0.99","$17.00","-21.58","109","$253.15"
"Dylan Harper 2025 Topps Chrome #252 Prism Refractor","Raw","45.45","$5.00","$11.00","$16.00 (03/26/2026)","$12.91","$1.25","$24.99","7.07","106","$1368.68"
"LeBron James 2025 Topps Chrome #127 Red White & Blue Refractor","Raw","-20.38","-$1.12","$5.50","$4.38 (03/26/2026)","$5.22","$0.99","$15.50","-17.46","104","$543.02"
"Cooper Flagg 2025 Topps Chrome #251 Prism Refractor","Raw","-0.17","-$0.24","$144.50","$144.26 (03/26/2026)","$163.90","$85.00","$300.00","-37.20","103","$16882.06"
"Matas Buzelis 2024 Prizm #252 Silver","Raw","63.53","$6.35","$10.00","$16.35 (03/26/2026)","$15.06","$0.99","$26.99","45.71","102","$1536.57"
"Tre Johnson III 2025 Topps Chrome #256 X-Fractor","Raw","-23.34","-$0.92","$3.95","$3.03 (03/26/2026)","$4.99","$0.99","$15.50","-52.61","100","$499.48"
"Kon Knueppel 2025 Topps Chrome #GR-4 Generation Rising","Raw","27.11","$1.55","$5.70","$7.25 (03/26/2026)","$8.21","$0.99","$21.00","-15.38","99","$812.95"
"Tre Johnson III 2025 Topps Chrome #256 Refractor","Raw","-11.11","-$0.38","$3.38","$3.00 (03/26/2026)","$4.60","$0.99","$17.00","-42.44","99","$455.44"
"Kon Knueppel 2025 Topps Chrome #254 Pulsar Refractor","Raw","60.04","$24.48","$40.77","$65.25 (03/26/2026)","$74.74","$19.99","$155.50","-6.67","98","$7324.35"
"Victor Wembanyama 2023 Topps Chrome Cosmic #151 Base","Raw","83.03","$22.83","$27.50","$50.33 (03/26/2026)","$39.82","$16.50","$73.85","2.13","96","$3822.66"
"Cooper Flagg 2025 Topps Chrome #GT-16 Go Time - Refractor","Raw","47.43","$16.13","$34.00","$50.13 (03/26/2026)","$42.42","$19.00","$72.00","-5.88","96","$4071.85"
"Cooper Flagg 2025 Topps Chrome #SY-11 Serenity - Refractor","Raw","-0.48","-$0.25","$52.00","$51.75 (03/26/2026)","$50.15","$12.97","$86.00","-27.82","96","$4814.07"
"Tyrese Maxey 2020 Prizm #256 Base","Raw","11.18","$0.35","$3.15","$3.50 (03/25/2026)","$2.92","$0.99","$12.50","2.15","95","$277.50"
"Cooper Flagg 2025 Topps Chrome #BD-21 Ball of Duty - Refractor","Raw","26.95","$12.74","$47.25","$59.99 (03/26/2026)","$52.57","$26.00","$85.00","-31.16","95","$4993.69"
"Jayson Tatum 2017 Donruss #198 Base","Raw","-38.96","-$7.79","$20.00","$12.21 (03/26/2026)","$14.03","$5.50","$26.00","26.67","95","$1333.28"
"Cade Cunningham 2021 Donruss #211 Base","Raw","-14.60","-$0.38","$2.62","$2.24 (03/25/2026)","$2.85","$0.99","$17.99","-16.96","93","$264.96"
"Victor Wembanyama 2025 Topps Finest #98 Common - Oil Spill Refractor","Raw","-90.80","-$113.50","$125.00","$11.50 (03/26/2026)","$18.71","$5.00","$125.00","0.00","92","$1721.06"
"Cooper Flagg 2025 Topps Chrome #AC-11 Activators - Refractor","Raw","5.12","$1.73","$33.77","$35.50 (03/26/2026)","$32.29","$15.50","$54.05","-14.95","91","$2938.84"
"Derik Queen 2025 Topps Chrome #263 Base","Raw","-36.93","-$0.73","$1.98","$1.25 (03/26/2026)","$2.04","$0.99","$13.50","-26.83","90","$183.24"
"Cooper Flagg 2025 Topps Finest #FI-8 Finishers - Refractor","Raw","-27.78","-$18.34","$66.00","$47.66 (03/26/2026)","$59.34","$21.50","$150.00","0.00","89","$5281.52"
"VJ Edgecombe 2025 Topps Finest #3 Common - Oil Spill Refractor","Raw","-78.37","-$28.99","$36.99","$8.00 (03/26/2026)","$13.86","$2.94","$49.88","0.00","86","$1192.20"
"Dylan Harper 2025 Topps Chrome #AC-12 Activators","Raw","-6.03","-$0.12","$1.98","$1.86 (03/26/2026)","$1.94","$0.99","$7.01","-17.31","86","$167.08"
"Dylan Harper 2025 Topps Chrome #252 RayWave Refractor","Raw","39.57","$4.62","$11.67","$16.28 (03/26/2026)","$12.81","$6.50","$22.27","0.00","85","$1088.50"
"Dylan Harper 2025 Topps Finest #2 Common","Raw","39.87","$0.90","$2.25","$3.14 (03/26/2026)","$5.94","$0.99","$21.00","0.00","85","$504.63"
"Victor Wembanyama 2023 Optic #2 White Hot Rookies","Raw","-12.37","-$1.11","$9.00","$7.89 (03/26/2026)","$7.27","$0.99","$22.00","10.53","84","$610.73"
"Victor Wembanyama 2025 Topps Chrome #221 Prism Refractor","Raw","-60.00","-$10.50","$17.50","$7.00 (03/26/2026)","$8.58","$0.99","$26.00","9.21","83","$712.48"
"Cooper Flagg 2025 Topps Chrome #FAN-21 Fanatical","Raw","-13.14","-$25.50","$194.00","$168.50 (03/26/2026)","$190.46","$128.00","$250.00","-33.60","83","$15808.06"
"VJ Edgecombe 2025 Topps Chrome #253 Prism Refractor","Raw","-34.96","-$8.83","$25.25","$16.42 (03/26/2026)","$19.17","$8.58","$36.70","-5.75","82","$1571.87"
"Cooper Flagg 2025 Topps Finest #A-1 Arrivals - Refractor","Raw","-53.75","-$56.44","$105.00","$48.56 (03/26/2026)","$67.23","$27.00","$147.50","0.00","82","$5512.82"
"VJ Edgecombe 2025 Topps Chrome #INS-13 Instinct","Raw","-35.71","-$0.83","$2.33","$1.50 (03/26/2026)","$3.35","$0.99","$15.50","-29.91","82","$274.31"
"Victor Wembanyama 2023 Prizm #2 Global Reach","Raw","36.45","$1.37","$3.75","$5.11 (03/26/2026)","$4.73","$0.99","$14.99","39.66","81","$383.20"
"LeBron James 2025 Topps Finest #79 Common - Oil Spill Refractor","Raw","-17.97","-$4.49","$24.99","$20.50 (03/26/2026)","$12.51","$2.50","$25.00","0.00","81","$1013.34"
"Cooper Flagg 2025 Topps Finest #F-1 First - Refractor","Raw","-61.49","-$159.25","$259.00","$99.75 (03/26/2026)","$125.72","$40.00","$305.00","0.00","80","$10057.81"
"Victor Wembanyama 2023 Donruss #1 Magicians","Raw","240.91","$7.69","$3.19","$10.88 (03/26/2026)","$6.06","$0.99","$24.00","33.33","80","$484.87"
"Walter Clayton Jr. 2025 Topps Chrome #268 X-Fractor","Raw","40.35","$0.54","$1.35","$1.89 (03/26/2026)","$2.08","$0.99","$9.75","-30.97","78","$162.52"
"Noa Essengue 2025 Topps Chrome #262 Refractor","Raw","64.24","$0.64","$0.99","$1.63 (03/26/2026)","$1.63","$0.99","$6.00","18.18","78","$127.11"
"Stephon Castle 2024 Optic #254 Base","Raw","2.06","$0.04","$1.74","$1.78 (03/25/2026)","$2.03","$0.99","$19.00","-20.83","76","$154.33"
"Kon Knueppel 2025 Topps Chrome #TCAR-KK Chrome Rookie Autographs","Raw","22.11","$120.50","$545.00","$665.50 (03/26/2026)","$718.70","$430.00","$1057.00","22.58","76","$54621.45"
"Victor Wembanyama 2023 Prizm #12 Emergent","Raw","27.64","$0.90","$3.24","$4.13 (03/26/2026)","$4.97","$0.99","$19.99","31.03","76","$377.65"
"Maxime Raynaud 2025 Topps Chrome #293 Red White & Blue Refractor","Raw","497.83","$6.87","$1.38","$8.25 (03/26/2026)","$4.15","$0.99","$22.39","226.09","75","$311.39"
"Victor Wembanyama 2023 Prizm #3 Instant Impact","Raw","-84.13","-$6.63","$7.88","$1.25 (03/26/2026)","$6.74","$1.25","$21.95","-21.88","75","$505.87"
"Kon Knueppel 2025 Topps Chrome #FAN-24 Fanatical","Raw","24.42","$19.63","$80.37","$100.00 (03/25/2026)","$106.06","$67.00","$150.00","-25.25","74","$7848.14"
"Victor Wembanyama 2024 Prizm #172 Silver","Raw","33.33","$1.50","$4.50","$6.00 (03/26/2026)","$7.37","$0.99","$20.88","4.23","74","$545.36"
"Dylan Harper 2025 Topps Chrome #BD-22 Ball of Duty","Raw","-10.40","-$0.13","$1.25","$1.12 (03/26/2026)","$1.67","$0.99","$7.01","-33.93","74","$123.80"
"Dylan Harper 2025 Topps Chrome #INS-12 Instinct","Raw","-11.58","-$0.18","$1.56","$1.38 (03/26/2026)","$2.74","$0.99","$15.00","-17.05","73","$199.91"
"Ace Bailey 2025 Topps Finest #5 Common","Raw","-86.69","-$10.40","$12.00","$1.60 (03/26/2026)","$3.91","$0.99","$16.50","0.00","72","$281.56"
"Kon Knueppel 2025 Topps Chrome #254 Basketball Refractor","Raw","84.05","$63.71","$75.80","$139.50 (03/26/2026)","$125.91","$50.00","$191.27","77.50","71","$8939.76"
"Dylan Harper 2025 Topps Chrome #GT-17 Go Time","Raw","20.58","$0.48","$2.35","$2.84 (03/26/2026)","$2.45","$0.99","$11.00","-21.98","71","$173.67"
"Kon Knueppel 2025 Topps Chrome #LD-13 Loading","Raw","-65.60","-$2.46","$3.75","$1.29 (03/26/2026)","$7.40","$1.29","$23.00","-20.22","71","$525.44"
"VJ Edgecombe 2025 Topps Chrome #D-3 Destiny","Raw","-34.79","-$0.72","$2.06","$1.35 (03/26/2026)","$2.86","$0.99","$10.49","-33.02","71","$203.13"
"Stephon Castle 2024 Optic #254 Holo","Raw","-24.44","-$4.39","$17.98","$13.59 (03/26/2026)","$14.88","$0.99","$29.29","-10.13","71","$1056.35"
"Ryan Kalkbrenner 2025 Topps Chrome #284 X-Fractor","Raw","-25.00","-$0.50","$2.00","$1.50 (03/26/2026)","$1.76","$0.99","$5.00","-21.11","71","$124.96"
"LaMelo Ball 2020 Prizm #278 Base","Raw","-41.31","-$0.88","$2.14","$1.26 (03/26/2026)","$2.50","$0.99","$19.99","-12.50","70","$175.28"
"Victor Wembanyama 2023 Optic #6 Splash!","Raw","106.26","$5.31","$5.00","$10.30 (03/26/2026)","$6.41","$0.99","$23.00","-11.54","69","$442.19"
