Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Scottie Barnes 2021 Optic #186 Base","Raw","0.00","$0.00","$0.99","$0.99 (05/14/2026)","$0.99","$0.99","$0.99","-66.67","1","$0.99"
"Jeremy Sochan 2022 Donruss #209 Rated Rookie Signatures","Raw","0.00","$0.00","$15.00","$15.00 (05/08/2026)","$15.00","$15.00","$15.00","0.00","1","$15.00"
"Luka Doncic 2022 Optic #10 Lights Out - Holo","Raw","0.00","$0.00","$4.00","$4.00 (05/10/2026)","$4.00","$4.00","$4.00","0.00","1","$4.00"
"Jaylin Williams 2022 Contenders #138 Rookie Ticket Auto - Playoff Ticket","Raw","0.00","$0.00","$40.00","$40.00 (05/11/2026)","$40.00","$40.00","$40.00","0.00","1","$40.00"
"Victor Wembanyama 2023 Topps Chrome Cosmic #PPM-9 Planetary Pursuit - Mercury","Raw","0.00","$0.00","$190.50","$190.50 (05/09/2026)","$190.50","$190.50","$190.50","0.00","1","$190.50"
"Jayson Tatum 2023 Topps Chrome Cosmic #PPV-1 Planetary Pursuit - Venus","Raw","0.00","$0.00","$45.00","$45.00 (05/10/2026)","$45.00","$45.00","$45.00","0.00","1","$45.00"
"Victor Wembanyama 2023 Contenders Optic #56 Season Ticket - Red","Raw","0.00","$0.00","$91.51","$91.51 (05/10/2026)","$91.51","$91.51","$91.51","0.00","1","$91.51"
"Shaedon Sharpe 2022 Contenders Optic #21 Hoop Dreams - Red Cracked Ice","Raw","0.00","$0.00","$5.66","$5.66 (05/13/2026)","$5.66","$5.66","$5.66","0.00","1","$5.66"
"Jalen Williams 2022 Contenders Optic #1 Optic Illusion","Raw","0.00","$0.00","$4.35","$4.35 (05/09/2026)","$4.35","$4.35","$4.35","0.00","1","$4.35"
"Cade Cunningham 2022 Optic #92 Orange","Raw","0.00","$0.00","$4.00","$4.00 (05/11/2026)","$4.00","$4.00","$4.00","0.00","1","$4.00"
"Walker Kessler 2022 Optic #213 Orange","Raw","0.00","$0.00","$4.01","$4.01 (05/11/2026)","$4.01","$4.01","$4.01","0.00","1","$4.01"
"Luka Doncic 2023 Crown Royale #82 Pink Crystal","Raw","0.00","$0.00","$25.00","$25.00 (05/08/2026)","$25.00","$25.00","$25.00","0.00","1","$25.00"
"Jaylen Brown 2016 Prestige #153 Base","Raw","0.00","$0.00","$3.60","$3.60 (05/11/2026)","$3.60","$3.60","$3.60","-75.00","1","$3.60"
"Luka Doncic 2018 Optic #177 Base","Raw","0.00","$0.00","$24.50","$24.50 (05/10/2026)","$24.50","$24.50","$24.50","-50.00","1","$24.50"
"LeBron James 2021 Optic #41 Pink Velocity","Raw","0.00","$0.00","$30.90","$30.90 (05/10/2026)","$30.90","$30.90","$30.90","0.00","1","$30.90"
"Ja Morant 2019 Chronicles #654 Classics","Raw","0.00","$0.00","$2.02","$2.02 (05/13/2026)","$2.02","$2.02","$2.02","0.00","1","$2.02"
"Dyson Daniels 2022 Contenders #142 Rookie Ticket Auto","Raw","0.00","$0.00","$14.60","$14.60 (05/14/2026)","$14.60","$14.60","$14.60","0.00","1","$14.60"
"LeBron James 2022 Optic #6 Lights Out - Red Wave","Raw","0.00","$0.00","$14.99","$14.99 (05/13/2026)","$14.99","$14.99","$14.99","0.00","1","$14.99"
"Miles Bridges 2018 Optic #172 Hyper Pink","Raw","0.00","$0.00","$1.50","$1.50 (05/14/2026)","$1.50","$1.50","$1.50","0.00","1","$1.50"
"Bilal Coulibaly 2023 Obsidian #28 Equinox","Raw","0.00","$0.00","$3.88","$3.88 (05/08/2026)","$3.88","$3.88","$3.88","0.00","1","$3.88"
"Coby White 2019 Optic #180 Fast Break","Raw","0.00","$0.00","$1.00","$1.00 (05/13/2026)","$1.00","$1.00","$1.00","0.00","1","$1.00"
"Trae Young 2023 Contenders #7 Crown Jewels","Raw","0.00","$0.00","$8.00","$8.00 (05/13/2026)","$8.00","$8.00","$8.00","0.00","1","$8.00"
"Jaden McDaniels 2020 Optic #178 Lime Green","Raw","0.00","$0.00","$45.00","$45.00 (05/10/2026)","$45.00","$45.00","$45.00","0.00","1","$45.00"
"Reed Sheppard 2024 Optic #13 Splash! - Hyper Green","Raw","0.00","$0.00","$6.99","$6.99 (05/12/2026)","$6.99","$6.99","$6.99","0.00","1","$6.99"
"Jalen Green 2021 Optic #46 75 Years of the NBA","Raw","0.00","$0.00","$0.99","$0.99 (05/13/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Payton Pritchard 2020 Donruss #238 Rated Rookie Signatures - Choice","Raw","0.00","$0.00","$43.00","$43.00 (05/11/2026)","$43.00","$43.00","$43.00","0.00","1","$43.00"
"RJ Barrett 2019 Optic #3 The Rookies - Holo","Raw","0.00","$0.00","$1.25","$1.25 (05/13/2026)","$1.25","$1.25","$1.25","0.00","1","$1.25"
"Ace Bailey 2025 Topps Finest #A-5 Arrivals - Red Refractor","Raw","0.00","$0.00","$66.00","$66.00 (05/13/2026)","$66.00","$66.00","$66.00","0.00","1","$66.00"
"Reed Sheppard 2024 Optic #255 Purple Shimmer","Raw","0.00","$0.00","$2.50","$2.50 (05/11/2026)","$2.50","$2.50","$2.50","0.00","1","$2.50"
"Jayson Tatum 2018 Optic #76 Pink Velocity","Raw","0.00","$0.00","$9.09","$9.09 (05/09/2026)","$9.09","$9.09","$9.09","0.00","1","$9.09"
"Cedric Coward 2025 Topps Chrome Cosmic #FL-11 First Light - Orange Galactic Refractor","Raw","0.00","$0.00","$180.00","$180.00 (05/14/2026)","$180.00","$180.00","$180.00","0.00","1","$180.00"
"Stephen Curry 2025 Topps Chrome Cosmic #PPJ-3 Planetary Pursuit - Jupiter","Raw","0.00","$0.00","$2200.00","$2200.00 (05/08/2026)","$2200.00","$2200.00","$2200.00","0.00","1","$2200.00"
"Giannis Antetokounmpo 2025 Topps Chrome Cosmic #190 White Hole Refractor","Raw","0.00","$0.00","$35.34","$35.34 (05/14/2026)","$35.34","$35.34","$35.34","0.00","1","$35.34"
"VJ Edgecombe 2025 Topps Chrome Cosmic #35 White Hole Refractor","Raw","0.00","$0.00","$230.00","$230.00 (05/14/2026)","$230.00","$230.00","$230.00","0.00","1","$230.00"
"Egor Demin 2025 Topps Chrome Cosmic #PRP-23 Propulsion - Aqua Equinox Refractor","Raw","0.00","$0.00","$6.50","$6.50 (05/13/2026)","$6.50","$6.50","$6.50","0.00","1","$6.50"
"Giannis Antetokounmpo 2021 Crown Royale #5 Kaboom!","Raw","0.00","$0.00","$950.00","$950.00 (05/14/2026)","$950.00","$950.00","$950.00","0.00","1","$950.00"
"Cade Cunningham 2025 Topps Chrome #PD-12 Patented","Raw","0.00","$0.00","$94.00","$94.00 (05/10/2026)","$94.00","$94.00","$94.00","0.00","1","$94.00"
"Tyrese Haliburton 2020 Optic #162 Target Box Set","Raw","0.00","$0.00","$8.00","$8.00 (05/11/2026)","$8.00","$8.00","$8.00","0.00","1","$8.00"
"Rob Dillingham 2024 Optic #8 Splash! - Lime Green","Raw","0.00","$0.00","$3.25","$3.25 (05/11/2026)","$3.25","$3.25","$3.25","0.00","1","$3.25"
"Giannis Antetokounmpo 2025 Topps Chrome Cosmic #190 Aqua Equinox Refractor","Raw","0.00","$0.00","$22.50","$22.50 (05/12/2026)","$22.50","$22.50","$22.50","0.00","1","$22.50"
"Dalton Knecht 2024 Optic #16 Net Marvels - International Red & Gold","Raw","0.00","$0.00","$16.99","$16.99 (05/11/2026)","$16.99","$16.99","$16.99","0.00","1","$16.99"
"Anthony Edwards 2024 Donruss #2 Playmakers","Raw","0.00","$0.00","$6.60","$6.60 (05/11/2026)","$6.60","$6.60","$6.60","0.00","1","$6.60"
"Keyonte George 2023 Optic #4 My House","Raw","0.00","$0.00","$1.99","$1.99 (05/14/2026)","$1.99","$1.99","$1.99","0.00","1","$1.99"
"Jaden Ivey 2022 Obsidian #12 Mist","Raw","0.00","$0.00","$10.00","$10.00 (05/14/2026)","$10.00","$10.00","$10.00","0.00","1","$10.00"
"Victor Wembanyama 2023 Donruss #220 Press Proof Silver","Raw","0.00","$0.00","$32.39","$32.39 (05/08/2026)","$32.39","$32.39","$32.39","0.00","1","$32.39"
"LeBron James 2023 Donruss #1 Animation","Raw","0.00","$0.00","$650.70","$650.70 (05/13/2026)","$650.70","$650.70","$650.70","0.00","1","$650.70"
"Aaron Nesmith 2020 Optic #164 Checkerboard","Raw","0.00","$0.00","$12.00","$12.00 (05/14/2026)","$12.00","$12.00","$12.00","0.00","1","$12.00"
"Anthony Davis 2012 Prestige #201 Base","Raw","0.00","$0.00","$3.00","$3.00 (05/09/2026)","$3.00","$3.00","$3.00","-50.00","1","$3.00"
"Shai Gilgeous-Alexander 2018 Optic #162 Purple","Raw","0.00","$0.00","$120.00","$120.00 (05/08/2026)","$120.00","$120.00","$120.00","0.00","1","$120.00"
"Victor Wembanyama 2023 Donruss #3 Hardwood Masters - Press Proof Purple","Raw","0.00","$0.00","$21.63","$21.63 (05/14/2026)","$21.63","$21.63","$21.63","0.00","1","$21.63"
"LeBron James 2018 Optic #13 All Heart - Holo","Raw","0.00","$0.00","$4.85","$4.85 (05/13/2026)","$4.85","$4.85","$4.85","0.00","1","$4.85"
"Nikola Jovic 2022 Contenders #135 Rookie Ticket Auto","Raw","0.00","$0.00","$8.93","$8.93 (05/12/2026)","$8.93","$8.93","$8.93","0.00","1","$8.93"
"Cade Cunningham 2021 Contenders #1 Draft Class Contenders","Raw","0.00","$0.00","$2.89","$2.89 (05/10/2026)","$2.89","$2.89","$2.89","0.00","1","$2.89"
"Zion Williamson 2024 Donruss #21 Night Moves","Raw","0.00","$0.00","$39.99","$39.99 (05/09/2026)","$39.99","$39.99","$39.99","0.00","1","$39.99"
"Bennedict Mathurin 2022 Optic #209 Holo","Raw","0.00","$0.00","$2.99","$2.99 (05/10/2026)","$2.99","$2.99","$2.99","0.00","1","$2.99"
"Dyson Daniels 2022 Donruss #208 Choice Red","Raw","0.00","$0.00","$1.25","$1.25 (05/08/2026)","$1.25","$1.25","$1.25","0.00","1","$1.25"
"Jarrett Allen 2017 Contenders #122 Rookie Ticket Auto","Raw","0.00","$0.00","$14.50","$14.50 (05/08/2026)","$14.50","$14.50","$14.50","0.00","1","$14.50"
"Payton Pritchard 2020 Donruss #238 Choice Red","Raw","0.00","$0.00","$10.76","$10.76 (05/11/2026)","$10.76","$10.76","$10.76","0.00","1","$10.76"
"Toumani Camara 2023 Optic #204 Fast Break Purple","Raw","0.00","$0.00","$6.38","$6.38 (05/13/2026)","$6.38","$6.38","$6.38","0.00","1","$6.38"
"Ace Bailey 2025 Topps Finest #A-5 Arrivals - Blue Refractor","Raw","0.00","$0.00","$14.29","$14.29 (05/12/2026)","$14.29","$14.29","$14.29","0.00","1","$14.29"
"Zion Williamson 2020 Optic #40 Base","Raw","0.00","$0.00","$1.35","$1.35 (05/14/2026)","$1.35","$1.35","$1.35","0.00","1","$1.35"
"Victor Wembanyama 2023 Donruss #3 Hardwood Masters","Raw","0.00","$0.00","$4.00","$4.00 (05/12/2026)","$4.00","$4.00","$4.00","-75.00","1","$4.00"
"Ausar Thompson 2023 Optic #30 Slammy!","Raw","0.00","$0.00","$150.00","$150.00 (05/13/2026)","$150.00","$150.00","$150.00","0.00","1","$150.00"
"Victor Wembanyama 2023 Optic #2 Red Hot Rookies - Fast Break","Raw","0.00","$0.00","$60.00","$60.00 (05/13/2026)","$60.00","$60.00","$60.00","0.00","1","$60.00"
"Dillon Brooks 2017 Contenders #141 Rookie Ticket Auto","Raw","0.00","$0.00","$19.99","$19.99 (05/12/2026)","$19.99","$19.99","$19.99","0.00","1","$19.99"
"Darius Garland 2019 Optic #195 Hyper Pink","Raw","0.00","$0.00","$1.28","$1.28 (05/14/2026)","$1.28","$1.28","$1.28","0.00","1","$1.28"
"Kyshawn George 2024 Donruss #225 Blue Disco","Raw","0.00","$0.00","$4.00","$4.00 (05/14/2026)","$4.00","$4.00","$4.00","0.00","1","$4.00"
"Dereck Lively II 2023 Contenders Optic #7 Rookie Ticket - Gold","Raw","0.00","$0.00","$102.50","$102.50 (05/08/2026)","$102.50","$102.50","$102.50","0.00","1","$102.50"
"Jordan Hawkins 2023 Topps Finest #281 Rare - Blue Checkerboard Refractor","Raw","0.00","$0.00","$1.00","$1.00 (05/11/2026)","$1.00","$1.00","$1.00","0.00","1","$1.00"
"Anthony Edwards 2025 Topps Chrome Cosmic #PPP-5 Planetary Pursuit - Pluto","Raw","0.00","$0.00","$5600.00","$5600.00 (05/13/2026)","$5600.00","$5600.00","$5600.00","0.00","1","$5600.00"
"Keyonte George 2023 Contenders Optic #5 Rookie Ticket - International Blue","Raw","0.00","$0.00","$23.18","$23.18 (05/08/2026)","$23.18","$23.18","$23.18","0.00","1","$23.18"
"Victor Wembanyama 2023 Optic #225 Copper Glitter","Raw","0.00","$0.00","$750.00","$750.00 (05/12/2026)","$750.00","$750.00","$750.00","0.00","1","$750.00"
"Jalen Brunson 2025 Topps Chrome Cosmic #CD-10 Cosmic Dust","Raw","0.00","$0.00","$199.00","$199.00 (05/10/2026)","$199.00","$199.00","$199.00","0.00","1","$199.00"
"Jonathan Kuminga 2021 Optic #190 Target Purple Pulsar","Raw","0.00","$0.00","$1.75","$1.75 (05/11/2026)","$1.75","$1.75","$1.75","0.00","1","$1.75"
"Jalen Brunson 2025 Topps Chrome #TCA-JB Chrome Autographs - Refractor","Raw","0.00","$0.00","$425.00","$425.00 (05/14/2026)","$425.00","$425.00","$425.00","0.00","1","$425.00"
"Anthony Edwards 2020 Optic #151 Photon","Raw","0.00","$0.00","$804.40","$804.40 (05/11/2026)","$804.40","$804.40","$804.40","0.00","1","$804.40"
"Toumani Camara 2023 Contenders #129 Rookie Ticket Auto - The Finals Ticket","Raw","0.00","$0.00","$25.00","$25.00 (05/13/2026)","$25.00","$25.00","$25.00","0.00","1","$25.00"
"Deni Avdija 2020 Optic #159 Holo","Raw","0.00","$0.00","$1.75","$1.75 (05/11/2026)","$1.75","$1.75","$1.75","0.00","1","$1.75"
"Bilal Coulibaly 2023 Optic #243 Jazz","Raw","0.00","$0.00","$1.94","$1.94 (05/08/2026)","$1.94","$1.94","$1.94","0.00","1","$1.94"
"Bam Adebayo 2017 Optic #187 Fast Break","Raw","0.00","$0.00","$0.99","$0.99 (05/10/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Paul George 2010 Prestige #160 Base","Raw","0.00","$0.00","$6.99","$6.99 (05/10/2026)","$6.99","$6.99","$6.99","0.00","1","$6.99"
"Ace Bailey 2025 Topps Chrome #TT-23 Tall Tales","Raw","0.00","$0.00","$1.00","$1.00 (05/13/2026)","$1.00","$1.00","$1.00","0.00","1","$1.00"
"LaMelo Ball 2020 Optic #153 Blue Velocity","Raw","0.00","$0.00","$12.50","$12.50 (05/10/2026)","$12.50","$12.50","$12.50","-50.00","1","$12.50"
"Isaiah Stewart 2020 Donruss #233 Choice Blue","Raw","0.00","$0.00","$3.25","$3.25 (05/11/2026)","$3.25","$3.25","$3.25","0.00","1","$3.25"
"Stephen Curry 2022 Optic #7 Elite Dominators - Red Wave","Raw","0.00","$0.00","$4.00","$4.00 (05/09/2026)","$4.00","$4.00","$4.00","0.00","1","$4.00"
"DeMarcus Cousins 2010 Prestige #215 Base","Raw","0.00","$0.00","$1.99","$1.99 (05/08/2026)","$1.99","$1.99","$1.99","0.00","1","$1.99"
"Bennedict Mathurin 2022 Contenders #8 Permit to Dominate","Raw","0.00","$0.00","$3.00","$3.00 (05/10/2026)","$3.00","$3.00","$3.00","0.00","1","$3.00"
"Shaedon Sharpe 2022 Optic #249 Hyper Pink","Raw","0.00","$0.00","$1.00","$1.00 (05/13/2026)","$1.00","$1.00","$1.00","0.00","1","$1.00"
"Cam Whitmore 2023 Contenders Optic #16 Rookie Roundup - Gold","Raw","0.00","$0.00","$4.26","$4.26 (05/13/2026)","$4.26","$4.26","$4.26","0.00","1","$4.26"
"Bilal Coulibaly 2023 Optic #21 Slammy!","Raw","0.00","$0.00","$77.76","$77.76 (05/11/2026)","$77.76","$77.76","$77.76","0.00","1","$77.76"
"Joshua Primo 2021 Donruss #212 Base","Raw","0.00","$0.00","$1.28","$1.28 (05/08/2026)","$1.28","$1.28","$1.28","0.00","1","$1.28"
"Cade Cunningham 2021 Crown Royale #69 Crystal","Raw","0.00","$0.00","$14.50","$14.50 (05/08/2026)","$14.50","$14.50","$14.50","0.00","1","$14.50"
"LeBron James 2022 Optic #116 Red Wave","Raw","0.00","$0.00","$3.25","$3.25 (05/10/2026)","$3.25","$3.25","$3.25","0.00","1","$3.25"
"Bennedict Mathurin 2022 Crown Royale #137 Rookie Silhouettes","Raw","0.00","$0.00","$18.50","$18.50 (05/12/2026)","$18.50","$18.50","$18.50","0.00","1","$18.50"
"Luka Doncic 2018 Contenders Optic #27 Front Row Seat","Raw","0.00","$0.00","$20.50","$20.50 (05/11/2026)","$20.50","$20.50","$20.50","0.00","1","$20.50"
"Stephen Curry 2022 Optic #10 Splash! - Purple","Raw","0.00","$0.00","$7.99","$7.99 (05/12/2026)","$7.99","$7.99","$7.99","0.00","1","$7.99"
"Anthony Edwards 2020 Clearly Donruss #96 Base","Raw","0.00","$0.00","$15.00","$15.00 (05/12/2026)","$15.00","$15.00","$15.00","-66.67","1","$15.00"
"De'Aaron Fox 2017 Optic #196 Pink Velocity","Raw","0.00","$0.00","$48.00","$48.00 (05/10/2026)","$48.00","$48.00","$48.00","0.00","1","$48.00"
"Paolo Banchero 2022 Optic #221 Copper Glitter","Raw","0.00","$0.00","$70.00","$70.00 (05/14/2026)","$70.00","$70.00","$70.00","0.00","1","$70.00"
"Devin Vassell 2020 Optic #161 Premium Box Set","Raw","0.00","$0.00","$12.00","$12.00 (05/14/2026)","$12.00","$12.00","$12.00","0.00","1","$12.00"
"Jalen Duren 2022 Optic #227 Rated Rookie Signatures - Fast Break","Raw","0.00","$0.00","$35.00","$35.00 (05/10/2026)","$35.00","$35.00","$35.00","0.00","1","$35.00"
"Jalen Williams 2022 Optic #235 Hyper Pink","Raw","0.00","$0.00","$8.00","$8.00 (05/11/2026)","$8.00","$8.00","$8.00","0.00","1","$8.00"
"De'Aaron Fox 2017 Prestige #155 Base","Raw","0.00","$0.00","$2.00","$2.00 (05/12/2026)","$2.00","$2.00","$2.00","0.00","1","$2.00"
"Zion Williamson 2020 Optic #40 Red","Raw","0.00","$0.00","$2.59","$2.59 (05/14/2026)","$2.59","$2.59","$2.59","0.00","1","$2.59"
"Tyrese Maxey 2020 Optic #171 Holo","Raw","0.00","$0.00","$8.50","$8.50 (05/12/2026)","$8.50","$8.50","$8.50","-91.67","1","$8.50"
"Cade Cunningham 2022 Crown Royale #10 Kaboom!","Raw","0.00","$0.00","$1525.00","$1525.00 (05/09/2026)","$1525.00","$1525.00","$1525.00","0.00","1","$1525.00"
"Shai Gilgeous-Alexander 2018 Chronicles #216 Essentials","Raw","0.00","$0.00","$8.50","$8.50 (05/14/2026)","$8.50","$8.50","$8.50","-50.00","1","$8.50"
"Deni Avdija 2020 Optic #159 Choice","Raw","0.00","$0.00","$2.55","$2.55 (05/12/2026)","$2.55","$2.55","$2.55","0.00","1","$2.55"
"Deni Avdija 2020 Optic #159 Choice Red","Raw","0.00","$0.00","$25.40","$25.40 (05/08/2026)","$25.40","$25.40","$25.40","0.00","1","$25.40"
"Payton Pritchard 2020 Optic #176 Purple Shock","Raw","0.00","$0.00","$1.75","$1.75 (05/08/2026)","$1.75","$1.75","$1.75","0.00","1","$1.75"
"Michael Porter Jr. 2018 Contenders #137 Rookie Ticket Auto","Raw","0.00","$0.00","$7.65","$7.65 (05/14/2026)","$7.65","$7.65","$7.65","0.00","1","$7.65"
"Shai Gilgeous-Alexander 2018 Chronicles #647 Classics","Raw","0.00","$0.00","$21.50","$21.50 (05/10/2026)","$21.50","$21.50","$21.50","0.00","1","$21.50"
"LeBron James 2022 Optic #6 Lights Out","Raw","0.00","$0.00","$2.49","$2.49 (05/11/2026)","$2.49","$2.49","$2.49","0.00","1","$2.49"
"Damian Lillard 2019 Optic #7 Holo","Raw","0.00","$0.00","$1.99","$1.99 (05/13/2026)","$1.99","$1.99","$1.99","0.00","1","$1.99"
"Christian Braun 2022 Contenders #14 Permit to Dominate","Raw","0.00","$0.00","$6.05","$6.05 (05/11/2026)","$6.05","$6.05","$6.05","0.00","1","$6.05"
"Jalen Duren 2022 Contenders Optic #111 Rookie Ticket Auto - Blue","Raw","0.00","$0.00","$149.00","$149.00 (05/10/2026)","$149.00","$149.00","$149.00","0.00","1","$149.00"
"John Wall 2010 Prestige #211 Base","Raw","0.00","$0.00","$2.00","$2.00 (05/11/2026)","$2.00","$2.00","$2.00","0.00","1","$2.00"
"Brandon Clarke 2019 Donruss #220 Yellow Laser","Raw","0.00","$0.00","$4.95","$4.95 (05/12/2026)","$4.95","$4.95","$4.95","0.00","1","$4.95"
"Jayson Tatum 2023 Topps Chrome Cosmic #PPN-1 Planetary Pursuit - Neptune","Raw","0.00","$0.00","$125.00","$125.00 (05/11/2026)","$125.00","$125.00","$125.00","0.00","1","$125.00"
