Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Victor Wembanyama 2024 Prizm #7 Dominance - Silver","Raw","127.01","$1.61","$1.27","$2.87 (02/23/2026)","$2.43","$0.99","$10.50","-17.71","316","$767.27"
"LeBron James 2024 Prizm #130 Green","Raw","26.76","$3.17","$11.83","$15.00 (02/22/2026)","$10.64","$1.25","$22.50","34.62","315","$3352.72"
"Stephon Castle 2024 Optic #254 Hyper Pink","Raw","11.11","$1.00","$9.00","$10.00 (02/22/2026)","$6.43","$0.99","$20.76","0.00","315","$2026.25"
"Anthony Edwards 2020 Mosaic #201 Base","Raw","16.62","$0.33","$2.00","$2.33 (02/23/2026)","$3.08","$0.99","$18.99","-29.02","313","$964.55"
"Anthony Edwards 2020 Prizm #258 Base","PSA 10","64.54","$51.32","$79.51","$130.83 (02/23/2026)","$91.99","$40.00","$158.60","-35.36","309","$28424.65"
"Stephon Castle 2024 Optic #14 Splash! - Purple","Raw","-82.53","-$8.25","$10.00","$1.75 (02/23/2026)","$2.39","$0.99","$14.99","5900.00","300","$717.81"
"Victor Wembanyama 2024 Optic #19 My House - Holo","Raw","-11.25","-$0.45","$4.00","$3.55 (02/23/2026)","$3.78","$0.99","$25.00","2375.00","297","$1121.21"
"Kobe Bryant 2019 Prizm #8 Base","Raw","16.50","$0.99","$6.00","$6.99 (02/23/2026)","$6.64","$0.99","$24.99","32.00","297","$1971.96"
"Victor Wembanyama 2023 Select #87 Concourse Blue Prizm","PSA 10","42.00","$21.00","$50.00","$71.00 (02/23/2026)","$66.32","$24.50","$133.26","53.93","294","$19499.31"
"Anthony Edwards 2020 Prizm #258 Base","PSA 9","-18.03","-$5.50","$30.50","$25.00 (02/23/2026)","$25.30","$11.50","$45.00","-25.33","283","$7160.70"
"Victor Wembanyama 2023 Optic #8 Express Lane","Raw","188.96","$2.91","$1.54","$4.45 (02/23/2026)","$3.77","$0.99","$23.00","49.47","281","$1060.10"
"Cade Cunningham 2021 Prizm #282 Silver","Raw","131.51","$60.50","$46.00","$106.50 (02/22/2026)","$56.98","$15.00","$143.00","-5.30","268","$15270.41"
"Victor Wembanyama 2024 Prizm #2 Deep Space - Silver","Raw","101.51","$2.02","$1.98","$4.00 (02/23/2026)","$2.23","$0.99","$12.50","-15.72","268","$598.03"
"Victor Wembanyama 2023 Prizm #3 Instant Impact","PSA 10","100.11","$35.02","$34.98","$70.00 (02/23/2026)","$46.23","$20.00","$79.56","54.12","262","$12112.51"
"Luka Doncic 2018 Prizm #280 Base","PSA 9","-8.49","-$6.50","$76.50","$70.00 (02/23/2026)","$80.29","$24.63","$132.00","-20.37","258","$20713.58"
"Victor Wembanyama 2024 Prizm #9 Global Reach - Silver","Raw","379.20","$4.74","$1.25","$5.99 (02/22/2026)","$2.47","$0.99","$15.00","-22.59","257","$634.47"
"Anthony Edwards 2020 Select #61 Concourse Blue Retail","Raw","-41.06","-$1.62","$3.95","$2.33 (02/23/2026)","$4.02","$0.99","$19.99","-31.44","253","$1016.40"
"LeBron James 2024 Optic #3 My House - Holo","Raw","-64.93","-$3.24","$4.99","$1.75 (02/23/2026)","$3.16","$0.99","$13.92","3400.00","245","$773.67"
"Victor Wembanyama 2024 Optic #2 Net Marvels - Holo","Raw","-83.65","-$34.57","$41.33","$6.76 (02/18/2026)","$20.42","$1.00","$59.99","12050.00","243","$4960.85"
"Shai Gilgeous-Alexander 2018 Prizm #184 Base","PSA 10","23.33","$35.00","$150.00","$185.00 (02/19/2026)","$164.95","$98.00","$300.00","-41.50","241","$39754.03"
"Anthony Edwards 2020 Mosaic #261 NBA Debut","Raw","0.00","$0.00","$1.50","$1.50 (02/23/2026)","$2.70","$0.73","$24.50","-33.88","240","$648.19"
"Victor Wembanyama 2023 Select #121 Premier Level Blue Retail","PSA 10","45.83","$18.33","$40.00","$58.33 (02/22/2026)","$52.50","$23.50","$100.00","62.07","235","$12337.49"
"Kobe Bryant 2018 Prizm #15 Base","Raw","-18.24","-$2.01","$11.00","$8.99 (02/23/2026)","$6.49","$0.99","$26.00","65.96","234","$1518.78"
"Victor Wembanyama 2023 Select #121 Premier Level Blue Retail","Raw","41.70","$2.50","$6.00","$8.50 (02/23/2026)","$7.71","$0.99","$28.00","47.17","234","$1804.15"
"Stephon Castle 2024 Optic #12 Net Marvels","Raw","-49.30","-$5.67","$11.50","$5.83 (02/23/2026)","$4.89","$0.99","$18.00","0.00","232","$1135.36"
"Shai Gilgeous-Alexander 2018 Prizm #15 Freshman Phenoms","Raw","50.25","$2.01","$3.99","$6.00 (02/23/2026)","$6.34","$0.99","$21.99","-35.73","232","$1471.88"
"Anthony Edwards 2020 Prizm #258 Silver","Raw","4.19","$6.50","$155.00","$161.50 (02/23/2026)","$151.86","$75.00","$235.00","-20.57","224","$34016.51"
"Shai Gilgeous-Alexander 2018 Prizm #11 Emergent","Raw","24.36","$0.71","$2.92","$3.63 (02/23/2026)","$5.83","$0.99","$15.51","-41.02","220","$1282.38"
"Victor Wembanyama 2023 Mosaic #3 Jam Masters","Raw","562.75","$8.38","$1.49","$9.88 (02/23/2026)","$5.42","$0.99","$23.00","47.65","220","$1191.52"
"LeBron James 2024 Optic #24 Net Marvels - Holo","Raw","-50.32","-$26.33","$52.33","$26.00 (02/17/2026)","$26.15","$4.25","$72.00","3550.00","219","$5726.16"
"Victor Wembanyama 2023 Mosaic #3 Jam Masters - Green","Raw","46.15","$4.74","$10.27","$15.01 (02/22/2026)","$11.89","$0.99","$36.00","-21.86","218","$2592.32"
"Stephon Castle 2024 Prizm #234 Ice","Raw","134.38","$10.75","$8.00","$18.75 (02/22/2026)","$13.59","$1.25","$26.55","-33.94","216","$2935.62"
"Stephon Castle 2024 Optic #16 My House - Holo","Raw","-65.43","-$3.78","$5.78","$2.00 (02/23/2026)","$3.01","$0.99","$12.50","2971.43","215","$646.24"
"Stephon Castle 2024 Prizm #234 Silver","PSA 9","19.43","$8.75","$45.00","$53.75 (02/23/2026)","$40.56","$5.00","$67.66","190.41","212","$8598.34"
"Victor Wembanyama 2023 Prizm #136 Silver","PSA 9","77.75","$247.25","$318.00","$565.25 (02/17/2026)","$467.92","$250.00","$620.00","50.00","210","$98264.05"
"Stephon Castle 2024 Optic #12 Net Marvels - Holo","Raw","-57.07","-$33.23","$58.23","$25.00 (02/23/2026)","$19.41","$0.99","$70.00","2900.00","210","$4077.08"
"Stephon Castle 2024 Optic #6 White Hot Rookies","Raw","0.00","$0.00","$2.50","$2.50 (02/23/2026)","$1.87","$0.99","$20.49","5125.00","209","$390.93"
"Anthony Edwards 2020 Mosaic #252 National Pride","Raw","97.01","$2.06","$2.12","$4.18 (02/23/2026)","$2.76","$0.99","$23.00","-38.25","205","$564.82"
"LeBron James 2024 Prizm #130 Ice","Raw","23.33","$3.50","$15.00","$18.50 (02/21/2026)","$17.79","$6.04","$38.50","-16.67","205","$3647.03"
"Victor Wembanyama 2023 Optic #6 Splash! - Purple","Raw","71.86","$5.01","$6.98","$11.99 (02/23/2026)","$9.33","$0.99","$22.50","1.00","203","$1894.78"
"Victor Wembanyama 2023 Mosaic #8 Thunder Road","Raw","42.86","$1.50","$3.50","$5.00 (02/23/2026)","$4.68","$0.99","$22.50","42.25","202","$946.35"
"Stephon Castle 2024 Optic #6 White Hot Rookies - Holo","Raw","-11.50","-$0.26","$2.26","$2.00 (02/23/2026)","$2.51","$0.99","$10.00","3233.33","200","$502.89"
"Victor Wembanyama 2023 Optic #225 Base","PSA 9","-23.33","-$7.00","$30.00","$23.00 (02/23/2026)","$20.69","$6.50","$40.00","21.34","199","$4118.01"
"Victor Wembanyama 2024 Prizm #172 Base","Raw","32.69","$0.34","$1.04","$1.38 (02/21/2026)","$1.97","$0.68","$22.50","-18.78","199","$392.58"
"Anthony Edwards 2020 Prizm #258 Silver","PSA 9","28.02","$48.33","$172.50","$220.83 (02/23/2026)","$184.57","$137.50","$255.00","-25.47","199","$36728.92"
"Stephon Castle 2024 Optic #14 Splash! - Holo","Raw","-70.27","-$2.34","$3.33","$0.99 (02/23/2026)","$2.39","$0.99","$6.50","2362.50","197","$470.83"
"Victor Wembanyama 2023 Optic #6 My House - Purple","Raw","-32.50","-$6.50","$20.00","$13.50 (02/23/2026)","$11.56","$0.99","$30.00","12.00","196","$2265.59"
"Victor Wembanyama 2023 Mosaic #12 Epic Performers - Green","Raw","81.82","$4.50","$5.50","$10.00 (02/23/2026)","$10.15","$0.99","$27.00","-20.73","195","$1978.62"
"Stephon Castle 2024 Optic #16 My House","Raw","-41.67","-$0.83","$2.00","$1.17 (02/23/2026)","$1.90","$0.60","$20.50","3133.33","194","$369.07"
"Luka Doncic 2024 Optic #17 Net Marvels - Holo","Raw","-61.58","-$16.01","$26.00","$9.99 (02/23/2026)","$13.44","$1.00","$35.00","9550.00","193","$2593.74"
"LeBron James 2024 Prizm #130 Red Ice","Raw","1667.68","$16.51","$0.99","$17.50 (02/23/2026)","$15.03","$0.99","$31.59","-38.06","192","$2885.31"
"LeBron James 2019 Prizm #129 Base","PSA 10","9.45","$2.16","$22.83","$24.99 (02/23/2026)","$24.26","$8.50","$52.00","23.23","191","$4634.25"
"Victor Wembanyama 2023 Mosaic #8 Thunder Road - Green","Raw","93.97","$8.26","$8.79","$17.05 (02/23/2026)","$11.27","$0.99","$26.32","-20.08","191","$2152.41"
"Victor Wembanyama 2023 Prizm #136 Ice","PSA 10","111.06","$305.42","$275.00","$580.42 (02/22/2026)","$505.84","$275.00","$1399.00","23.53","189","$95603.66"
"Victor Wembanyama 2023 Mosaic #18 Elevate - Green","Raw","47.24","$3.77","$7.98","$11.75 (02/23/2026)","$11.13","$0.99","$22.50","-20.00","188","$2091.57"
"Victor Wembanyama 2023 Mosaic #18 Elevate","Raw","-13.16","-$0.63","$4.75","$4.13 (02/21/2026)","$4.93","$0.99","$20.00","47.20","184","$906.60"
"Victor Wembanyama 2023 Prizm #2 Global Reach - Silver","Raw","-47.28","-$7.09","$14.99","$7.90 (02/21/2026)","$8.05","$0.99","$22.50","18.06","183","$1472.62"
"Victor Wembanyama 2023 Prizm #136 Silver","Raw","101.28","$263.34","$260.00","$523.34 (02/22/2026)","$478.48","$186.47","$772.49","2.23","183","$87561.87"
"Stephon Castle 2024 Select #72 Concourse Blue Cracked Ice","Raw","66.94","$4.01","$5.99","$10.00 (02/23/2026)","$3.29","$0.99","$16.72","114.12","182","$599.42"
"Victor Wembanyama 2023 Optic #225 Holo","Raw","78.57","$55.00","$70.00","$125.00 (02/23/2026)","$107.59","$42.00","$189.00","6.43","182","$19581.01"
"LeBron James 2020 Prizm #1 Silver","Raw","72.62","$39.94","$55.00","$94.94 (02/22/2026)","$66.51","$35.00","$123.88","26.57","181","$12038.77"
"Cade Cunningham 2021 Optic #161 Blue Velocity","Raw","84.23","$12.63","$14.99","$27.62 (02/22/2026)","$17.71","$3.51","$36.00","7.74","181","$3205.51"
"LeBron James 2024 Prizm #14 Dominance - Silver","Raw","-91.75","-$11.01","$12.00","$0.99 (02/23/2026)","$2.57","$0.99","$14.00","-11.82","179","$459.59"
"Victor Wembanyama 2023 Prizm #136 Green","PSA 10","71.42","$149.99","$210.00","$359.99 (02/20/2026)","$344.49","$174.18","$569.74","22.60","179","$61663.17"
"Victor Wembanyama 2023 Select #87 Concourse Blue Cracked Ice","PSA 10","32.14","$28.82","$89.68","$118.50 (02/22/2026)","$112.68","$40.00","$195.20","46.67","176","$19832.22"
"Victor Wembanyama 2023 Prizm #136 Green","Raw","37.08","$30.52","$82.31","$112.83 (02/19/2026)","$115.01","$42.00","$175.00","-2.79","174","$20012.42"
"Luka Doncic 2018 Optic #177 Base","PSA 10","4.67","$7.01","$149.99","$157.00 (02/23/2026)","$147.58","$86.00","$200.00","10.26","172","$25383.88"
"Victor Wembanyama 2023 Prizm #136 Pink Ice","Raw","90.48","$76.00","$84.00","$160.00 (02/22/2026)","$163.62","$52.51","$254.99","3.61","172","$28142.65"
"Stephon Castle 2024 Optic #254 Purple","Raw","-66.15","-$10.75","$16.25","$5.50 (02/23/2026)","$5.83","$0.99","$22.00","1333.33","172","$1003.04"
"Stephon Castle 2024 Prizm #234 Green","Raw","14.56","$1.44","$9.89","$11.33 (02/23/2026)","$10.08","$0.99","$27.50","-38.69","168","$1694.26"
"Stephon Castle 2024 Prizm #234 Red Ice","Raw","-68.75","-$13.75","$20.00","$6.25 (02/22/2026)","$12.40","$0.99","$25.00","-44.85","166","$2059.03"
"Victor Wembanyama 2023 Optic #225 Hyper Pink","Raw","63.91","$24.56","$38.44","$63.00 (02/22/2026)","$44.40","$24.52","$75.00","-51.90","165","$7326.21"
"Luka Doncic 2018 Prizm #280 Base","Raw","16.96","$9.50","$56.00","$65.50 (02/21/2026)","$64.99","$28.91","$128.69","-23.26","165","$10724.04"
"Stephon Castle 2024 Optic #6 White Hot Rookies - Purple","Raw","-6.67","-$0.15","$2.25","$2.10 (02/23/2026)","$2.29","$0.99","$22.00","1733.33","165","$378.39"
"Shai Gilgeous-Alexander 2018 Prizm #184 Silver","Raw","72.51","$88.79","$122.46","$211.25 (02/22/2026)","$192.59","$84.00","$395.00","-46.41","164","$31585.10"
"Stephon Castle 2024 Select #72 Concourse Silver","Raw","218.91","$6.83","$3.12","$9.95 (02/23/2026)","$4.32","$0.99","$14.98","38.46","162","$700.04"
"Victor Wembanyama 2023 Mosaic #12 Give and Go - Green","Raw","5.00","$0.50","$10.00","$10.50 (02/23/2026)","$9.61","$0.99","$20.00","-37.30","158","$1518.46"
"Victor Wembanyama 2024 Mosaic #288 City Edition - Silver","Raw","21.00","$0.63","$3.00","$3.63 (02/23/2026)","$2.53","$0.99","$5.99","305.13","158","$399.60"
"Victor Wembanyama 2023 Optic #8 Express Lane - Purple","Raw","962.31","$12.51","$1.30","$13.81 (02/22/2026)","$5.88","$0.99","$23.37","8.97","158","$928.60"
"Victor Wembanyama 2024 Mosaic #288 City Edition - Reactive Blue","Raw","262.63","$2.60","$0.99","$3.59 (02/22/2026)","$3.66","$0.99","$16.50","1216.67","158","$578.66"
"Victor Wembanyama 2023 Mosaic #12 Give and Go","Raw","94.81","$1.46","$1.54","$3.00 (02/23/2026)","$4.17","$0.99","$22.00","29.51","158","$658.44"
"Stephon Castle 2024 Prizm #29 Emergent - Silver","Raw","-14.29","-$0.25","$1.75","$1.50 (02/23/2026)","$2.29","$0.99","$8.00","-55.40","157","$359.47"
"Victor Wembanyama 2023 Select #87 Concourse Blue Retail","PSA 9","-9.80","-$2.17","$22.17","$20.00 (02/23/2026)","$19.76","$5.09","$38.08","61.86","157","$3102.19"
"Stephon Castle 2024 Prizm #4 Instant Impact - Silver","Raw","175.00","$3.50","$2.00","$5.50 (02/23/2026)","$2.25","$0.99","$10.49","-43.73","157","$353.32"
"Stephon Castle 2024 Optic #1 Express Lane - Purple","Raw","-66.13","-$4.96","$7.50","$2.54 (02/23/2026)","$1.94","$0.85","$17.05","2500.00","156","$302.90"
"Stephon Castle 2024 Mosaic #267 NBA Debut - Silver","Raw","73.91","$2.04","$2.76","$4.80 (02/22/2026)","$3.13","$0.99","$11.50","148.39","154","$482.33"
"Stephon Castle 2024 Optic #14 Splash!","Raw","1.01","$0.01","$0.99","$1.00 (02/23/2026)","$2.00","$0.60","$20.40","3750.00","154","$308.09"
"Victor Wembanyama 2023 Prizm #1 Deep Space","PSA 10","68.99","$24.49","$35.50","$59.99 (02/23/2026)","$53.09","$27.03","$133.47","61.70","152","$8069.02"
"Victor Wembanyama 2024 Prizm #172 Ice","Raw","-48.42","-$1.69","$3.49","$1.80 (02/22/2026)","$4.70","$0.99","$20.00","-5.03","151","$709.13"
"Stephon Castle 2024 Optic #1 Express Lane - Holo","Raw","-17.18","-$0.36","$2.13","$1.76 (02/23/2026)","$1.92","$0.99","$6.69","2042.86","150","$288.07"
"Cade Cunningham 2021 Select #11 Concourse Blue Shimmer","Raw","-33.33","-$3.50","$10.50","$7.00 (02/23/2026)","$5.62","$0.99","$19.99","19.05","150","$842.96"
"Luka Doncic 2018 Prizm #280 Silver","PSA 10","-1.11","-$16.12","$1450.00","$1433.88 (02/23/2026)","$1493.16","$1150.00","$1910.00","7.97","149","$222481.05"
"Victor Wembanyama 2023 Mosaic #12 Epic Performers","Raw","-32.83","-$1.64","$5.00","$3.36 (02/23/2026)","$4.51","$0.99","$21.50","17.46","148","$667.07"
"Luka Doncic 2019 Prizm #75 Base","PSA 10","-33.06","-$10.13","$30.63","$20.50 (02/22/2026)","$22.67","$5.75","$46.50","-6.33","148","$3355.20"
"Victor Wembanyama 2024 Prizm #172 Green","Raw","16.16","$0.59","$3.67","$4.26 (02/23/2026)","$2.93","$0.99","$7.50","-5.16","147","$431.38"
"Victor Wembanyama 2023 Optic #6 My House - Holo","Raw","158.82","$6.75","$4.25","$11.00 (02/21/2026)","$15.31","$3.05","$33.35","44.55","146","$2235.58"
"Victor Wembanyama 2023 Optic #6 Splash! - Holo","Raw","62.49","$4.62","$7.38","$12.00 (02/21/2026)","$11.86","$0.99","$25.00","-2.03","145","$1719.36"
"Victor Wembanyama 2024 Mosaic #31 Reactive Blue","Raw","-3.20","-$0.12","$3.75","$3.63 (02/23/2026)","$3.41","$0.99","$10.00","694.44","143","$487.49"
"Victor Wembanyama 2024 Mosaic #31 Silver","Raw","28.04","$1.09","$3.91","$5.00 (02/22/2026)","$3.12","$0.99","$16.18","230.23","142","$443.68"
"Victor Wembanyama 2024 Prizm #172 Red Ice","Raw","16.20","$0.81","$5.00","$5.81 (02/23/2026)","$5.22","$0.99","$16.98","-11.80","142","$740.65"
"Anthony Edwards 2020 Select #61 Concourse","Raw","-83.74","-$16.74","$19.99","$3.25 (02/23/2026)","$4.29","$0.99","$20.00","-19.32","142","$608.73"
"Anthony Edwards 2020 Prizm #1 Instant Impact","Raw","-74.87","-$2.98","$3.98","$1.00 (02/22/2026)","$3.16","$0.99","$20.00","-25.53","140","$442.23"
"Stephon Castle 2024 Mosaic #236 Silver","Raw","-38.71","-$3.00","$7.75","$4.75 (02/21/2026)","$4.88","$0.99","$15.00","225.58","140","$682.93"
"Victor Wembanyama 2023 Optic #225 Holo","PSA 10","40.98","$125.00","$305.00","$430.00 (02/23/2026)","$428.52","$172.00","$625.00","2.19","140","$59993.04"
"Anthony Edwards 2020 Prizm #258 Silver","PSA 10","13.85","$112.50","$812.50","$925.00 (02/21/2026)","$871.68","$671.89","$1095.00","-40.85","139","$121163.20"
"Victor Wembanyama 2023 Select #87 Concourse Blue Cracked Ice","Raw","19.57","$4.50","$23.00","$27.50 (02/22/2026)","$32.72","$13.50","$63.32","10.32","139","$4547.74"
"Stephon Castle 2024 Optic #4 The Rookies - Holo","Raw","-72.58","-$11.25","$15.50","$4.25 (02/23/2026)","$5.60","$0.99","$15.50","3350.00","138","$772.77"
"Victor Wembanyama 2023 Select #87 Concourse Red Cracked Ice","PSA 10","93.88","$92.00","$98.00","$190.00 (02/23/2026)","$160.76","$28.00","$295.00","95.65","135","$21703.00"
"Victor Wembanyama 2023 Prizm #3 Instant Impact - Silver","Raw","-55.00","-$2.75","$5.00","$2.25 (02/22/2026)","$8.79","$0.99","$22.49","-11.18","135","$1186.15"
"Victor Wembanyama 2023 Prizm #136 Red Ice","PSA 10","57.14","$200.00","$350.00","$550.00 (02/23/2026)","$492.41","$289.00","$750.00","-11.26","134","$65982.80"
"Anthony Edwards 2020 Prizm #3 Emergent","Raw","195.00","$1.95","$1.00","$2.95 (02/23/2026)","$2.43","$0.99","$12.50","-21.76","133","$323.21"
"Stephon Castle 2024 Mosaic #290 City Edition - Silver","Raw","-43.70","-$1.75","$4.00","$2.25 (02/23/2026)","$2.51","$0.99","$10.50","189.13","133","$334.23"
"Cade Cunningham 2021 Prizm #282 Green","Raw","57.89","$5.50","$9.50","$15.00 (02/22/2026)","$15.82","$0.99","$35.00","11.02","131","$2073.03"
"Victor Wembanyama 2024 Prizm #2 Deep Space","Raw","-20.00","-$0.25","$1.25","$1.00 (02/23/2026)","$1.61","$0.75","$11.04","-22.62","130","$208.78"
"Victor Wembanyama 2023 Select #87 Concourse Tectonic","PSA 10","44.14","$39.50","$89.50","$129.00 (02/22/2026)","$118.00","$77.00","$170.00","62.50","130","$15339.58"
