Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Victor Wembanyama 2024 Optic #19 My House - Holo","Raw","136.67","$2.05","$1.50","$3.55 (02/23/2026)","$4.12","$0.99","$25.00","10.20","108","$444.89"
"Shai Gilgeous-Alexander 2018 Prizm #15 Freshman Phenoms","Raw","-36.83","-$3.49","$9.49","$6.00 (02/23/2026)","$6.80","$1.00","$21.99","28.92","107","$727.21"
"Victor Wembanyama 2023 Optic #8 Express Lane","Raw","-34.10","-$2.30","$6.75","$4.45 (02/23/2026)","$4.47","$0.99","$21.00","-0.93","107","$478.04"
"Victor Wembanyama 2023 Select #87 Concourse Blue Prizm","PSA 10","0.00","$0.00","$71.00","$71.00 (02/23/2026)","$78.66","$49.99","$133.26","2.94","105","$8259.07"
"LeBron James 2024 Prizm #130 Green","Raw","121.73","$8.23","$6.76","$15.00 (02/22/2026)","$10.26","$1.25","$20.00","-6.31","104","$1067.25"
"Anthony Edwards 2020 Mosaic #261 NBA Debut","Raw","-64.11","-$2.68","$4.18","$1.50 (02/23/2026)","$3.00","$0.73","$20.25","46.48","104","$311.75"
"Stephon Castle 2024 Optic #14 Splash! - Purple","Raw","-19.38","-$0.42","$2.17","$1.75 (02/23/2026)","$2.30","$0.99","$10.00","5.15","102","$234.12"
"Shai Gilgeous-Alexander 2018 Prizm #11 Emergent","Raw","-39.58","-$2.38","$6.00","$3.63 (02/23/2026)","$5.70","$0.99","$11.50","53.03","101","$575.22"
"Victor Wembanyama 2023 Prizm #3 Instant Impact","PSA 10","16.69","$10.01","$59.99","$70.00 (02/23/2026)","$53.69","$36.00","$72.00","1.00","101","$5422.79"
"Anthony Edwards 2020 Mosaic #252 National Pride","Raw","75.86","$1.80","$2.38","$4.18 (02/23/2026)","$2.64","$0.99","$20.25","53.13","98","$258.61"
"Victor Wembanyama 2023 Optic #225 Base","PSA 10","15.79","$9.95","$63.00","$72.95 (02/23/2026)","$75.27","$54.00","$116.00","-15.52","98","$7376.09"
"Victor Wembanyama 2024 Prizm #7 Dominance - Silver","Raw","28.58","$0.64","$2.23","$2.87 (02/23/2026)","$2.64","$0.99","$10.50","-10.09","98","$259.18"
"Victor Wembanyama 2023 Select #121 Premier Level Blue Retail","Raw","6.19","$0.50","$8.00","$8.50 (02/23/2026)","$8.60","$0.99","$28.00","13.58","92","$791.17"
"Victor Wembanyama 2024 Prizm #172 Pink Ice","Raw","-37.41","-$2.62","$6.99","$4.38 (02/22/2026)","$5.64","$0.99","$25.00","-44.72","89","$501.67"
"Anthony Edwards 2020 Prizm #258 Silver","Raw","50.30","$54.05","$107.45","$161.50 (02/23/2026)","$162.01","$102.50","$219.99","0.00","87","$14094.92"
"Anthony Edwards 2020 Prizm #258 Base","PSA 9","29.80","$5.74","$19.26","$25.00 (02/23/2026)","$25.76","$12.94","$41.77","-24.56","86","$2215.13"
"Anthony Edwards 2020 Prizm #258 Silver","PSA 9","23.29","$41.71","$179.12","$220.83 (02/23/2026)","$186.51","$138.73","$255.00","75.00","84","$15667.19"
"Luka Doncic 2018 Prizm #280 Base","PSA 9","-17.65","-$15.00","$85.00","$70.00 (02/23/2026)","$81.85","$43.29","$111.60","-25.89","83","$6793.45"
"LeBron James 2024 Optic #3 My House - Purple","Raw","-20.80","-$0.26","$1.25","$0.99 (02/22/2026)","$2.86","$0.99","$8.50","-41.43","82","$234.22"
"Victor Wembanyama 2023 Mosaic #3 Jam Masters","Raw","71.74","$4.13","$5.75","$9.88 (02/23/2026)","$5.21","$0.99","$18.00","-5.81","81","$421.80"
"Cade Cunningham 2021 Optic #161 Blue Velocity","Raw","-7.92","-$2.37","$29.99","$27.62 (02/22/2026)","$19.37","$10.00","$35.88","17.65","80","$1549.79"
"Shai Gilgeous-Alexander 2018 Prizm #184 Base","PSA 10","-2.63","-$5.00","$190.00","$185.00 (02/19/2026)","$186.61","$135.00","$300.00","-20.00","80","$14928.74"
"LeBron James 2024 Optic #3 My House - Holo","Raw","16.67","$0.25","$1.50","$1.75 (02/23/2026)","$2.69","$0.99","$13.92","12.86","79","$212.23"
"Victor Wembanyama 2023 Select #121 Premier Level Blue Retail","PSA 10","-7.40","-$4.66","$63.00","$58.33 (02/22/2026)","$61.58","$40.00","$100.00","-21.00","79","$4865.00"
"Victor Wembanyama 2024 Prizm #9 Global Reach - Silver","Raw","166.22","$3.74","$2.25","$5.99 (02/22/2026)","$2.71","$0.99","$12.50","-23.30","79","$213.72"
"Victor Wembanyama 2023 Mosaic #8 Thunder Road - Green","Raw","118.87","$9.26","$7.79","$17.05 (02/23/2026)","$12.06","$3.25","$23.50","-2.53","77","$928.83"
"Victor Wembanyama 2024 Prizm #2 Deep Space - Silver","Raw","77.78","$1.75","$2.25","$4.00 (02/23/2026)","$2.71","$0.99","$10.50","-32.46","77","$208.74"
"Victor Wembanyama 2023 Prizm #136 Pink Ice","PSA 10","-17.43","-$86.52","$496.52","$410.00 (02/23/2026)","$421.02","$295.00","$660.00","-40.16","76","$31997.48"
"Stephon Castle 2024 Prizm #234 Ice","Raw","-18.44","-$4.24","$22.99","$18.75 (02/22/2026)","$14.17","$5.00","$25.00","-15.73","75","$1063.05"
"Cade Cunningham 2021 Prizm #282 Green","Raw","-15.68","-$2.79","$17.79","$15.00 (02/22/2026)","$17.53","$5.00","$35.00","108.33","75","$1314.97"
"LeBron James 2024 Prizm #130 Ice","Raw","-7.50","-$1.50","$20.00","$18.50 (02/21/2026)","$16.11","$6.50","$25.00","10.29","75","$1208.54"
"Stephon Castle 2024 Optic #6 White Hot Rookies","Raw","14.68","$0.32","$2.18","$2.50 (02/23/2026)","$1.68","$0.99","$9.00","12.12","74","$124.42"
"Victor Wembanyama 2023 Mosaic #8 Thunder Road","Raw","71.82","$2.09","$2.91","$5.00 (02/23/2026)","$5.09","$0.99","$19.30","-3.90","74","$376.48"
"Luka Doncic 2018 Prizm #280 Base","Raw","-8.48","-$6.06","$71.56","$65.50 (02/21/2026)","$63.29","$28.91","$128.69","48.98","73","$4620.03"
"Victor Wembanyama 2023 Optic #6 Splash! - Purple","Raw","41.06","$3.49","$8.50","$11.99 (02/23/2026)","$11.00","$2.56","$20.50","0.00","73","$803.12"
"Victor Wembanyama 2023 Optic #6 My House - Purple","Raw","42.11","$4.00","$9.50","$13.50 (02/23/2026)","$12.42","$2.25","$20.00","0.00","72","$893.95"
"Stephon Castle 2024 Optic #6 White Hot Rookies - Holo","Raw","-39.12","-$1.29","$3.29","$2.00 (02/23/2026)","$2.35","$0.99","$6.99","22.03","72","$168.86"
"Stephon Castle 2024 Select #72 Concourse Blue Cracked Ice","Raw","218.07","$6.86","$3.14","$10.00 (02/23/2026)","$3.54","$0.99","$10.50","14.75","70","$247.69"
"Anthony Edwards 2020 Select #61 Concourse","Raw","-35.00","-$1.75","$5.00","$3.25 (02/23/2026)","$4.96","$0.99","$19.25","55.56","70","$347.29"
"Stephon Castle 2024 Optic #14 Splash! - Holo","Raw","-74.84","-$2.94","$3.93","$0.99 (02/23/2026)","$2.23","$0.99","$6.50","18.64","70","$156.45"
"LeBron James 2020 Prizm #1 Silver","Raw","46.06","$29.94","$65.00","$94.94 (02/22/2026)","$71.34","$35.50","$123.88","9.68","68","$4851.36"
"Stephon Castle 2024 Select #72 Concourse Silver","Raw","36.10","$2.64","$7.31","$9.95 (02/23/2026)","$5.25","$0.99","$14.98","36.73","67","$351.50"
"LeBron James 2024 Prizm #130 Red Ice","Raw","12.90","$2.00","$15.50","$17.50 (02/23/2026)","$15.22","$3.25","$24.99","15.79","66","$1004.42"
"Victor Wembanyama 2023 Mosaic #12 Epic Performers - Green","Raw","-22.26","-$2.86","$12.86","$10.00 (02/23/2026)","$11.85","$4.25","$27.00","-28.26","66","$781.86"
"Victor Wembanyama 2023 Optic #6 Splash! - Holo","Raw","-6.34","-$0.81","$12.81","$12.00 (02/21/2026)","$12.68","$3.25","$23.00","44.44","65","$824.49"
"Cade Cunningham 2021 Select #11 Concourse Blue Shimmer","Raw","-5.08","-$0.38","$7.38","$7.00 (02/23/2026)","$6.16","$0.99","$19.99","16.07","65","$400.52"
"LeBron James 2018 Prizm #6 Base","Raw","75.76","$0.75","$0.99","$1.74 (02/18/2026)","$1.99","$0.99","$6.01","160.00","65","$129.34"
"Stephon Castle 2024 Optic #16 My House - Holo","Raw","-4.01","-$0.08","$2.08","$2.00 (02/23/2026)","$2.47","$0.99","$5.01","-16.88","64","$158.20"
"Victor Wembanyama 2023 Prizm #2 Global Reach - Silver","Raw","-38.56","-$4.96","$12.86","$7.90 (02/21/2026)","$8.79","$0.99","$22.50","-22.22","63","$553.88"
"Luka Doncic 2018 Optic #177 Base","PSA 10","7.05","$10.33","$146.67","$157.00 (02/23/2026)","$147.79","$115.00","$177.99","6.90","62","$9162.69"
"LeBron James 2024 Prizm #14 Dominance - Silver","Raw","0.00","$0.00","$0.99","$0.99 (02/23/2026)","$2.30","$0.99","$9.50","-12.68","62","$142.55"
"Victor Wembanyama 2023 Prizm #136 Silver","PSA 9","-0.18","-$1.02","$566.27","$565.25 (02/17/2026)","$543.34","$420.00","$620.00","-11.43","62","$33687.34"
"Victor Wembanyama 2023 Optic #8 Express Lane - Purple","Raw","358.80","$10.80","$3.01","$13.81 (02/22/2026)","$6.48","$0.99","$23.37","1.64","62","$402.06"
"Victor Wembanyama 2024 Prizm #172 Ice","Raw","-20.00","-$0.45","$2.25","$1.80 (02/22/2026)","$4.87","$0.99","$20.00","14.81","62","$301.86"
"Stephon Castle 2024 Optic #254 Purple","Raw","-4.40","-$0.25","$5.75","$5.50 (02/23/2026)","$5.65","$0.99","$14.99","37.78","62","$350.32"
"Stephon Castle 2024 Optic #12 Net Marvels","Raw","16.60","$0.83","$5.00","$5.83 (02/23/2026)","$4.96","$0.99","$15.38","-20.78","61","$302.26"
"Victor Wembanyama 2023 Optic #6 My House - Holo","Raw","-43.58","-$8.49","$19.49","$11.00 (02/21/2026)","$15.94","$4.99","$33.35","15.09","61","$972.46"
"LeBron James 2019 Prizm #129 Base","PSA 10","-9.13","-$2.51","$27.50","$24.99 (02/23/2026)","$25.94","$15.00","$52.00","-21.33","59","$1530.40"
"Stephon Castle 2024 Prizm #234 Red Ice","Raw","-43.18","-$4.75","$11.00","$6.25 (02/22/2026)","$12.93","$3.25","$25.00","5.36","59","$763.06"
"Victor Wembanyama 2023 Mosaic #18 Elevate - Green","Raw","-21.67","-$3.25","$15.00","$11.75 (02/23/2026)","$12.41","$3.25","$21.71","-26.25","59","$732.22"
"Anthony Edwards 2020 Prizm #258 Silver","PSA 10","0.00","$0.00","$925.00","$925.00 (02/21/2026)","$926.57","$800.00","$1095.00","70.59","58","$53740.82"
"Victor Wembanyama 2023 Mosaic #12 Give and Go - Green","Raw","-28.28","-$4.14","$14.64","$10.50 (02/23/2026)","$10.50","$2.00","$20.00","-12.12","58","$608.99"
"Victor Wembanyama 2023 Mosaic #18 Elevate","Raw","-56.56","-$5.37","$9.50","$4.13 (02/21/2026)","$5.42","$0.99","$20.00","-27.85","57","$308.70"
"Stephon Castle 2024 Prizm #234 Green","Raw","19.26","$1.83","$9.50","$11.33 (02/23/2026)","$11.05","$0.99","$27.50","-10.94","57","$629.86"
"Anthony Edwards 2020 Prizm #1 Instant Impact","Raw","-50.00","-$1.00","$2.00","$1.00 (02/22/2026)","$3.38","$0.99","$18.99","11.76","57","$192.73"
"Anthony Edwards 2020 Optic #151 Base","PSA 10","53.40","$24.03","$45.00","$69.03 (02/23/2026)","$52.75","$37.63","$73.00","40.00","56","$2954.05"
"Cade Cunningham 2021 Optic #161 Holo","Raw","44.81","$8.51","$18.99","$27.50 (02/23/2026)","$21.53","$2.75","$40.00","75.00","56","$1205.68"
"Stephon Castle 2024 Optic #16 My House","Raw","-21.44","-$0.32","$1.48","$1.17 (02/23/2026)","$1.61","$0.99","$10.00","-28.21","56","$90.05"
"Stephon Castle 2024 Optic #6 White Hot Rookies - Purple","Raw","40.00","$0.60","$1.50","$2.10 (02/23/2026)","$2.24","$0.99","$6.50","7.84","55","$123.27"
"Victor Wembanyama 2023 Select #87 Concourse Blue Cracked Ice","Raw","-10.57","-$3.25","$30.75","$27.50 (02/22/2026)","$36.90","$15.50","$63.32","-9.84","55","$2029.71"
"Victor Wembanyama 2023 Mosaic #12 Give and Go","Raw","-10.18","-$0.34","$3.34","$3.00 (02/23/2026)","$3.80","$0.99","$19.50","-27.63","55","$208.83"
"Cade Cunningham 2021 Optic #161 Purple","Raw","66.83","$6.57","$9.83","$16.41 (02/23/2026)","$12.57","$5.50","$24.50","134.78","54","$678.74"
"Victor Wembanyama 2023 Mosaic #3 Jam Masters - Green","Raw","34.92","$3.88","$11.13","$15.01 (02/22/2026)","$12.45","$5.99","$19.95","-48.08","54","$672.34"
"Victor Wembanyama 2024 Prizm #172 Base","Raw","-21.14","-$0.37","$1.75","$1.38 (02/21/2026)","$2.60","$0.89","$22.50","-39.08","53","$138.06"
"Victor Wembanyama 2023 Select #87 Concourse Blue Cracked Ice","PSA 10","7.78","$8.55","$109.95","$118.50 (02/22/2026)","$128.60","$81.60","$195.20","-19.70","53","$6815.89"
"Stephon Castle 2024 Select #72 Concourse Blue Prizm","Raw","-41.48","-$0.82","$1.97","$1.15 (02/20/2026)","$2.39","$0.99","$8.00","32.50","53","$126.71"
"Stephon Castle 2024 Prizm #4 Instant Impact - Silver","Raw","187.46","$3.59","$1.91","$5.50 (02/23/2026)","$2.18","$0.99","$8.00","3.92","53","$115.32"
"Stephon Castle 2024 Optic #1 Express Lane - Purple","Raw","14.41","$0.32","$2.22","$2.54 (02/23/2026)","$1.87","$0.85","$6.50","-1.89","52","$97.48"
"Victor Wembanyama 2024 Prizm #172 Green","Raw","49.21","$1.40","$2.85","$4.26 (02/23/2026)","$3.00","$0.99","$7.50","6.12","52","$155.74"
"Victor Wembanyama 2023 Select #87 Concourse Silver","PSA 10","57.94","$53.41","$92.18","$145.59 (02/23/2026)","$130.85","$51.00","$179.00","-7.27","51","$6673.40"
"Victor Wembanyama 2024 Prizm #2 Deep Space","Raw","-32.89","-$0.49","$1.49","$1.00 (02/23/2026)","$1.74","$0.80","$11.04","-7.27","51","$88.84"
"Victor Wembanyama 2023 Prizm #136 Green","Raw","-5.38","-$6.42","$119.25","$112.83 (02/19/2026)","$122.98","$85.00","$172.19","-42.05","51","$6271.88"
"Victor Wembanyama 2024 Prizm #9 Global Reach","Raw","49.50","$0.98","$1.99","$2.97 (02/23/2026)","$2.04","$0.99","$8.04","11.11","50","$101.99"
"Anthony Edwards 2020 Prizm #258 Green","Raw","44.32","$19.50","$44.00","$63.50 (02/22/2026)","$64.00","$40.12","$115.00","42.86","50","$3200.16"
"Victor Wembanyama 2023 Optic #225 Holo","Raw","35.68","$32.87","$92.13","$125.00 (02/23/2026)","$115.75","$58.00","$175.00","-25.37","50","$5787.36"
"Cade Cunningham 2021 Prizm #22 Emergent","Raw","30.12","$0.38","$1.25","$1.62 (02/22/2026)","$2.30","$0.99","$10.00","44.12","49","$112.58"
"Cade Cunningham 2021 Select #11 Concourse Orange Flash","Raw","-9.09","-$0.50","$5.50","$5.00 (02/23/2026)","$6.30","$1.50","$14.06","63.33","49","$308.80"
"Victor Wembanyama 2023 Optic #225 Base","PSA 9","24.32","$4.50","$18.50","$23.00 (02/23/2026)","$22.93","$17.00","$37.95","-43.68","49","$1123.65"
"Stephon Castle 2024 Prizm #29 Emergent - Silver","Raw","-49.15","-$1.45","$2.95","$1.50 (02/23/2026)","$2.09","$0.99","$4.26","-7.55","49","$102.24"
"Luka Doncic 2019 Prizm #75 Base","PSA 10","0.02","$0.00","$20.50","$20.50 (02/22/2026)","$25.51","$14.50","$46.50","-12.50","49","$1249.98"
"Stephon Castle 2024 Prizm #234 Silver","PSA 9","7.49","$3.75","$50.00","$53.75 (02/23/2026)","$47.14","$34.88","$60.00","-48.39","48","$2262.53"
"Victor Wembanyama 2023 Prizm #1 Deep Space","PSA 10","19.98","$9.99","$50.00","$59.99 (02/23/2026)","$63.39","$40.05","$133.47","-32.39","48","$3042.93"
"Victor Wembanyama 2023 Mosaic #12 Epic Performers","Raw","-10.92","-$0.41","$3.77","$3.36 (02/23/2026)","$4.29","$0.99","$18.60","-23.81","48","$205.81"
"Luka Doncic 2024 Optic #14 My House - Purple","Raw","-64.48","-$2.26","$3.50","$1.25 (02/21/2026)","$2.07","$0.80","$8.50","17.07","48","$99.21"
"Stephon Castle 2024 Optic #14 Splash!","Raw","-56.71","-$1.31","$2.31","$1.00 (02/23/2026)","$1.60","$0.99","$5.50","14.29","48","$76.61"
"Cade Cunningham 2021 Prizm #282 Ice","Raw","-25.00","-$6.75","$27.00","$20.25 (02/23/2026)","$23.14","$11.50","$45.00","0.00","47","$1087.76"
"Victor Wembanyama 2024 Prizm #7 Dominance","Raw","79.00","$0.79","$1.00","$1.79 (02/21/2026)","$2.30","$0.99","$24.57","17.50","47","$108.10"
"Victor Wembanyama 2023 Optic #6 My House","PSA 10","3.64","$2.00","$55.00","$57.00 (02/23/2026)","$56.50","$34.00","$195.20","-11.54","46","$2599.13"
"Victor Wembanyama 2024 Mosaic #288 City Edition - Silver","Raw","61.33","$1.38","$2.25","$3.63 (02/23/2026)","$2.68","$0.99","$4.26","-4.17","46","$123.37"
"Victor Wembanyama 2023 Prizm #136 Green","PSA 10","-4.00","-$15.01","$375.00","$359.99 (02/20/2026)","$371.88","$300.00","$569.74","-30.30","46","$17106.69"
"Stephon Castle 2024 Optic #12 Net Marvels - Holo","Raw","63.93","$9.75","$15.25","$25.00 (02/23/2026)","$16.51","$5.50","$35.00","-38.67","46","$759.59"
"Victor Wembanyama 2023 Optic #2 White Hot Rookies - Holo","Raw","197.14","$17.25","$8.75","$26.00 (02/22/2026)","$10.98","$3.30","$26.00","-11.76","45","$494.05"
"Cade Cunningham 2021 Prizm #282 Base","PSA 10","83.33","$50.00","$60.00","$110.00 (02/23/2026)","$83.04","$52.81","$122.50","-25.00","45","$3736.84"
"Victor Wembanyama 2024 Prizm #172 Red Ice","Raw","78.77","$2.56","$3.25","$5.81 (02/23/2026)","$5.84","$1.99","$15.99","-13.46","45","$262.72"
"Stephon Castle 2024 Optic #1 Express Lane","Raw","-21.14","-$0.37","$1.75","$1.38 (02/21/2026)","$1.51","$0.95","$9.99","12.50","45","$67.77"
"Victor Wembanyama 2024 Mosaic #288 City Edition - Reactive Blue","Raw","-10.03","-$0.40","$3.99","$3.59 (02/22/2026)","$4.18","$0.99","$14.73","0.00","45","$187.96"
"LeBron James 2019 Prizm #129 Base","Raw","-88.94","-$16.01","$18.00","$1.99 (02/18/2026)","$5.47","$0.99","$24.99","80.00","45","$246.01"
"Cade Cunningham 2021 Select #11 Concourse","Raw","-37.11","-$0.96","$2.59","$1.63 (02/22/2026)","$2.65","$0.99","$15.50","18.42","45","$119.03"
"Shai Gilgeous-Alexander 2018 Optic #162 Shock","Raw","-10.34","-$7.50","$72.50","$65.00 (02/23/2026)","$64.58","$25.00","$90.00","10.00","44","$2841.48"
"Stephon Castle 2024 Select #72 Concourse Green White Purple","Raw","64.74","$1.18","$1.81","$2.99 (02/22/2026)","$2.97","$0.99","$10.49","158.82","44","$130.55"
"Cade Cunningham 2021 Mosaic #261 NBA Debut","Raw","30.90","$0.61","$1.99","$2.60 (02/23/2026)","$1.94","$0.99","$7.00","15.79","44","$85.17"
"Kobe Bryant 2014 Prizm #136 Base","Raw","-39.09","-$6.10","$15.60","$9.50 (02/23/2026)","$14.77","$4.25","$24.99","104.76","43","$635.13"
"Stephon Castle 2024 Optic #1 Express Lane - Holo","Raw","-22.12","-$0.50","$2.26","$1.76 (02/23/2026)","$1.90","$0.99","$6.50","2.38","43","$81.50"
