Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Jaxson Dart 2025 Donruss #2 The Rookies","Raw","5.90","$0.29","$4.96","$5.25 (03/26/2026)","$4.89","$0.99","$12.99","20.00","42","$205.18"
"Caleb Williams 2024 Select #25 Concourse","Raw","32.82","$0.57","$1.75","$2.32 (03/26/2026)","$1.76","$0.99","$7.00","2.44","42","$73.79"
"Cam Ward 2025 Optic #293 Purple Shock","Raw","26.57","$1.54","$5.80","$7.34 (03/26/2026)","$6.63","$0.99","$10.00","32.26","41","$271.86"
"Jayden Daniels 2024 Prizm #347 Silver","Raw","-2.18","-$2.97","$136.17","$133.20 (03/26/2026)","$133.34","$100.00","$165.00","28.13","41","$5466.83"
"Jayden Daniels 2024 Optic #248 Base","Raw","25.52","$0.74","$2.90","$3.64 (03/26/2026)","$2.86","$1.00","$6.68","32.26","41","$117.18"
"Jaxson Dart 2025 Select #93 Concourse Silver","Raw","44.24","$4.64","$10.50","$15.14 (03/26/2026)","$13.50","$2.49","$23.99","0.00","40","$540.08"
"Tyler Shough 2025 Optic #223 Base","Raw","85.69","$1.67","$1.95","$3.61 (03/26/2026)","$1.79","$0.99","$15.00","-23.53","39","$69.62"
"Bo Nix 2024 Prizm #309 Base","Raw","43.09","$1.03","$2.40","$3.43 (03/26/2026)","$2.92","$0.99","$6.00","-34.48","38","$111.10"
"Jaxson Dart 2025 Donruss #1 Rated Rookies Retro","Raw","-53.09","-$4.42","$8.33","$3.91 (03/26/2026)","$4.38","$1.00","$17.50","52.00","38","$166.56"
"Jaxson Dart 2025 Prizm #332 Lazer","Raw","6.80","$3.84","$56.49","$60.33 (03/26/2026)","$56.36","$45.00","$75.00","-50.00","36","$2028.92"
"Cam Ward 2025 Optic #6 Uptowns","Raw","4.08","$12.50","$306.50","$319.00 (03/26/2026)","$304.13","$240.00","$376.00","29.63","35","$10644.46"
"Drake Maye 2024 Donruss #23 Retro 1994","Raw","-36.36","-$2.00","$5.50","$3.50 (03/26/2026)","$7.06","$1.00","$13.50","150.00","35","$247.17"
"Cam Skattebo 2025 Prizm #363 White Disco","Raw","-10.36","-$1.81","$17.51","$15.70 (03/26/2026)","$16.38","$11.50","$20.00","-14.63","35","$573.42"
"Cam Skattebo 2025 Optic #228 Base","Raw","-19.35","-$0.50","$2.58","$2.08 (03/26/2026)","$1.83","$0.99","$6.58","16.67","35","$64.12"
"Ashton Jeanty 2025 Prizm #315 Silver","Raw","19.16","$3.26","$17.00","$20.26 (03/26/2026)","$20.47","$10.01","$28.00","-7.89","35","$716.37"
"Cam Ward 2025 Optic #293 Blue Hyper","Raw","2.77","$0.22","$8.00","$8.22 (03/26/2026)","$7.14","$3.69","$13.25","-24.44","34","$242.77"
"Cam Ward 2025 Prizm #352 White Disco","Raw","1.22","$0.23","$18.90","$19.13 (03/26/2026)","$21.08","$13.50","$35.00","-27.66","34","$716.70"
"Drake Maye 2024 Select #3 Select Certified Rookies","Raw","52.53","$1.08","$2.05","$3.13 (03/26/2026)","$2.79","$0.99","$9.99","6.25","34","$94.88"
"Jaxson Dart 2025 Select #293 Club Level","Raw","-32.63","-$1.09","$3.33","$2.24 (03/26/2026)","$2.90","$0.99","$19.50","13.33","34","$98.65"
"Josh Allen 2018 Donruss #304 Base","Raw","-6.84","-$6.15","$89.87","$83.73 (03/26/2026)","$90.48","$60.00","$145.00","22.22","33","$2985.76"
"Caleb Williams 2024 Optic #201 Base","Raw","-35.15","-$0.90","$2.56","$1.66 (03/26/2026)","$3.82","$0.99","$15.00","-29.79","33","$126.12"
"Jalen Milroe 2025 Optic #10 Uptowns","Raw","-10.30","-$14.93","$144.93","$130.00 (03/27/2026)","$149.15","$130.00","$175.00","94.12","33","$4921.98"
"Cam Skattebo 2025 Optic #228 Blue Hyper","Raw","31.50","$1.26","$4.00","$5.26 (03/26/2026)","$5.43","$2.25","$9.99","43.48","33","$179.05"
"Shedeur Sanders 2025 Optic #203 Holo","Raw","57.03","$4.28","$7.50","$11.78 (03/26/2026)","$10.15","$3.25","$17.00","37.50","33","$335.02"
"Shedeur Sanders 2025 Optic #203 Base","Raw","-5.86","-$0.07","$1.19","$1.13 (03/26/2026)","$2.11","$0.99","$10.00","-21.43","33","$69.57"
"Quinshon Judkins 2025 Optic #17 Uptowns","Raw","3.10","$4.90","$158.43","$163.33 (03/26/2026)","$164.83","$85.00","$190.50","23.08","32","$5274.58"
"Tyler Shough 2025 Optic #223 Holo","Raw","-36.17","-$7.37","$20.36","$13.00 (03/26/2026)","$14.43","$6.50","$23.99","-21.95","32","$461.85"
"Shedeur Sanders 2025 Optic #203 Purple Shock","Raw","80.84","$2.07","$2.56","$4.63 (03/26/2026)","$3.93","$0.99","$10.50","45.45","32","$125.66"
"Jaxson Dart 2025 Select #193 Premier Level","Raw","135.15","$1.80","$1.33","$3.13 (03/26/2026)","$2.59","$0.99","$9.99","3.23","32","$82.93"
"Puka Nacua 2023 Prizm #357 Base","Raw","98.67","$1.48","$1.50","$2.98 (03/26/2026)","$2.93","$0.99","$6.99","60.00","32","$93.82"
"Jaxson Dart 2025 Donruss #ESR-JDT The Elite Series Rookies","Raw","-53.92","-$1.17","$2.17","$1.00 (03/26/2026)","$2.73","$0.99","$10.00","10.71","31","$84.77"
"Bo Nix 2024 Donruss #369 Base","Raw","0.00","$0.00","$1.50","$1.50 (03/26/2026)","$2.77","$0.99","$15.00","34.78","31","$85.79"
"Deion Sanders 2025 Optic #7 Uptowns","Raw","-5.85","-$10.98","$187.64","$176.67 (03/26/2026)","$190.63","$150.00","$210.00","14.81","31","$5909.50"
"Tyler Shough 2025 Optic #223 Blue Hyper","Raw","-45.40","-$2.12","$4.67","$2.55 (03/26/2026)","$5.47","$2.29","$12.00","66.67","30","$164.00"
"Jaxson Dart 2025 Select #17 Select Certified Rookies","Raw","59.73","$0.90","$1.50","$2.40 (03/26/2026)","$2.27","$0.99","$5.00","130.77","30","$68.22"
"Jaxson Dart 2025 Optic #2 2015 Retro","Raw","19.34","$1.05","$5.45","$6.50 (03/26/2026)","$7.48","$0.99","$24.99","36.36","30","$224.28"
"Brian Urlacher 2025 Optic #3 Uptowns","Raw","8.85","$14.87","$168.05","$182.92 (03/26/2026)","$171.98","$130.00","$198.19","-18.92","30","$5159.31"
"Tyler Shough 2025 Optic #24 Uptowns","Raw","0.10","$0.25","$256.00","$256.25 (03/26/2026)","$255.18","$221.00","$315.00","38.10","29","$7400.22"
"Will Howard 2025 Optic #25 Uptowns","Raw","-1.55","-$2.55","$164.30","$161.75 (03/26/2026)","$167.45","$135.00","$199.99","3.57","29","$4855.96"
"Jaxson Dart 2025 Select #193 Premier Level Silver","Raw","-23.67","-$4.57","$19.33","$14.75 (03/26/2026)","$17.00","$5.50","$29.93","0.00","29","$492.93"
"Tyler Shough 2025 Optic #223 Purple Shock","Raw","92.19","$3.81","$4.13","$7.94 (03/26/2026)","$5.82","$0.99","$14.25","-12.12","29","$168.89"
"Patrick Mahomes II 2017 Donruss #327 Base","Raw","-9.39","-$18.09","$192.75","$174.65 (03/26/2026)","$178.79","$125.00","$245.70","107.14","29","$5184.94"
"Jaxon Smith-Njigba 2023 Optic #293 Base","Raw","-10.61","-$0.28","$2.62","$2.34 (03/26/2026)","$2.13","$0.99","$5.00","222.22","29","$61.82"
"Tetairoa McMillan 2025 Optic #20 Uptowns","Raw","-4.43","-$10.33","$233.33","$223.00 (03/26/2026)","$213.46","$150.00","$245.00","31.82","29","$6190.46"
"Mike Evans 2025 Optic #15 Uptowns","Raw","6.06","$11.22","$185.16","$196.38 (03/26/2026)","$190.65","$168.00","$225.00","3.70","28","$5338.23"
"Drake Maye 2024 Select #20 Select Numbers","Raw","-62.35","-$3.13","$5.02","$1.89 (03/26/2026)","$3.49","$0.99","$13.51","-37.78","28","$97.79"
"Caleb Williams 2024 Prizm #301 Silver","Raw","0.86","$1.13","$131.50","$132.63 (03/26/2026)","$133.69","$92.76","$175.00","-12.50","28","$3743.25"
"Brian Thomas Jr. 2025 Donruss #2 Downtown","Raw","0.00","$0.00","$296.66","$296.67 (03/26/2026)","$295.16","$225.00","$435.00","33.33","28","$8264.48"
"Caleb Williams 2024 Topps Chrome #202 Base","Raw","-2.32","-$0.05","$2.38","$2.32 (03/26/2026)","$3.18","$0.99","$20.00","40.00","28","$88.91"
"Jalen Hurts 2025 Optic #9 Uptowns","Raw","-7.38","-$15.50","$210.17","$194.67 (03/26/2026)","$202.27","$170.00","$300.00","21.74","28","$5663.63"
"Drake Maye 2024 Optic #229 Purple Shock","Raw","16.25","$4.12","$25.37","$29.49 (03/26/2026)","$27.23","$19.50","$38.08","27.27","28","$762.37"
"Ashton Jeanty 2025 Optic #202 Base","Raw","-49.33","-$1.17","$2.38","$1.21 (03/26/2026)","$1.44","$0.99","$4.00","22.73","27","$38.77"
"Jaxson Dart 2025 Optic #11 Uptowns","Raw","4.82","$22.95","$476.00","$498.95 (03/26/2026)","$485.62","$265.00","$625.00","8.00","27","$13111.80"
"Jaxson Dart 2025 Optic #273 Green Hyper","Raw","-16.67","-$5.00","$30.00","$25.00 (03/26/2026)","$23.83","$10.50","$34.98","50.00","27","$643.43"
"Jaxson Dart 2025 Donruss #18 Rookie Gridiron Kings","Raw","-1.46","-$0.05","$3.55","$3.50 (03/26/2026)","$3.67","$0.99","$6.50","-3.57","27","$99.18"
"Bo Nix 2024 Select #30 Concourse","Raw","-5.03","-$0.08","$1.62","$1.54 (03/26/2026)","$2.48","$0.99","$13.00","-15.63","27","$67.03"
"Travis Kelce 2025 Optic #22 Uptowns","Raw","0.00","$0.00","$190.00","$190.00 (03/26/2026)","$199.19","$176.25","$246.50","3.85","27","$5378.04"
"Cam Skattebo 2025 Donruss #302 Base","Raw","52.53","$0.52","$0.99","$1.51 (03/26/2026)","$1.76","$0.99","$5.00","-20.59","27","$47.45"
"Emeka Egbuka 2025 Prizm #351 White Disco","Raw","-83.49","-$6.32","$7.57","$1.25 (03/26/2026)","$6.64","$1.25","$10.50","28.57","27","$179.20"
"Joe Burrow 2025 Optic #12 Uptowns","Raw","-1.49","-$3.84","$258.64","$254.80 (03/26/2026)","$256.69","$220.00","$300.00","107.69","27","$6930.73"
"Jaxson Dart 2025 Optic #3 Light It Up","Raw","49.97","$1.37","$2.73","$4.10 (03/26/2026)","$3.17","$0.99","$8.00","17.39","27","$85.55"
"Terrell Davis 2025 Optic #19 Uptowns","Raw","-12.97","-$19.37","$149.37","$130.00 (03/26/2026)","$150.69","$130.00","$175.00","-31.58","26","$3917.86"
"Cam Ward 2025 Optic #293 Green Hyper","Raw","34.09","$1.88","$5.50","$7.38 (03/26/2026)","$9.03","$5.00","$21.99","23.81","26","$234.74"
"Brock Purdy 2025 Optic #4 Uptowns","Raw","4.59","$9.25","$201.25","$210.50 (03/26/2026)","$208.36","$150.00","$232.50","30.00","26","$5417.31"
"Colston Loveland 2025 Prizm #319 Silver","Raw","22.99","$2.82","$12.26","$15.07 (03/26/2026)","$13.78","$7.28","$19.99","73.33","26","$358.17"
"Jaxon Smith-Njigba 2023 Prizm #390 Base","Raw","-15.00","-$0.41","$2.75","$2.34 (03/26/2026)","$2.27","$0.99","$5.50","-7.14","26","$59.06"
"Jaxson Dart 2025 Prizm #6 Fireworks","Raw","0.77","$0.02","$2.16","$2.18 (03/26/2026)","$1.75","$0.99","$2.99","-21.21","26","$45.50"
"Cam Ward 2025 Prizm #352 Lazer","Raw","-22.50","-$4.50","$20.00","$15.50 (03/26/2026)","$17.95","$13.00","$26.01","-10.71","25","$448.69"
"Drake Maye 2024 Select #27 Concourse Black & Red Shock","Raw","9.92","$2.35","$23.66","$26.01 (03/26/2026)","$21.79","$16.50","$26.51","78.57","25","$544.84"
"Travis Hunter 2025 Optic #21 Uptowns","Raw","6.98","$14.75","$211.25","$226.00 (03/26/2026)","$214.98","$185.00","$250.50","-10.71","25","$5374.58"
"Jaxson Dart 2025 Donruss #400 Optic Preview - Pink","Raw","-16.62","-$2.19","$13.19","$11.00 (03/26/2026)","$12.08","$5.00","$20.00","-32.43","25","$301.99"
"Colston Loveland 2025 Prizm #319 White Disco","Raw","12.01","$0.98","$8.16","$9.14 (03/26/2026)","$8.08","$0.99","$18.00","47.06","25","$202.08"
"Bo Nix 2024 Prizm #309 Silver","Raw","13.27","$9.56","$72.00","$81.56 (03/25/2026)","$77.37","$51.00","$98.00","-3.85","25","$1934.13"
"Blake Corum 2024 Optic #14 Uptowns","Raw","31.31","$33.66","$107.50","$141.16 (03/26/2026)","$122.96","$83.54","$155.00","66.67","25","$3073.95"
"Cam Skattebo 2025 Optic #228 Purple Shock","Raw","60.10","$1.88","$3.12","$5.00 (03/26/2026)","$4.52","$0.99","$12.00","-37.50","25","$113.09"
"Cam Skattebo 2025 Prizm #363 Silver","Raw","-31.63","-$6.32","$19.99","$13.67 (03/26/2026)","$16.71","$0.99","$29.75","-3.85","25","$417.75"
"Cam Skattebo 2025 Optic #5 Uptowns","Raw","-2.13","-$6.33","$298.00","$291.67 (03/26/2026)","$281.77","$235.00","$350.00","-7.41","25","$7044.37"
"Shedeur Sanders 2025 Prizm #302 Silver","Raw","-10.85","-$3.65","$33.65","$30.00 (03/26/2026)","$30.09","$21.50","$50.00","8.70","25","$752.28"
"Ashton Jeanty 2025 Prizm #315 White Disco","Raw","-27.58","-$4.00","$14.50","$10.50 (03/26/2026)","$12.78","$5.00","$17.95","31.58","25","$319.45"
"Jaxson Dart 2025 Optic #273 Pink","Raw","-11.52","-$1.46","$12.63","$11.17 (03/26/2026)","$12.69","$8.00","$17.99","127.27","25","$317.30"
"Shedeur Sanders 2025 Select #54 Concourse Silver","Raw","174.30","$3.49","$2.00","$5.49 (03/26/2026)","$5.43","$0.99","$9.99","14.29","24","$130.31"
"Cam Ward 2025 Select #126 Premier Level Silver","Raw","29.46","$2.70","$9.16","$11.85 (03/26/2026)","$8.95","$0.99","$21.02","14.29","24","$214.72"
"Tyler Shough 2025 Prizm #327 Lazer","Raw","-36.84","-$7.36","$19.99","$12.63 (03/26/2026)","$14.20","$6.50","$28.00","4.35","24","$340.81"
"Derrick Henry 2025 Donruss #3 Downtown","Raw","-0.18","-$0.69","$377.03","$376.34 (03/26/2026)","$362.64","$299.99","$410.00","20.00","24","$8703.25"
"Travis Hunter 2025 Prizm #301 White Disco","Raw","36.29","$2.08","$5.74","$7.83 (03/26/2026)","$6.25","$0.99","$9.99","-20.00","24","$149.99"
"Ashton Jeanty 2025 Prizm #315 Base","Raw","-77.06","-$4.62","$6.00","$1.38 (03/26/2026)","$3.22","$0.99","$20.00","4.35","24","$77.22"
"Omarion Hampton 2025 Optic #16 Uptowns","Raw","-2.94","-$5.00","$170.00","$165.00 (03/26/2026)","$170.19","$150.00","$197.50","9.09","24","$4084.63"
"Emeka Egbuka 2025 Optic #265 Purple Shock","Raw","40.92","$1.04","$2.55","$3.59 (03/26/2026)","$2.41","$0.99","$5.09","155.56","23","$55.46"
"Cam Ward 2025 Select #26 Concourse Silver","Raw","133.51","$8.00","$5.99","$13.99 (03/26/2026)","$7.05","$1.25","$24.00","-28.13","23","$162.04"
"Cam Skattebo 2025 Optic #228 Holo","Raw","44.61","$2.00","$4.50","$6.50 (03/26/2026)","$5.94","$0.99","$10.00","-28.13","23","$136.64"
"Drake Maye 2024 Donruss #16 Rated Rookies Retro","Raw","-15.16","-$3.28","$21.61","$18.33 (03/26/2026)","$16.89","$9.99","$24.57","15.00","23","$388.56"
"Tyler Shough 2025 Prizm #327 Silver","Raw","-4.17","-$2.02","$48.50","$46.48 (03/26/2026)","$40.44","$20.50","$56.00","-28.13","23","$930.04"
"Drake Maye 2024 Optic #8 My House!","Raw","-11.37","-$1.19","$10.51","$9.31 (03/26/2026)","$9.22","$1.55","$23.43","53.33","23","$212.02"
"Shedeur Sanders 2025 Prizm #302 White Disco","Raw","-21.21","-$3.50","$16.50","$13.00 (03/26/2026)","$15.09","$10.50","$23.00","-18.52","22","$331.91"
"Drake Maye 2024 Donruss #TR-39 The Rookies","Raw","2.31","$0.25","$10.92","$11.17 (03/26/2026)","$10.72","$4.25","$15.00","83.33","22","$235.79"
"Cam Skattebo 2025 Prizm #363 Lazer","Raw","-0.88","-$0.10","$11.40","$11.30 (03/26/2026)","$9.92","$1.64","$15.00","-21.43","22","$218.29"
"Bo Nix 2024 Optic #209 Base","Raw","-12.36","-$0.25","$1.99","$1.74 (03/26/2026)","$2.31","$1.00","$4.00","-33.33","22","$50.89"
"Will Howard 2025 Prizm #367 White Disco","Raw","59.53","$3.92","$6.58","$10.50 (03/26/2026)","$6.87","$1.99","$10.50","29.41","22","$151.20"
"Jaxson Dart 2025 Optic #2 Rookie Recruits","Raw","186.49","$2.69","$1.44","$4.13 (03/26/2026)","$1.97","$0.99","$5.38","10.53","21","$41.47"
"Lamar Jackson 2018 Donruss #317 Base","Raw","64.08","$9.29","$14.50","$23.79 (03/26/2026)","$23.94","$14.50","$35.00","16.67","21","$502.70"
"Puka Nacua 2025 Optic #8 Uptowns","Raw","-5.80","-$12.17","$209.67","$197.50 (03/26/2026)","$212.13","$165.00","$255.00","-32.26","21","$4454.81"
"Cam Ward 2025 Donruss #350 Optic Preview - Pink","Raw","51.21","$1.69","$3.31","$5.00 (03/26/2026)","$3.86","$0.99","$6.50","-12.50","21","$81.15"
"Omarion Hampton 2025 Donruss #16 Downtown","Raw","4.15","$13.33","$321.67","$335.00 (03/26/2026)","$337.98","$275.00","$450.00","16.67","21","$7097.57"
"Will Howard 2025 Optic #233 Holo","Raw","-54.56","-$4.37","$8.01","$3.64 (03/26/2026)","$4.79","$0.99","$8.01","-32.26","21","$100.64"
"Travis Hunter 2025 Prizm #301 Base","Raw","-2.14","-$0.04","$1.87","$1.83 (03/26/2026)","$1.77","$0.99","$3.58","-8.70","21","$37.16"
"Sam Darnold 2018 Donruss #301 Base","Raw","-0.89","-$0.04","$5.04","$5.00 (03/25/2026)","$5.82","$0.99","$15.00","-19.23","21","$122.26"
"Caleb Williams 2024 Prizm #301 Lazer","Raw","8.37","$2.70","$32.30","$35.00 (03/26/2026)","$33.89","$20.27","$61.00","16.67","21","$711.74"
"Caleb Williams 2024 Select #25 Concourse Black & Red Shock","Raw","10.83","$1.08","$10.00","$11.08 (03/26/2026)","$11.35","$5.50","$16.90","-27.59","21","$238.34"
"Jaxson Dart 2025 Optic #2 Passing Grade","Raw","9.96","$0.37","$3.75","$4.12 (03/26/2026)","$2.56","$0.99","$7.00","23.53","21","$53.74"
"Shedeur Sanders 2025 Optic #18 Uptowns","Raw","-8.48","-$21.16","$249.66","$228.50 (03/26/2026)","$235.65","$172.19","$298.00","16.67","21","$4948.72"
"Caleb Williams 2024 Prizm #1 Prizmatic","Raw","7.45","$0.22","$3.00","$3.22 (03/26/2026)","$2.99","$0.99","$5.50","-4.55","21","$62.89"
"Ashton Jeanty 2025 Optic #202 Blue Hyper","Raw","60.43","$1.13","$1.87","$3.00 (03/26/2026)","$3.28","$0.99","$5.50","-4.55","21","$68.92"
"Drake Maye 2024 Prizm #329 Silver","Raw","-5.19","-$9.69","$186.67","$176.98 (03/25/2026)","$174.78","$152.50","$235.00","-22.22","21","$3670.48"
"Drake Maye 2024 Select #218 Club Level","Raw","142.89","$7.13","$4.99","$12.12 (03/26/2026)","$4.69","$1.00","$24.99","-8.70","21","$98.50"
"Archie Manning 2025 Donruss #5 Downtown","Raw","-1.86","-$3.50","$188.50","$185.00 (03/26/2026)","$186.07","$147.50","$212.50","-31.03","20","$3721.48"
"Jaxson Dart 2025 Prizm #332 Red White Blue","Raw","-3.03","-$2.17","$71.50","$69.33 (03/26/2026)","$77.65","$52.00","$108.01","-16.67","20","$1553.06"
"Shedeur Sanders 2025 Optic #5 My House!","Raw","44.66","$1.00","$2.25","$3.25 (03/26/2026)","$2.55","$0.99","$5.00","-39.39","20","$50.99"
"Ashton Jeanty 2025 Prizm #315 Lazer","Raw","22.54","$1.78","$7.88","$9.65 (03/26/2026)","$7.24","$1.99","$13.80","81.82","20","$144.89"
"Abdul Carter 2025 Optic #1 Uptowns","Raw","-2.10","-$3.35","$159.84","$156.50 (03/25/2026)","$153.22","$135.00","$167.50","5.26","20","$3064.46"
"Drake Maye 2024 Select #24 Turbocharged","Raw","6.61","$0.20","$2.99","$3.19 (03/26/2026)","$3.52","$0.99","$14.99","-35.48","20","$70.39"
"Tyler Shough 2025 Select #41 Concourse Silver","Raw","-44.79","-$3.25","$7.25","$4.00 (03/26/2026)","$4.54","$0.99","$12.50","-20.00","20","$90.78"
"Shedeur Sanders 2025 Donruss #306 Base","Raw","-33.33","-$0.58","$1.75","$1.16 (03/26/2026)","$1.94","$0.99","$10.00","-9.09","20","$38.90"
"Matthew Golden 2025 Optic #14 Uptowns","Raw","6.30","$10.77","$170.90","$181.67 (03/26/2026)","$173.77","$144.00","$215.50","5.26","20","$3475.48"
"Drake Maye 2024 Topps Chrome #203 Base","Raw","-25.00","-$1.25","$5.00","$3.75 (03/26/2026)","$5.81","$1.00","$15.00","-28.57","20","$116.10"
"Ashton Jeanty 2025 Donruss #305 Base","Raw","-82.50","-$5.17","$6.27","$1.10 (03/26/2026)","$2.62","$0.99","$15.00","-4.76","20","$52.32"
"Tyler Shough 2025 Prizm #327 White Disco","Raw","15.88","$2.21","$13.91","$16.13 (03/26/2026)","$14.90","$9.00","$20.00","-53.49","20","$298.03"
"Cam Ward 2025 Prizm #352 Red White Blue","Raw","-18.53","-$3.66","$19.75","$16.09 (03/26/2026)","$20.64","$13.68","$32.00","137.50","19","$392.07"
"Drake Maye 2024 Prizm #2 Prizmatic","Raw","41.33","$1.34","$3.25","$4.59 (03/26/2026)","$4.30","$0.99","$8.99","-20.83","19","$81.78"
"Jaxon Smith-Njigba 2023 Donruss #390 Base","Raw","-68.85","-$2.75","$4.00","$1.25 (03/26/2026)","$1.57","$0.99","$4.00","216.67","19","$29.87"
"Jaxson Dart 2025 Prizm #6 Prizmatic","Raw","22.22","$0.50","$2.25","$2.75 (03/26/2026)","$2.98","$0.99","$5.76","-20.83","19","$56.57"
"Calvin Johnson 2025 Donruss #4 Downtown","Raw","6.78","$26.50","$390.75","$417.25 (03/26/2026)","$415.69","$381.25","$476.00","0.00","19","$7898.17"
"Travis Hunter 2025 Optic #201 Base","Raw","-35.87","-$0.68","$1.89","$1.21 (03/26/2026)","$1.36","$0.99","$2.12","0.00","19","$25.91"
"Jaxson Dart 2025 Donruss #400 Press Proof Green","Raw","52.34","$1.83","$3.49","$5.32 (03/25/2026)","$4.13","$0.99","$7.50","11.76","19","$78.41"
"Travis Hunter 2025 Donruss #13 Downtown","Raw","1.82","$7.58","$417.42","$425.00 (03/26/2026)","$408.63","$345.00","$459.00","58.33","19","$7764.06"
"John Elway 2024 Optic #23 Uptowns","Raw","-20.21","-$31.66","$156.66","$125.00 (03/25/2026)","$153.65","$125.00","$172.50","35.71","19","$2919.33"
"Bo Nix 2024 Optic #209 Purple Shock","Raw","15.91","$1.70","$10.70","$12.40 (03/26/2026)","$12.65","$8.00","$22.11","-13.64","19","$240.35"
"Cam Skattebo 2025 Donruss #19 The Rookies","Raw","266.16","$2.63","$0.99","$3.63 (03/26/2026)","$2.26","$0.99","$5.00","35.71","19","$43.02"
"Jaxson Dart 2025 Prizm #6 Emergent","Raw","-35.34","-$0.68","$1.93","$1.25 (03/26/2026)","$1.45","$0.99","$2.99","-26.92","19","$27.53"
