Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Walker Kessler 2022 Optic #213 Orange","Raw","0.00","$0.00","$4.01","$4.01 (05/11/2026)","$4.01","$4.01","$4.01","0.00","1","$4.01"
"Payton Pritchard 2020 Optic #176 Purple Shock","Raw","0.00","$0.00","$1.75","$1.75 (05/08/2026)","$1.75","$1.75","$1.75","0.00","1","$1.75"
"Amen Thompson 2023 Optic #229 Red","Raw","0.00","$0.00","$30.00","$30.00 (05/01/2026)","$30.00","$30.00","$30.00","0.00","1","$30.00"
"Jalen Duren 2022 Optic #227 Rated Rookie Signatures - Fast Break","Raw","0.00","$0.00","$35.00","$35.00 (05/10/2026)","$35.00","$35.00","$35.00","0.00","1","$35.00"
"Jalen Williams 2022 Optic #235 Hyper Pink","Raw","0.00","$0.00","$8.00","$8.00 (05/11/2026)","$8.00","$8.00","$8.00","0.00","1","$8.00"
"Davion Mitchell 2021 Donruss #205 75th Anniversary","Raw","0.00","$0.00","$4.95","$4.95 (05/03/2026)","$4.95","$4.95","$4.95","0.00","1","$4.95"
"Cade Cunningham 2021 Crown Royale #69 Crystal","Raw","0.00","$0.00","$14.50","$14.50 (05/08/2026)","$14.50","$14.50","$14.50","0.00","1","$14.50"
"Jaylin Williams 2022 Contenders #138 Rookie Ticket Auto - Playoff Ticket","Raw","0.00","$0.00","$40.00","$40.00 (05/11/2026)","$40.00","$40.00","$40.00","0.00","1","$40.00"
"Kevin Durant 2017 Optic #47 Holo","Raw","0.00","$0.00","$1.25","$1.25 (05/10/2026)","$1.25","$1.25","$1.25","0.00","1","$1.25"
"Lauri Markkanen 2017 Optic #159 Shock","Raw","0.00","$0.00","$4.00","$4.00 (05/04/2026)","$4.00","$4.00","$4.00","-66.67","1","$4.00"
"Jarrett Culver 2019 Optic #160 Pink Velocity","Raw","0.00","$0.00","$1.75","$1.75 (05/10/2026)","$1.75","$1.75","$1.75","0.00","1","$1.75"
"Giannis Antetokounmpo 2019 Optic #5 My House! - Purple","Raw","0.00","$0.00","$1.50","$1.50 (05/12/2026)","$1.50","$1.50","$1.50","0.00","1","$1.50"
"Keldon Johnson 2019 Donruss #227 Base","Raw","0.00","$0.00","$1.85","$1.85 (05/08/2026)","$1.85","$1.85","$1.85","-50.00","1","$1.85"
"Jaden Ivey 2022 Optic #241 Hyper Pink","Raw","0.00","$0.00","$0.99","$0.99 (05/10/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Luka Doncic 2022 Optic #10 Lights Out - Holo","Raw","0.00","$0.00","$4.00","$4.00 (05/10/2026)","$4.00","$4.00","$4.00","0.00","1","$4.00"
"LeBron James 2022 Optic #6 Lights Out - Red","Raw","0.00","$0.00","$49.99","$49.99 (05/10/2026)","$49.99","$49.99","$49.99","0.00","1","$49.99"
"Brandon Clarke 2019 Donruss #220 Orange Laser","Raw","0.00","$0.00","$1.50","$1.50 (05/12/2026)","$1.50","$1.50","$1.50","0.00","1","$1.50"
"Zeke Nnaji 2020 Contenders #133 Rookie Ticket Auto - Finals Ticket (Blue Jersey)","Raw","0.00","$0.00","$4.01","$4.01 (05/05/2026)","$4.01","$4.01","$4.01","0.00","1","$4.01"
"Chet Holmgren 2022 Contenders Optic #4 Blue","Raw","0.00","$0.00","$35.00","$35.00 (05/13/2026)","$35.00","$35.00","$35.00","0.00","1","$35.00"
"Jeremy Sochan 2022 Donruss #209 Base","Raw","0.00","$0.00","$0.99","$0.99 (05/09/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Jaden Ivey 2022 Donruss #205 Holo Green Laser","Raw","0.00","$0.00","$0.99","$0.99 (05/12/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"LaMelo Ball 2020 Donruss #202 Green & Yellow Laser","Raw","0.00","$0.00","$9.00","$9.00 (05/10/2026)","$9.00","$9.00","$9.00","0.00","1","$9.00"
"Desmond Bane 2020 Optic #180 Green Pulsar","Raw","0.00","$0.00","$10.00","$10.00 (05/05/2026)","$10.00","$10.00","$10.00","0.00","1","$10.00"
"Ayo Dosunmu 2021 Optic #171 Target Purple Pulsar","Raw","0.00","$0.00","$1.50","$1.50 (05/10/2026)","$1.50","$1.50","$1.50","-88.89","1","$1.50"
"Scottie Barnes 2021 Donruss #236 Orange Laser","Raw","0.00","$0.00","$1.50","$1.50 (05/08/2026)","$1.50","$1.50","$1.50","-50.00","1","$1.50"
"Jamal Murray 2016 Prestige #157 Base","Raw","0.00","$0.00","$6.50","$6.50 (05/11/2026)","$6.50","$6.50","$6.50","0.00","1","$6.50"
"Luka Doncic 2023 Optic #15 Raining 3s - Holo","Raw","0.00","$0.00","$4.50","$4.50 (05/03/2026)","$4.50","$4.50","$4.50","0.00","1","$4.50"
"LeBron James 2022 Optic #15 Splash! - Holo","Raw","0.00","$0.00","$0.99","$0.99 (05/10/2026)","$0.99","$0.99","$0.99","-50.00","1","$0.99"
"LeBron James 2017 Optic #27 Lime Green","Raw","0.00","$0.00","$49.00","$49.00 (05/04/2026)","$49.00","$49.00","$49.00","0.00","1","$49.00"
"Isaiah Stewart 2020 Donruss #233 Choice Blue","Raw","0.00","$0.00","$3.25","$3.25 (05/11/2026)","$3.25","$3.25","$3.25","0.00","1","$3.25"
"Paolo Banchero 2022 Donruss #201 Choice Gold","Raw","0.00","$0.00","$255.00","$255.00 (05/01/2026)","$255.00","$255.00","$255.00","0.00","1","$255.00"
"Stephen Curry 2020 Donruss #41 Green & Yellow Laser","Raw","0.00","$0.00","$3.99","$3.99 (05/07/2026)","$3.99","$3.99","$3.99","-50.00","1","$3.99"
"Davion Mitchell 2021 Optic #155 Target Purple Pulsar","Raw","0.00","$0.00","$0.99","$0.99 (05/05/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Bilal Coulibaly 2023 Optic #21 Slammy!","Raw","0.00","$0.00","$77.76","$77.76 (05/11/2026)","$77.76","$77.76","$77.76","0.00","1","$77.76"
"Deni Avdija 2020 Optic #159 Choice","Raw","0.00","$0.00","$2.55","$2.55 (05/12/2026)","$2.55","$2.55","$2.55","0.00","1","$2.55"
"Deni Avdija 2020 Optic #159 Choice Red","Raw","0.00","$0.00","$25.40","$25.40 (05/08/2026)","$25.40","$25.40","$25.40","0.00","1","$25.40"
"Alperen Sengun 2021 Optic #169 Fast Break","Raw","0.00","$0.00","$16.99","$16.99 (05/04/2026)","$16.99","$16.99","$16.99","0.00","1","$16.99"
"Shaedon Sharpe 2022 Optic #249 Hyper Pink","Raw","0.00","$0.00","$1.00","$1.00 (05/13/2026)","$1.00","$1.00","$1.00","0.00","1","$1.00"
"Alperen Sengun 2021 Optic #169 Orange","Raw","0.00","$0.00","$18.50","$18.50 (05/04/2026)","$18.50","$18.50","$18.50","0.00","1","$18.50"
"Zion Williamson 2020 Optic #40 Red","Raw","0.00","$0.00","$2.59","$2.59 (05/14/2026)","$2.59","$2.59","$2.59","0.00","1","$2.59"
"Devin Vassell 2020 Optic #161 Premium Box Set","Raw","0.00","$0.00","$12.00","$12.00 (05/14/2026)","$12.00","$12.00","$12.00","0.00","1","$12.00"
"Zion Williamson 2020 Optic #40 Black Velocity","Raw","0.00","$0.00","$5.50","$5.50 (05/02/2026)","$5.50","$5.50","$5.50","0.00","1","$5.50"
"Jonathan Kuminga 2021 Donruss #240 Base","Raw","0.00","$0.00","$1.19","$1.19 (05/03/2026)","$1.19","$1.19","$1.19","0.00","1","$1.19"
"Cade Cunningham 2022 Crown Royale #10 Kaboom!","Raw","0.00","$0.00","$1525.00","$1525.00 (05/09/2026)","$1525.00","$1525.00","$1525.00","0.00","1","$1525.00"
"Ja Morant 2019 Optic #7 My House!","Raw","0.00","$0.00","$0.99","$0.99 (05/03/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Jayson Tatum 2017 Optic #198 Fast Break Red","Raw","0.00","$0.00","$200.00","$200.00 (05/05/2026)","$200.00","$200.00","$200.00","0.00","1","$200.00"
"Anthony Edwards 2020 Optic #151 Choice Red","Raw","0.00","$0.00","$175.00","$175.00 (05/07/2026)","$175.00","$175.00","$175.00","0.00","1","$175.00"
"De'Aaron Fox 2017 Optic #196 Blue Velocity","Raw","0.00","$0.00","$0.99","$0.99 (05/03/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Jayson Tatum 2017 Crown Royale #PM-2 Pacific Marquee","Raw","0.00","$0.00","$134.82","$134.82 (05/05/2026)","$134.82","$134.82","$134.82","0.00","1","$134.82"
"Kevin Porter Jr. 2019 Optic #179 Base","Raw","0.00","$0.00","$1.89","$1.89 (05/07/2026)","$1.89","$1.89","$1.89","0.00","1","$1.89"
"Tyrese Maxey 2020 Optic #171 Green","Raw","0.00","$0.00","$1307.00","$1307.00 (05/05/2026)","$1307.00","$1307.00","$1307.00","0.00","1","$1307.00"
"Anthony Edwards 2023 Optic #59 Photon","Raw","0.00","$0.00","$5.50","$5.50 (05/03/2026)","$5.50","$5.50","$5.50","0.00","1","$5.50"
"Michael Porter Jr. 2018 Contenders #137 Rookie Ticket Auto","Raw","0.00","$0.00","$7.65","$7.65 (05/14/2026)","$7.65","$7.65","$7.65","0.00","1","$7.65"
"LeBron James 2023 Optic #2 My House - Lime Green","Raw","0.00","$0.00","$29.00","$29.00 (05/02/2026)","$29.00","$29.00","$29.00","0.00","1","$29.00"
"Nikola Jokic 2015 Donruss #43 The Rookies - Holo","Raw","0.00","$0.00","$420.00","$420.00 (05/12/2026)","$420.00","$420.00","$420.00","0.00","1","$420.00"
"Jayson Tatum 2023 Topps Chrome Cosmic #PPV-1 Planetary Pursuit - Venus","Raw","0.00","$0.00","$45.00","$45.00 (05/10/2026)","$45.00","$45.00","$45.00","0.00","1","$45.00"
"Giannis Antetokounmpo 2023 Topps Chrome Cosmic #PPP-3 Planetary Pursuit - Pluto","Raw","0.00","$0.00","$125.00","$125.00 (05/04/2026)","$125.00","$125.00","$125.00","0.00","1","$125.00"
"Bilal Coulibaly 2023 Contenders Optic #15 Rookie Ticket - Silver","Raw","0.00","$0.00","$0.99","$0.99 (05/10/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Jalen Duren 2022 Contenders Optic #111 Rookie Ticket Auto - Red","Raw","0.00","$0.00","$80.00","$80.00 (05/03/2026)","$80.00","$80.00","$80.00","-50.00","1","$80.00"
"LeBron James 2023 Crown Royale #13 Pillars of the Game - International Red","Raw","0.00","$0.00","$26.12","$26.12 (05/07/2026)","$26.12","$26.12","$26.12","0.00","1","$26.12"
"Jalen Brunson 2018 Donruss #179 Green Laser","Raw","0.00","$0.00","$84.99","$84.99 (05/05/2026)","$84.99","$84.99","$84.99","0.00","1","$84.99"
"Cade Cunningham 2025 Topps Chrome #PD-12 Patented","Raw","0.00","$0.00","$94.00","$94.00 (05/10/2026)","$94.00","$94.00","$94.00","0.00","1","$94.00"
"Victor Wembanyama 2023 Optic #2 Red Hot Rookies - Fast Break","Raw","0.00","$0.00","$60.00","$60.00 (05/13/2026)","$60.00","$60.00","$60.00","0.00","1","$60.00"
"Dillon Brooks 2017 Contenders #141 Rookie Ticket Auto","Raw","0.00","$0.00","$19.99","$19.99 (05/12/2026)","$19.99","$19.99","$19.99","0.00","1","$19.99"
"Bilal Coulibaly 2023 Contenders #113 Rookie Ticket Auto - Premium","Raw","0.00","$0.00","$15.00","$15.00 (05/04/2026)","$15.00","$15.00","$15.00","0.00","1","$15.00"
"Kyshawn George 2024 Donruss #225 Blue Disco","Raw","0.00","$0.00","$4.00","$4.00 (05/14/2026)","$4.00","$4.00","$4.00","0.00","1","$4.00"
"Darius Garland 2019 Optic #195 Hyper Pink","Raw","0.00","$0.00","$1.28","$1.28 (05/14/2026)","$1.28","$1.28","$1.28","0.00","1","$1.28"
"Dyson Daniels 2022 Donruss #208 Choice Red","Raw","0.00","$0.00","$1.25","$1.25 (05/08/2026)","$1.25","$1.25","$1.25","0.00","1","$1.25"
"Bilal Coulibaly 2023 Optic #243 Jazz","Raw","0.00","$0.00","$1.94","$1.94 (05/08/2026)","$1.94","$1.94","$1.94","0.00","1","$1.94"
"Anthony Edwards 2024 Donruss #2 Playmakers","Raw","0.00","$0.00","$6.60","$6.60 (05/11/2026)","$6.60","$6.60","$6.60","-50.00","1","$6.60"
"Keyonte George 2023 Contenders Optic #5 Rookie Ticket - International Blue","Raw","0.00","$0.00","$23.18","$23.18 (05/08/2026)","$23.18","$23.18","$23.18","0.00","1","$23.18"
"Tyrese Haliburton 2020 Optic #162 Target Box Set","Raw","0.00","$0.00","$8.00","$8.00 (05/11/2026)","$8.00","$8.00","$8.00","0.00","1","$8.00"
"Rob Dillingham 2024 Optic #8 Splash! - Lime Green","Raw","0.00","$0.00","$3.25","$3.25 (05/11/2026)","$3.25","$3.25","$3.25","0.00","1","$3.25"
"Dereck Lively II 2023 Contenders Optic #7 Rookie Ticket - Gold","Raw","0.00","$0.00","$102.50","$102.50 (05/08/2026)","$102.50","$102.50","$102.50","0.00","1","$102.50"
"Dalton Knecht 2024 Optic #16 Net Marvels - International Red & Gold","Raw","0.00","$0.00","$16.99","$16.99 (05/11/2026)","$16.99","$16.99","$16.99","0.00","1","$16.99"
"Jaime Jaquez Jr. 2023 Contenders Optic #6 Uniformity - Red Cracked Ice","Raw","0.00","$0.00","$3.01","$3.01 (05/03/2026)","$3.01","$3.01","$3.01","0.00","1","$3.01"
"LeBron James 2022 Optic #116 Red Wave","Raw","0.00","$0.00","$3.25","$3.25 (05/10/2026)","$3.25","$3.25","$3.25","0.00","1","$3.25"
"Reed Sheppard 2024 Donruss #15 Night Moves","Raw","0.00","$0.00","$15.00","$15.00 (05/02/2026)","$15.00","$15.00","$15.00","0.00","1","$15.00"
"Giannis Antetokounmpo 2020 Optic #11 Lights Out - Holo","Raw","0.00","$0.00","$3.00","$3.00 (05/08/2026)","$3.00","$3.00","$3.00","0.00","1","$3.00"
"Toumani Camara 2023 Optic #204 Fast Break Purple","Raw","0.00","$0.00","$6.38","$6.38 (05/13/2026)","$6.38","$6.38","$6.38","0.00","1","$6.38"
"Brandin Podziemski 2023 Donruss #249 Base","Raw","0.00","$0.00","$1.48","$1.48 (05/06/2026)","$1.48","$1.48","$1.48","0.00","1","$1.48"
"Jonathan Kuminga 2021 Optic #190 Target Purple Pulsar","Raw","0.00","$0.00","$1.75","$1.75 (05/11/2026)","$1.75","$1.75","$1.75","0.00","1","$1.75"
"Bennedict Mathurin 2022 Optic #209 Holo","Raw","0.00","$0.00","$2.99","$2.99 (05/10/2026)","$2.99","$2.99","$2.99","0.00","1","$2.99"
"Jarrett Allen 2017 Contenders #122 Rookie Ticket Auto","Raw","0.00","$0.00","$14.50","$14.50 (05/08/2026)","$14.50","$14.50","$14.50","0.00","1","$14.50"
"Zeke Nnaji 2020 Contenders #133 Rookie Ticket Auto (Blue Jersey)","Raw","0.00","$0.00","$3.00","$3.00 (05/02/2026)","$3.00","$3.00","$3.00","0.00","1","$3.00"
"Zion Williamson 2020 Optic #40 Base","Raw","0.00","$0.00","$1.35","$1.35 (05/14/2026)","$1.35","$1.35","$1.35","0.00","1","$1.35"
"Jordan Hawkins 2023 Topps Finest #281 Rare - Blue Checkerboard Refractor","Raw","0.00","$0.00","$1.00","$1.00 (05/11/2026)","$1.00","$1.00","$1.00","0.00","1","$1.00"
"Reed Sheppard 2024 Optic #13 Splash! - Hyper Green","Raw","0.00","$0.00","$6.99","$6.99 (05/12/2026)","$6.99","$6.99","$6.99","0.00","1","$6.99"
"Giannis Antetokounmpo 2021 Crown Royale #5 Kaboom!","Raw","0.00","$0.00","$950.00","$950.00 (05/14/2026)","$950.00","$950.00","$950.00","0.00","1","$950.00"
"Scoot Henderson 2023 Optic #239 Purple Shock","Raw","0.00","$0.00","$3.25","$3.25 (05/01/2026)","$3.25","$3.25","$3.25","0.00","1","$3.25"
"Anthony Edwards 2023 Optic #59 Fast Break Purple","Raw","0.00","$0.00","$28.00","$28.00 (05/05/2026)","$28.00","$28.00","$28.00","0.00","1","$28.00"
"Chet Holmgren 2022 Donruss #202 Choice Red","Raw","0.00","$0.00","$20.00","$20.00 (05/04/2026)","$20.00","$20.00","$20.00","0.00","1","$20.00"
"Matas Buzelis 2024 Optic #1 Red Hot Rookies - Pink Velocity","Raw","0.00","$0.00","$16.01","$16.01 (05/05/2026)","$16.01","$16.01","$16.01","0.00","1","$16.01"
"Malik Monk 2017 Donruss #190 Base","Raw","0.00","$0.00","$0.99","$0.99 (05/03/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Josh Giddey 2021 Contenders #6 Rookie of the Year Contenders","Raw","0.00","$0.00","$15.00","$15.00 (05/04/2026)","$15.00","$15.00","$15.00","0.00","1","$15.00"
"Stephen Curry 2023 Topps Chrome Cosmic #PPP-2 Planetary Pursuit - Pluto","Raw","0.00","$0.00","$450.00","$450.00 (05/05/2026)","$450.00","$450.00","$450.00","0.00","1","$450.00"
"Ausar Thompson 2023 Crown Royale #102 Rookie Silhouettes - Prime","Raw","0.00","$0.00","$308.00","$308.00 (05/05/2026)","$308.00","$308.00","$308.00","0.00","1","$308.00"
"Luka Doncic 2018 Contenders Optic #27 Front Row Seat","Raw","0.00","$0.00","$20.50","$20.50 (05/11/2026)","$20.50","$20.50","$20.50","0.00","1","$20.50"
"Brandin Podziemski 2023 Donruss #249 Choice","Raw","0.00","$0.00","$2.19","$2.19 (05/12/2026)","$2.19","$2.19","$2.19","0.00","1","$2.19"
"Bones Hyland 2021 Optic #194 Holo","Raw","0.00","$0.00","$2.91","$2.91 (05/01/2026)","$2.91","$2.91","$2.91","0.00","1","$2.91"
"Brandon Clarke 2019 Donruss #220 Yellow Laser","Raw","0.00","$0.00","$4.95","$4.95 (05/12/2026)","$4.95","$4.95","$4.95","0.00","1","$4.95"
"Evan Mobley 2021 Donruss #225 Base","Raw","0.00","$0.00","$0.99","$0.99 (05/03/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Luka Doncic 2023 Obsidian #139 Electric Etch Blue Flood FOTL","Raw","0.00","$0.00","$49.51","$49.51 (05/03/2026)","$49.51","$49.51","$49.51","0.00","1","$49.51"
"Davion Mitchell 2021 Donruss #205 Choice","Raw","0.00","$0.00","$1.00","$1.00 (05/01/2026)","$1.00","$1.00","$1.00","0.00","1","$1.00"
"Trey Murphy III 2021 Optic #178 Fanatics Green Pulsar","Raw","0.00","$0.00","$4.84","$4.84 (05/07/2026)","$4.84","$4.84","$4.84","0.00","1","$4.84"
"Egor Demin 2025 Topps Chrome Cosmic #PRP-23 Propulsion - Aqua Equinox Refractor","Raw","0.00","$0.00","$6.50","$6.50 (05/13/2026)","$6.50","$6.50","$6.50","0.00","1","$6.50"
"Cooper Flagg 2025 Topps Chrome Cosmic #GE-21 Geocentric","Raw","0.00","$0.00","$526.00","$526.00 (05/04/2026)","$526.00","$526.00","$526.00","0.00","1","$526.00"
"Cedric Coward 2025 Topps Chrome Cosmic #FL-11 First Light - Orange Galactic Refractor","Raw","0.00","$0.00","$180.00","$180.00 (05/14/2026)","$180.00","$180.00","$180.00","0.00","1","$180.00"
"Jeremiah Fears 2025 Topps Chrome Cosmic #SF-37 Starfractor","Raw","0.00","$0.00","$99.99","$99.99 (05/02/2026)","$99.99","$99.99","$99.99","0.00","1","$99.99"
"Dylan Harper 2025 Topps Chrome Cosmic #PRP-17 Propulsion - Orange Galactic Refractor","Raw","0.00","$0.00","$300.00","$300.00 (05/01/2026)","$300.00","$300.00","$300.00","0.00","1","$300.00"
"Jaden Hardy 2022 Contenders #145 Rookie Ticket Auto - Playoff Ticket","Raw","0.00","$0.00","$2.25","$2.25 (05/07/2026)","$2.25","$2.25","$2.25","0.00","1","$2.25"
"Luka Doncic 2022 Contenders Optic #13 Uniformity - Blue Cracked Ice","Raw","0.00","$0.00","$30.00","$30.00 (05/03/2026)","$30.00","$30.00","$30.00","0.00","1","$30.00"
"Reed Sheppard 2024 Optic #255 Purple Shimmer","Raw","0.00","$0.00","$2.50","$2.50 (05/11/2026)","$2.50","$2.50","$2.50","0.00","1","$2.50"
"Jaden McDaniels 2020 Optic #178 Lime Green","Raw","0.00","$0.00","$45.00","$45.00 (05/10/2026)","$45.00","$45.00","$45.00","0.00","1","$45.00"
"Trae Young 2023 Contenders #7 Crown Jewels","Raw","0.00","$0.00","$8.00","$8.00 (05/13/2026)","$8.00","$8.00","$8.00","0.00","1","$8.00"
"Jeremy Sochan 2022 Contenders Optic #UCA-JSC Up and Coming Autographs (/125)","Raw","0.00","$0.00","$10.60","$10.60 (05/04/2026)","$10.60","$10.60","$10.60","0.00","1","$10.60"
"LeBron James 2022 Optic #6 Lights Out","Raw","0.00","$0.00","$2.49","$2.49 (05/11/2026)","$2.49","$2.49","$2.49","0.00","1","$2.49"
"Shai Gilgeous-Alexander 2018 Chronicles #647 Classics","Raw","0.00","$0.00","$21.50","$21.50 (05/10/2026)","$21.50","$21.50","$21.50","-75.00","1","$21.50"
"Wendell Carter Jr. 2018 Contenders Optic #116 Rookie Ticket Auto - Blue (White Jersey)","Raw","0.00","$0.00","$3.00","$3.00 (05/05/2026)","$3.00","$3.00","$3.00","0.00","1","$3.00"
"Nikola Jokic 2023 Optic #26 Phazes","Raw","0.00","$0.00","$43.00","$43.00 (05/02/2026)","$43.00","$43.00","$43.00","0.00","1","$43.00"
"Stephen Curry 2022 Optic #13 Lights Out - Holo","Raw","0.00","$0.00","$8.00","$8.00 (05/04/2026)","$8.00","$8.00","$8.00","0.00","1","$8.00"
"Damian Lillard 2019 Optic #7 Holo","Raw","0.00","$0.00","$1.99","$1.99 (05/13/2026)","$1.99","$1.99","$1.99","0.00","1","$1.99"
"Kevin Durant 2023 Topps Chrome Cosmic #PPMA-7 Planetary Pursuit - Mars","Raw","0.00","$0.00","$54.99","$54.99 (05/04/2026)","$54.99","$54.99","$54.99","0.00","1","$54.99"
"LeBron James 2022 Contenders Optic #25 Optic Illusion - Red Cracked Ice","Raw","0.00","$0.00","$7.00","$7.00 (05/04/2026)","$7.00","$7.00","$7.00","0.00","1","$7.00"
"LeBron James 2022 Optic #6 Lights Out - Red Wave","Raw","0.00","$0.00","$14.99","$14.99 (05/13/2026)","$14.99","$14.99","$14.99","0.00","1","$14.99"
"Stephen Curry 2022 Optic #10 Splash! - Purple","Raw","0.00","$0.00","$7.99","$7.99 (05/12/2026)","$7.99","$7.99","$7.99","-66.67","1","$7.99"
"Bennedict Mathurin 2022 Crown Royale #137 Rookie Silhouettes","Raw","0.00","$0.00","$18.50","$18.50 (05/12/2026)","$18.50","$18.50","$18.50","0.00","1","$18.50"
"Scoot Henderson 2023 Topps Chrome Cosmic #ET-17 Extraterrestrial Talent","Raw","0.00","$0.00","$0.99","$0.99 (05/04/2026)","$0.99","$0.99","$0.99","-66.67","1","$0.99"
"De'Aaron Fox 2017 Optic #196 Pink Velocity","Raw","0.00","$0.00","$48.00","$48.00 (05/10/2026)","$48.00","$48.00","$48.00","0.00","1","$48.00"
"Jayson Tatum 2023 Topps Chrome Cosmic #PPN-1 Planetary Pursuit - Neptune","Raw","0.00","$0.00","$125.00","$125.00 (05/11/2026)","$125.00","$125.00","$125.00","0.00","1","$125.00"
"Jayson Tatum 2017 Chronicles #137 Base","Raw","0.00","$0.00","$12.50","$12.50 (05/06/2026)","$12.50","$12.50","$12.50","0.00","1","$12.50"
"Scoot Henderson 2023 Optic #20 My House - Purple","Raw","0.00","$0.00","$2.45","$2.45 (05/14/2026)","$2.45","$2.45","$2.45","0.00","1","$2.45"
"Giannis Antetokounmpo 2017 Optic #81 Orange","Raw","0.00","$0.00","$6.05","$6.05 (05/11/2026)","$6.05","$6.05","$6.05","0.00","1","$6.05"
"Jarrett Allen 2017 Optic #179 Fast Break","Raw","0.00","$0.00","$1.25","$1.25 (05/12/2026)","$1.25","$1.25","$1.25","0.00","1","$1.25"
"Luka Doncic 2022 Optic #7 Raining 3s - Holo","Raw","0.00","$0.00","$2.25","$2.25 (05/04/2026)","$2.25","$2.25","$2.25","0.00","1","$2.25"
