Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Derik Queen 2025 Topps Finest #A-13 Arrivals - Geometric Refractor","Raw","900.00","$20.25","$2.25","$22.50 (03/18/2026)","$12.08","$2.25","$22.50","0.00","3","$36.25"
"Dalton Knecht 2024 Prizm #238 Red Sparkle","Raw","900.00","$9.00","$1.00","$10.00 (03/13/2026)","$5.50","$1.00","$10.00","0.00","2","$11.00"
"LaMelo Ball 2020 Donruss #202 Choice","Raw","820.00","$10.25","$1.25","$11.50 (03/15/2026)","$6.38","$1.25","$11.50","100.00","2","$12.75"
"Derik Queen 2025 Topps Finest #213 Rare - Refractor","Raw","820.00","$10.25","$1.25","$11.50 (03/16/2026)","$6.42","$1.25","$11.50","50.00","3","$19.25"
"Ace Bailey 2025 Topps Chrome #AC-15 Activators - Teal Refractor","Raw","814.14","$8.06","$0.99","$9.05 (03/11/2026)","$5.02","$0.99","$9.05","-60.00","2","$10.04"
"Stephon Castle 2024 Mosaic #290 City Edition - Reactive Blue","Raw","808.08","$8.00","$0.99","$8.99 (03/18/2026)","$3.66","$0.99","$8.99","-50.00","3","$10.97"
"Brandon Miller 2023 Mosaic #14 Bank Shot - Mosaic","Raw","807.58","$7.99","$0.99","$8.98 (03/12/2026)","$6.24","$0.99","$12.00","0.00","4","$24.96"
"Keyonte George 2023 Court Kings #115 Rookies II","Raw","800.00","$8.00","$1.00","$9.00 (03/13/2026)","$5.00","$1.00","$9.00","-33.33","2","$10.00"
"Ausar Thompson 2023 Optic #235 Base","Raw","799.00","$7.99","$1.00","$8.99 (03/15/2026)","$5.00","$1.00","$8.99","100.00","2","$9.99"
"Stephen Curry 2022 Optic #10 Splash! - Holo","Raw","758.59","$7.51","$0.99","$8.50 (03/18/2026)","$4.75","$0.99","$8.50","0.00","2","$9.49"
"Austin Reaves 2021 Prizm #165 Red White Blue","Raw","758.59","$7.51","$0.99","$8.50 (03/18/2026)","$6.46","$0.99","$11.65","300.00","12","$77.50"
"Alperen Sengun 2021 Donruss #219 Green Laser","Raw","741.83","$18.62","$2.51","$21.13 (03/10/2026)","$11.82","$2.51","$21.13","100.00","2","$23.64"
"Alexandre Sarr 2024 Optic #14 White Hot Rookies","Raw","719.67","$8.78","$1.22","$10.00 (03/16/2026)","$5.61","$1.22","$10.00","-33.33","2","$11.22"
"Alexandre Sarr 2024 Optic #276 Orange","Raw","708.08","$7.01","$0.99","$8.00 (03/11/2026)","$4.50","$0.99","$8.00","0.00","2","$8.99"
"Stephon Castle 2024 Mosaic #290 City Edition - Red","Raw","708.08","$7.01","$0.99","$8.00 (03/12/2026)","$4.50","$0.99","$8.00","0.00","2","$8.99"
"Reed Sheppard 2025 Topps Holiday #FF-RS Frostbite Finishers","Raw","707.07","$7.00","$0.99","$7.99 (03/09/2026)","$4.41","$0.99","$7.99","0.00","3","$13.24"
"Zion Williamson 2019 Optic #158 Hyper Pink","Raw","699.20","$8.74","$1.25","$9.99 (03/10/2026)","$5.75","$1.25","$9.99","0.00","3","$17.24"
"Darius Garland 2019 Prizm #288 Base","Raw","699.20","$8.74","$1.25","$9.99 (03/17/2026)","$8.51","$1.25","$21.00","100.00","4","$34.03"
"Brandon Miller 2023 Optic #219 Base","Raw","699.00","$6.99","$1.00","$7.99 (03/15/2026)","$2.31","$0.99","$7.99","40.00","14","$32.38"
"Joan Beringer 2025 Topps #FF-JB Franchise Fabrics","Raw","687.50","$7.15","$1.04","$8.19 (03/15/2026)","$3.42","$1.04","$8.19","-57.14","3","$10.27"
"Keyonte George 2023 Donruss #244 Holo Green Laser","Raw","673.20","$13.06","$1.94","$15.00 (03/16/2026)","$4.98","$0.99","$15.00","-73.33","4","$19.90"
"Stephen Curry 2020 Mosaic #175 Base","Raw","659.60","$6.53","$0.99","$7.52 (03/12/2026)","$3.21","$0.99","$7.52","0.00","4","$12.86"
"Mo Bamba 2018 Prizm #99 Silver","PSA 9","658.59","$6.52","$0.99","$7.51 (03/15/2026)","$4.25","$0.99","$7.51","0.00","2","$8.50"
"Scoot Henderson 2023 Prizm #141 Orange Ice","Raw","658.06","$20.40","$3.10","$23.50 (03/16/2026)","$5.73","$0.99","$23.50","250.00","7","$40.10"
"Danny Wolf 2025 Topps Chrome Sapphire Edition #SS-19 Sapphire Selections","Raw","657.78","$14.80","$2.25","$17.05 (03/13/2026)","$14.77","$2.25","$25.00","0.00","3","$44.30"
"Jett Howard 2023 Optic #6 Phazes","Raw","655.11","$14.74","$2.25","$16.99 (03/17/2026)","$9.62","$2.25","$16.99","100.00","2","$19.24"
"Walter Clayton Jr. 2025 Topps #218 Base","Raw","653.77","$13.01","$1.99","$15.00 (03/12/2026)","$6.16","$1.50","$15.00","50.00","3","$18.49"
"Zion Williamson 2019 Hoops Premium Stock #258 Pulsar","Raw","647.83","$9.68","$1.50","$11.18 (03/18/2026)","$3.96","$0.99","$11.18","300.00","4","$15.82"
"Ja Morant 2019 Hoops Premium Stock #259 Pulsar","PSA 9","641.29","$9.94","$1.55","$11.49 (03/14/2026)","$6.52","$1.55","$11.49","0.00","2","$13.04"
"GG Jackson II 2023 Prizm #179 Orange Ice","Raw","635.79","$19.01","$2.99","$22.00 (03/13/2026)","$9.00","$2.00","$22.00","-25.00","3","$26.99"
"Kate Martin 2024 Prizm WNBA #126 Pulsar","Raw","629.00","$18.87","$3.00","$21.87 (03/13/2026)","$12.44","$3.00","$21.87","100.00","2","$24.87"
"Anthony Black 2023 Prizm #170 Pink Ice","Raw","619.20","$7.74","$1.25","$8.99 (03/17/2026)","$2.94","$0.99","$8.99","66.67","5","$14.72"
"Kon Knueppel 2025 Topps Now #41 Base (Print Run: 898)","Raw","619.06","$18.51","$2.99","$21.50 (03/12/2026)","$10.23","$2.99","$21.50","200.00","3","$30.68"
"Ajay Mitchell 2024 Prizm #226 Skewed","Raw","611.74","$8.60","$1.41","$10.00 (03/12/2026)","$4.27","$1.00","$10.00","200.00","3","$12.81"
"Ajay Mitchell 2024 Prizm #226 Pulsar","Raw","610.85","$7.88","$1.29","$9.17 (03/18/2026)","$3.82","$1.00","$9.17","200.00","3","$11.46"
"Shai Gilgeous-Alexander 2018 Chronicles #565 Crusade","Raw","610.67","$13.74","$2.25","$15.99 (03/17/2026)","$13.60","$2.25","$25.00","0.00","7","$95.17"
"Jalen Green 2021 Prizm #306 Base","Raw","607.07","$6.01","$0.99","$7.00 (03/15/2026)","$2.74","$0.99","$7.00","33.33","4","$10.97"
"LeBron James 2016 Studio #136 Studio Edition","Raw","606.06","$6.00","$0.99","$6.99 (03/18/2026)","$3.99","$0.99","$6.99","0.00","2","$7.98"
"Derik Queen 2025 Topps #213 Sandglitter","Raw","604.04","$5.98","$0.99","$6.97 (03/12/2026)","$3.15","$0.99","$6.97","-40.00","3","$9.46"
"Reed Sheppard 2024 Optic #18 My House - Holo","Raw","600.00","$6.00","$1.00","$7.00 (03/14/2026)","$3.56","$1.00","$13.00","20.00","6","$21.35"
"Ajay Mitchell 2024 Prizm #226 Wave","Raw","600.00","$6.00","$1.00","$7.00 (03/08/2026)","$4.00","$1.00","$7.00","100.00","2","$8.00"
"Ja Morant 2019 Hoops Premium Stock #259 Base","Raw","600.00","$6.00","$1.00","$7.00 (03/17/2026)","$4.00","$1.00","$7.00","-81.82","2","$8.00"
"Kevin Durant 2016 Optic #137 Base","Raw","600.00","$12.00","$2.00","$14.00 (03/17/2026)","$8.00","$2.00","$14.00","0.00","2","$16.00"
"VJ Edgecombe 2025 Topps Chrome #SY-13 Serenity","Raw","597.10","$8.94","$1.50","$10.43 (03/18/2026)","$3.19","$0.99","$14.91","-32.98","63","$200.76"
"Brandon Miller 2023 Crown Royale #94 Base","Raw","584.25","$8.53","$1.46","$9.99 (03/06/2026)","$5.72","$1.46","$9.99","0.00","2","$11.45"
"Stephon Castle 2024 Prizm #12 Luck of the Lottery - Silver","Raw","578.29","$14.92","$2.58","$17.50 (03/18/2026)","$7.96","$2.25","$17.50","200.00","9","$71.62"
"Scoot Henderson 2023 Prizm #9 Instant Impact - Silver","Raw","575.00","$11.50","$2.00","$13.50 (03/17/2026)","$7.75","$2.00","$13.50","0.00","2","$15.50"
"Keyonte George 2023 Prizm Monopoly #87 Base","Raw","566.67","$8.50","$1.50","$10.00 (03/18/2026)","$4.25","$1.25","$10.00","-40.00","3","$12.75"
"Liam McNeeley 2025 Topps Chrome #AD-17 Advisory","Raw","566.67","$12.75","$2.25","$15.00 (03/18/2026)","$7.13","$2.25","$15.00","-50.00","4","$28.50"
"Stephen Curry 2025 Topps #135 Diamante Foil","Raw","566.00","$8.49","$1.50","$9.99 (03/18/2026)","$3.50","$1.50","$9.99","-57.14","6","$20.98"
"Reed Sheppard 2024 Prizm #268 Red White Blue","Raw","565.71","$5.94","$1.05","$6.99 (03/18/2026)","$4.02","$1.05","$6.99","0.00","2","$8.04"
"Alexandre Sarr 2025 Topps Chrome #218 Image Variation","Raw","564.00","$7.05","$1.25","$8.30 (03/17/2026)","$4.78","$1.25","$8.30","-33.33","2","$9.55"
"Jeremiah Fears 2025 Topps #CC-7 Clutch City Prospects - Holo Foil","Raw","556.57","$5.51","$0.99","$6.50 (03/08/2026)","$3.75","$0.99","$6.50","-71.43","2","$7.49"
"Ace Bailey 2025 Topps #DD-35 The Daily Dribble","Raw","556.57","$5.51","$0.99","$6.50 (03/11/2026)","$3.33","$0.99","$6.50","-57.14","3","$9.99"
"Bennedict Mathurin 2022 Mosaic #7 Razzle Dazzle","Raw","556.57","$5.51","$0.99","$6.50 (03/18/2026)","$3.75","$0.99","$6.50","0.00","2","$7.49"
"Devin Vassell 2020 Prizm #252 Silver","Raw","555.56","$5.50","$0.99","$6.49 (03/14/2026)","$4.88","$0.99","$8.75","-40.00","9","$43.95"
"Anthony Edwards 2020 Revolution #125 Base","Raw","553.41","$9.74","$1.76","$11.50 (03/10/2026)","$6.63","$1.76","$11.50","-89.47","2","$13.26"
"Dylan Harper 2025 Topps Chrome #LD-12 Loading - Refractor","Raw","550.00","$5.50","$1.00","$6.50 (03/12/2026)","$3.75","$1.00","$6.50","0.00","2","$7.50"
"LeBron James 2019 Prizm #129 Silver","Raw","549.50","$10.99","$2.00","$12.99 (03/10/2026)","$13.33","$2.00","$24.99","0.00","3","$39.98"
"Johni Broome 2025 Topps #FF-JO Franchise Fabrics - Holo Foil","Raw","544.89","$12.26","$2.25","$14.51 (03/14/2026)","$8.38","$2.25","$14.51","0.00","2","$16.76"
"LeBron James 2020 Mosaic #81 Reactive Yellow","Raw","540.00","$6.75","$1.25","$8.00 (03/16/2026)","$5.08","$1.25","$8.00","50.00","3","$15.25"
"Bilal Coulibaly 2023 Phoenix #285 Base","Raw","536.31","$8.42","$1.57","$9.99 (03/13/2026)","$5.78","$1.57","$9.99","0.00","2","$11.56"
"LeBron James 2023 Optic #65 Holo","Raw","535.12","$16.00","$2.99","$18.99 (03/13/2026)","$7.46","$2.99","$18.99","0.00","4","$29.83"
"Drake Powell 2025 Topps #CM-DP Contemporary Marks","Raw","528.28","$5.23","$0.99","$6.22 (03/17/2026)","$4.02","$0.99","$8.99","16.67","7","$28.11"
"Stephen Curry 2021 Select #121 Premier Level Silver","Raw","520.00","$6.50","$1.25","$7.75 (03/17/2026)","$5.15","$1.25","$12.00","0.00","4","$20.60"
"Alexandre Sarr 2024 Optic #276 Base","Raw","519.19","$5.14","$0.99","$6.13 (03/18/2026)","$2.70","$0.99","$6.13","-50.00","3","$8.11"
"Ace Bailey 2025 Topps Chrome #LD-14 Loading - Refractor","Raw","518.69","$5.13","$0.99","$6.13 (03/18/2026)","$4.26","$0.99","$10.00","300.00","4","$17.04"
"Jalen Duren 2022 Select #98 Concourse Red","Raw","518.00","$10.36","$2.00","$12.36 (03/06/2026)","$7.18","$2.00","$12.36","0.00","2","$14.36"
"Donovan Mitchell 2023 Topps Chrome Cosmic #PPS-4 Planetary Pursuit - Sun","Raw","515.58","$10.26","$1.99","$12.25 (03/14/2026)","$5.96","$1.99","$15.00","600.00","7","$41.73"
"Jeremy Sochan 2022 Donruss #209 Rated Rookie Signatures","Raw","510.00","$5.10","$1.00","$6.10 (03/15/2026)","$3.55","$1.00","$6.10","0.00","2","$7.10"
"Chet Holmgren 2023 Topps Chrome Cosmic #PPS-8 Planetary Pursuit - Sun","Raw","506.06","$5.01","$0.99","$6.00 (03/16/2026)","$3.50","$0.99","$6.00","0.00","2","$6.99"
"Reed Sheppard 2024 Optic #3 The Rookies - Holo","Raw","501.09","$9.17","$1.83","$11.00 (03/17/2026)","$6.42","$1.83","$11.00","-33.33","2","$12.83"
"Victor Wembanyama 2025 Topps Now #19 Base (Print Run: 13,527)","Raw","501.01","$4.96","$0.99","$5.95 (03/17/2026)","$6.81","$0.99","$24.99","40.00","7","$47.67"
"Tre Johnson III 2025 Topps #NL-6 No Limit","Raw","500.00","$5.00","$1.00","$6.00 (03/16/2026)","$2.33","$0.99","$6.00","300.00","4","$9.30"
"Tristan da Silva 2024 Prizm #256 Blue Ice","Raw","499.80","$24.99","$5.00","$29.99 (03/17/2026)","$18.47","$5.00","$29.99","300.00","4","$73.87"
"Egor Demin 2025 Topps Chrome #258 Red White & Blue Refractor","Raw","495.45","$4.91","$0.99","$5.90 (03/18/2026)","$3.88","$0.99","$10.80","-33.33","8","$31.01"
"Obi Toppin 2020 Optic #158 Fast Break Red","Raw","495.24","$12.48","$2.52","$15.00 (03/11/2026)","$8.76","$2.52","$15.00","0.00","2","$17.52"
"Bradley Beal 2012 Prizm #238 Base","PSA 9","486.67","$10.95","$2.25","$13.20 (03/08/2026)","$7.72","$2.25","$13.20","-60.00","2","$15.45"
"Stephen Curry 2024 Prizm #134 Red Ice","Raw","479.82","$10.46","$2.18","$12.64 (03/16/2026)","$4.07","$1.54","$12.64","-36.36","7","$28.50"
"RJ Barrett 2019 Optic #178 Hyper Pink","Raw","474.16","$9.91","$2.09","$12.00 (03/16/2026)","$7.04","$2.09","$12.00","0.00","2","$14.09"
"Paolo Banchero 2022 Mosaic #231 Silver","Raw","472.05","$4.67","$0.99","$5.66 (03/17/2026)","$4.00","$0.99","$6.00","600.00","7","$27.97"
"Kevin Durant 2025 Topps Chrome #155 Image Variation","Raw","463.91","$18.51","$3.99","$22.50 (03/17/2026)","$7.44","$1.00","$22.50","-20.00","8","$59.48"
"Ja Morant 2019 Contenders #2 Rookie of the Year Contenders","Raw","462.31","$9.20","$1.99","$11.19 (03/12/2026)","$6.59","$1.99","$11.19","0.00","2","$13.18"
"Cameron Brink 2024 Prizm WNBA #127 Silver","Raw","460.61","$4.56","$0.99","$5.55 (03/15/2026)","$5.80","$0.99","$8.50","-45.45","6","$34.78"
"Brandon Miller 2025 Topps Holiday #FF-BM Frostbite Finishers","Raw","459.20","$5.74","$1.25","$6.99 (03/11/2026)","$4.12","$1.25","$6.99","100.00","2","$8.24"
"Derik Queen 2025 Topps #RRR-DQ Rookie Roundball Remnants","Raw","456.00","$5.70","$1.25","$6.95 (03/11/2026)","$4.17","$0.99","$7.50","100.00","4","$16.69"
"Zion Williamson 2019 Prizm #248 Red White Blue","Raw","455.56","$4.51","$0.99","$5.50 (03/17/2026)","$3.25","$0.99","$5.50","0.00","2","$6.49"
"Chet Holmgren 2022 Select #83 Concourse Blue Cracked Ice","Raw","455.56","$4.51","$0.99","$5.50 (03/18/2026)","$3.25","$0.99","$5.50","100.00","2","$6.49"
"Matas Buzelis 2024 Mosaic #257 NBA Debut","Raw","453.19","$8.52","$1.88","$10.40 (03/14/2026)","$4.72","$1.50","$10.40","0.00","3","$14.16"
"Victor Wembanyama 2023 Mosaic #8 Thunder Road - Mosaic","Raw","451.38","$18.01","$3.99","$22.00 (03/16/2026)","$12.10","$3.99","$22.00","-55.56","4","$48.38"
"Stephon Castle 2024 Prizm Draft Picks #17 Silver","Raw","449.74","$8.59","$1.91","$10.50 (03/17/2026)","$4.06","$0.99","$10.50","33.33","4","$16.23"
"Luka Doncic 2022 Optic #3 My House - Purple","Raw","442.99","$9.79","$2.21","$12.00 (03/14/2026)","$7.11","$2.21","$12.00","100.00","2","$14.21"
"Victor Wembanyama 2023 Contenders #9 Draft Class Contenders","Raw","442.06","$15.87","$3.59","$19.46 (03/17/2026)","$6.04","$3.59","$19.46","36.36","15","$90.63"
"De'Aaron Fox 2017 Donruss #5 The Rookies","Raw","436.24","$6.50","$1.49","$7.99 (03/16/2026)","$4.74","$1.49","$7.99","0.00","2","$9.48"
"Anthony Black 2023 Haunted Hoops #88 Holo Webs","Raw","433.33","$9.75","$2.25","$12.00 (03/08/2026)","$7.13","$2.25","$12.00","0.00","2","$14.25"
"Ja'Kobe Walter 2024 Mosaic #234 Genesis","Raw","433.33","$9.75","$2.25","$12.00 (03/16/2026)","$7.13","$2.25","$12.00","0.00","2","$14.25"
"Ace Bailey 2025 Topps Silver Pack #TC-AB 1980-81 Topps Chrome","Raw","426.50","$4.27","$1.00","$5.27 (03/18/2026)","$4.01","$0.99","$7.31","-14.29","36","$144.32"
"Maxime Raynaud 2025 Topps Midnight #97 Twilight","Raw","411.11","$9.25","$2.25","$11.50 (03/15/2026)","$10.98","$2.25","$19.20","200.00","3","$32.95"
"Trae Young 2018 Select #45 Concourse","PSA 9","410.64","$9.65","$2.35","$12.00 (03/16/2026)","$7.17","$2.35","$12.00","0.00","2","$14.35"
"Scottie Barnes 2021 Select #74 Concourse Orange Flash","Raw","408.00","$4.08","$1.00","$5.08 (03/15/2026)","$3.04","$1.00","$5.08","-33.33","2","$6.08"
"Giannis Antetokounmpo 2021 Select #51 75 Years of the NBA","Raw","405.05","$4.01","$0.99","$5.00 (03/17/2026)","$2.75","$0.99","$5.00","0.00","3","$8.24"
"Franz Wagner 2021 Optic #185 Blue Velocity","Raw","405.05","$4.01","$0.99","$5.00 (03/16/2026)","$3.00","$0.99","$5.00","0.00","2","$5.99"
"Jaden McDaniels 2020 Prizm #277 Green","Raw","404.04","$4.00","$0.99","$4.99 (03/11/2026)","$2.99","$0.99","$4.99","0.00","2","$5.98"
"Lauri Markkanen 2017 Optic #159 Purple","Raw","404.04","$4.00","$0.99","$4.99 (03/16/2026)","$2.99","$0.99","$4.99","0.00","2","$5.98"
"Ausar Thompson 2023 Hoops Premium Stock #100 Red","Raw","404.04","$4.00","$0.99","$4.99 (03/14/2026)","$3.08","$0.99","$4.99","0.00","3","$9.23"
"Donovan Mitchell 2017 Select #11 Concourse","Raw","401.96","$4.10","$1.02","$5.12 (03/18/2026)","$5.01","$1.02","$6.95","0.00","4","$20.04"
"Neemias Queta 2021 Prizm #316 Red Ice","Raw","400.00","$4.00","$1.00","$5.00 (03/13/2026)","$2.33","$0.99","$5.00","50.00","3","$6.99"
"Anthony Edwards 2020 Select #169 Premier Level Blue Prizm","Raw","400.00","$10.00","$2.50","$12.50 (03/13/2026)","$7.50","$2.50","$12.50","-33.33","2","$15.00"
"Ron Holland II 2024 Hoops #235 Base","Raw","400.00","$4.00","$1.00","$5.00 (03/12/2026)","$3.00","$1.00","$5.00","0.00","2","$6.00"
"Will Richard 2025 Topps Chrome #287 Yellow Refractor","Raw","400.00","$8.00","$2.00","$10.00 (03/15/2026)","$6.00","$2.00","$10.00","0.00","2","$12.00"
"Shai Gilgeous-Alexander 2025 Topps #115 Sandglitter","Raw","400.00","$3.96","$0.99","$4.95 (03/16/2026)","$4.07","$0.99","$7.00","350.00","9","$36.64"
"Brandon Miller 2023 Topps Chrome Sapphire Edition #SS-2 Sapphire Selections","Raw","400.00","$16.00","$4.00","$20.00 (03/10/2026)","$12.00","$4.00","$20.00","100.00","2","$24.00"
"Dylan Harper 2025 Topps #CC-2 Clutch City Prospects - Holo Foil","Raw","399.75","$15.99","$4.00","$19.99 (03/18/2026)","$4.29","$0.99","$19.99","-9.09","20","$85.87"
"Alexandre Sarr 2024 Prizm #21 Fireworks - Blue Wave","Raw","399.75","$15.99","$4.00","$19.99 (03/12/2026)","$11.99","$4.00","$19.99","0.00","2","$23.99"
"Karl-Anthony Towns 2015 Select Premier Level","Raw","397.01","$7.98","$2.01","$9.99 (03/10/2026)","$6.00","$2.01","$9.99","100.00","2","$12.00"
"Marvin Bagley III 2018 Prizm #181 Base","PSA 9","395.96","$3.92","$0.99","$4.91 (03/12/2026)","$2.95","$0.99","$4.91","-33.33","2","$5.90"
"OG Anunoby 2017 Prizm #38 Base","Raw","384.95","$7.93","$2.06","$9.99 (03/11/2026)","$2.93","$0.99","$9.99","250.00","7","$20.54"
"Danny Wolf 2025 Topps Chrome Sapphire Edition #277 Base","Raw","384.44","$6.92","$1.80","$8.72 (03/18/2026)","$4.67","$1.25","$8.72","-14.29","6","$28.01"
"Kawhi Leonard 2012 Hoops #236 Base","Raw","384.14","$11.50","$3.00","$14.50 (03/18/2026)","$5.69","$0.99","$15.00","-11.11","8","$45.48"
"Jared McCain 2024 Mosaic #277 City Edition - Purple","Raw","384.00","$3.84","$1.00","$4.84 (03/08/2026)","$2.92","$1.00","$4.84","100.00","2","$5.84"
"Reed Sheppard 2024 Prizm #2 Talismen - Fast Break","Raw","383.84","$3.80","$0.99","$4.79 (03/13/2026)","$2.89","$0.99","$4.79","-33.33","2","$5.78"
"Victor Wembanyama 2023 Mosaic #12 Epic Performers - Green","Raw","382.77","$12.44","$3.25","$15.69 (03/18/2026)","$14.14","$3.25","$26.50","62.50","13","$183.87"
"Noa Essengue 2025 Topps #CM-NE Contemporary Marks","Raw","380.00","$4.75","$1.25","$6.00 (03/17/2026)","$5.68","$1.25","$10.50","100.00","8","$45.42"
"Bronny James Jr. 2024 Prizm #243 Hyper","Raw","379.80","$3.76","$0.99","$4.75 (03/16/2026)","$4.83","$0.99","$8.75","0.00","3","$14.49"
