Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Jaxson Dart 2025 Donruss #400 Optic Preview - Pink","Raw","-37.43","-$6.58","$17.58","$11.00 (03/26/2026)","$12.90","$0.99","$32.95","941.67","750","$9674.44"
"Bo Nix 2024 Optic #209 Base","Raw","-53.24","-$1.99","$3.73","$1.74 (03/26/2026)","$3.14","$0.99","$24.00","-17.18","733","$2298.40"
"Bo Nix 2024 Donruss #369 Base","Raw","-14.66","-$0.26","$1.75","$1.50 (03/26/2026)","$2.79","$0.90","$24.99","-7.69","672","$1875.60"
"Drake Maye 2024 Donruss #16 Rated Rookies Retro","Raw","-19.88","-$4.55","$22.88","$18.33 (03/26/2026)","$24.56","$3.25","$50.00","-18.74","646","$15865.03"
"Jayden Daniels 2024 Prizm #347 Base","Raw","-1.68","-$0.07","$4.14","$4.07 (03/26/2026)","$4.64","$0.99","$30.00","2.05","646","$2997.01"
"Drake Maye 2024 Donruss #TR-39 The Rookies","Raw","-11.90","-$1.51","$12.68","$11.17 (03/26/2026)","$12.98","$0.99","$26.00","3.86","645","$8373.38"
"Drake Maye 2024 Prizm #329 Silver","Raw","-13.82","-$28.38","$205.36","$176.98 (03/25/2026)","$225.14","$50.00","$370.00","-22.00","631","$142065.22"
"Drake Maye 2024 Select #218 Club Level","Raw","42.59","$3.62","$8.50","$12.12 (03/26/2026)","$5.16","$0.99","$24.99","17.76","630","$3252.27"
"Drake Maye 2024 Optic #8 My House!","Raw","31.01","$2.20","$7.11","$9.31 (03/26/2026)","$9.45","$0.99","$23.54","26.81","629","$5940.97"
"Cam Skattebo 2025 Donruss #302 Base","Raw","-28.94","-$0.61","$2.13","$1.51 (03/26/2026)","$2.31","$0.99","$23.79","-55.61","621","$1432.99"
"Jaxson Dart 2025 Donruss #2 The Rookies","Raw","-19.79","-$1.29","$6.54","$5.25 (03/26/2026)","$4.80","$0.99","$24.57","-34.98","604","$2900.52"
"Caleb Williams 2024 Topps Chrome #202 Base","Raw","11.93","$0.25","$2.07","$2.32 (03/26/2026)","$2.97","$0.99","$24.99","122.85","595","$1769.62"
"Shedeur Sanders 2025 Donruss #306 Base","Raw","-79.49","-$4.51","$5.67","$1.16 (03/26/2026)","$2.17","$0.75","$22.94","-35.63","569","$1234.55"
"Jaxon Smith-Njigba 2023 Prizm #390 Base","Raw","-72.50","-$6.16","$8.50","$2.34 (03/26/2026)","$2.63","$0.99","$29.00","69.55","568","$1493.51"
"Jaxson Dart 2025 Donruss #1 Rated Rookies Retro","Raw","-23.08","-$1.17","$5.08","$3.91 (03/26/2026)","$4.88","$0.99","$24.57","-22.75","567","$2765.34"
"Bo Nix 2024 Select #30 Concourse","Raw","1.40","$0.02","$1.52","$1.54 (03/26/2026)","$1.99","$0.85","$21.30","11.65","556","$1108.56"
"Drake Maye 2024 Optic #7 Light It Up","Raw","293.44","$8.95","$3.05","$12.00 (03/26/2026)","$7.51","$0.99","$20.50","10.20","540","$4056.64"
"Tyler Shough 2025 Donruss #304 Optic Preview - Pink","Raw","-45.93","-$2.55","$5.55","$3.00 (03/25/2026)","$6.10","$0.99","$22.50","974.00","537","$3275.92"
"Drake Maye 2024 Donruss #3 Rookie Gridiron Kings","Raw","-31.37","-$1.83","$5.83","$4.00 (03/26/2026)","$7.32","$0.99","$20.96","15.98","537","$3932.94"
"Cam Ward 2025 Donruss #350 Optic Preview - Pink","Raw","-28.02","-$1.95","$6.95","$5.00 (03/26/2026)","$5.18","$0.99","$15.00","1467.65","533","$2763.00"
"Drake Maye 2024 Optic #229 Holo","Raw","-16.15","-$10.79","$66.83","$56.04 (03/26/2026)","$66.80","$23.29","$120.27","-21.15","533","$35604.68"
"Drake Maye 2024 Prizm #329 Lazer","Raw","-5.66","-$2.45","$43.38","$40.92 (03/25/2026)","$55.03","$20.00","$120.00","-14.61","526","$28944.95"
"Jayden Daniels 2024 Optic #248 Base","Raw","49.31","$1.20","$2.44","$3.64 (03/26/2026)","$3.17","$0.99","$24.99","-11.56","520","$1648.95"
"Caleb Williams 2024 Prizm #301 Silver","Raw","55.51","$47.34","$85.29","$132.63 (03/26/2026)","$111.68","$49.14","$177.00","11.85","519","$57960.52"
"Drake Maye 2024 Optic #3 2014 Retro Series","Raw","35.80","$1.45","$4.05","$5.50 (03/25/2026)","$7.86","$0.99","$23.64","32.40","519","$4077.48"
"Caleb Williams 2024 Select #1 Select Certified Rookies","Raw","0.00","$0.00","$1.25","$1.25 (03/26/2026)","$1.90","$0.63","$22.00","223.08","504","$957.33"
"Drake Maye 2024 Select #27 Concourse Silver Die-Cut","Raw","-25.81","-$4.00","$15.50","$11.50 (03/26/2026)","$15.90","$0.99","$34.50","-18.83","500","$7951.04"
"Caleb Williams 2024 Optic #201 Purple Shock","Raw","133.39","$17.71","$13.28","$30.99 (03/25/2026)","$16.30","$5.74","$40.00","20.24","499","$8132.83"
"Caleb Williams 2024 Select #114 Premier Level","Raw","3.22","$0.06","$1.99","$2.06 (03/26/2026)","$2.23","$0.74","$21.00","97.98","489","$1091.75"
"Jaxson Dart 2025 Optic #273 Purple Shock","Raw","-42.03","-$12.56","$29.88","$17.32 (03/26/2026)","$18.90","$2.00","$39.97","0.00","487","$9203.93"
"Cam Ward 2025 Prizm #352 Base","Raw","-66.58","-$5.32","$7.99","$2.67 (03/26/2026)","$3.36","$0.99","$22.00","0.00","487","$1637.20"
"Tyler Shough 2025 Donruss #304 Base","Raw","-49.89","-$0.99","$1.99","$1.00 (03/26/2026)","$1.86","$0.73","$24.99","225.68","482","$896.97"
"Jaxon Smith-Njigba 2023 Optic #293 Base","Raw","24.12","$0.45","$1.88","$2.34 (03/26/2026)","$2.36","$0.99","$24.99","43.84","479","$1132.27"
"Jaxson Dart 2025 Prizm #332 White Disco","Raw","-1.95","-$1.95","$99.95","$98.00 (03/26/2026)","$82.93","$35.00","$148.69","0.00","458","$37982.21"
"Cam Ward 2025 Donruss #350 Base","Raw","-39.08","-$0.64","$1.63","$0.99 (03/26/2026)","$1.55","$0.48","$20.00","-3.38","457","$707.42"
"Tyler Shough 2025 Prizm #327 Base","Raw","-87.93","-$7.91","$8.99","$1.08 (03/26/2026)","$3.30","$0.99","$20.00","0.00","457","$1506.30"
"Tyler Shough 2025 Donruss #19 Downtown","Raw","56.92","$199.51","$350.49","$550.00 (03/26/2026)","$525.37","$279.99","$699.99","61.29","450","$236418.34"
"Caleb Williams 2024 Prizm #1 Prizmatic","Raw","34.32","$0.82","$2.40","$3.22 (03/26/2026)","$3.03","$0.91","$20.00","210.34","450","$1361.95"
"Caleb Williams 2024 Select #19 Select Numbers","Raw","-17.09","-$0.37","$2.16","$1.79 (03/26/2026)","$1.87","$0.82","$19.99","157.80","446","$832.16"
"Drake Maye 2024 Donruss #23 Retro 1994","Raw","20.19","$0.59","$2.91","$3.50 (03/26/2026)","$4.71","$0.99","$24.99","102.27","445","$2096.90"
"Puka Nacua 2023 Optic #238 Base","Raw","-74.29","-$2.89","$3.89","$1.00 (03/26/2026)","$3.29","$0.99","$23.39","35.47","443","$1456.88"
"Drake Maye 2024 Prizm #4 Emergent - Green","Raw","10.79","$0.97","$9.03","$10.00 (03/26/2026)","$10.46","$0.99","$25.56","5.74","442","$4623.31"
"Shedeur Sanders 2025 Prizm #302 Base","Raw","-80.20","-$4.01","$5.00","$0.99 (03/26/2026)","$2.82","$0.99","$20.00","0.00","440","$1242.00"
"Drake Maye 2024 Optic #3 Rookie Primary Colors","Raw","33.11","$0.75","$2.25","$3.00 (03/26/2026)","$3.15","$0.99","$24.57","56.23","439","$1382.42"
"Puka Nacua 2023 Prizm #357 Base","Raw","-31.85","-$1.39","$4.37","$2.98 (03/26/2026)","$3.48","$0.99","$20.50","43.28","437","$1520.45"
"Cam Skattebo 2025 Donruss #302 Optic Preview - Pink","Raw","-31.92","-$1.33","$4.17","$2.84 (03/26/2026)","$5.23","$0.99","$22.00","797.92","431","$2253.75"
"Bo Nix 2024 Optic #209 Purple Shock","Raw","27.92","$2.71","$9.69","$12.40 (03/26/2026)","$12.68","$0.99","$23.53","-7.02","424","$5375.84"
"Caleb Williams 2024 Optic #201 Holo","Raw","101.31","$25.67","$25.33","$51.00 (03/25/2026)","$32.74","$2.09","$66.00","29.36","423","$13849.21"
"Drake Maye 2024 Optic #4 Passing Grade","Raw","13.64","$0.36","$2.64","$3.00 (03/26/2026)","$4.05","$0.99","$23.01","26.59","419","$1696.01"
"Drake Maye 2024 Donruss #379 Optic Preview - Pink","Raw","-17.94","-$5.08","$28.33","$23.25 (03/26/2026)","$31.88","$9.40","$70.00","-28.97","412","$13135.84"
"Jaxson Dart 2025 Prizm #332 Lazer","Raw","-41.14","-$42.17","$102.50","$60.33 (03/26/2026)","$57.24","$30.00","$125.00","0.00","410","$23468.54"
"Drake Maye 2024 Select #27 Concourse Black & Red Shock","Raw","20.14","$4.36","$21.65","$26.01 (03/26/2026)","$22.03","$4.00","$51.00","-18.36","409","$9011.80"
"Tyler Shough 2025 Optic #223 Purple Shock","Raw","-59.93","-$11.87","$19.81","$7.94 (03/26/2026)","$8.80","$0.99","$25.00","0.00","405","$3562.21"
"Cam Ward 2025 Optic #293 Base","Raw","1.93","$0.04","$2.08","$2.11 (03/26/2026)","$2.23","$0.70","$22.00","10000.00","404","$898.91"
"Cam Skattebo 2025 Prizm #363 Base","Raw","7.27","$0.20","$2.75","$2.95 (03/26/2026)","$2.84","$0.99","$22.00","0.00","404","$1145.36"
"Jaxson Dart 2025 Donruss #ESR-JDT The Elite Series Rookies","Raw","-72.94","-$2.70","$3.70","$1.00 (03/26/2026)","$3.70","$0.99","$19.50","-35.93","403","$1490.91"
"Cam Ward 2025 Prizm #352 White Disco","Raw","-65.22","-$35.87","$55.00","$19.13 (03/26/2026)","$21.88","$10.00","$55.00","0.00","402","$8797.29"
"Caleb Williams 2024 Prizm #301 Lazer","Raw","33.67","$8.82","$26.18","$35.00 (03/26/2026)","$29.28","$10.00","$61.00","39.24","401","$11739.93"
"Bo Nix 2024 Prizm #309 Silver","Raw","17.98","$12.43","$69.13","$81.56 (03/25/2026)","$72.81","$20.00","$125.00","-6.13","398","$28977.72"
"Tyler Shough 2025 Donruss #17 The Rookies","Raw","79.07","$0.94","$1.19","$2.13 (03/26/2026)","$2.49","$0.85","$24.22","144.17","398","$992.19"
"Drake Maye 2024 Prizm #22 Fireworks - Green","Raw","36.45","$4.00","$10.99","$14.99 (03/26/2026)","$14.18","$0.99","$30.00","-5.49","396","$5614.53"
"Archie Manning 2025 Donruss #5 Downtown","Raw","3.64","$6.50","$178.50","$185.00 (03/26/2026)","$176.01","$99.99","$247.50","90.82","395","$69524.52"
"Drake Maye 2024 Optic #5 Rookie Recruits","Raw","17.67","$0.53","$3.00","$3.53 (03/26/2026)","$4.10","$0.99","$17.15","13.91","385","$1578.12"
"Drake Maye 2024 Topps Chrome #203 Refractor","Raw","-24.35","-$6.92","$28.42","$21.50 (03/26/2026)","$27.19","$1.99","$51.00","-3.59","376","$10221.61"
"Jayden Daniels 2024 Select #26 Concourse","Raw","21.06","$0.46","$2.21","$2.67 (03/26/2026)","$1.77","$0.63","$15.00","-10.50","375","$664.55"
"Caleb Williams 2024 Select #25 Concourse Black & Red Shock","Raw","177.08","$7.08","$4.00","$11.08 (03/26/2026)","$8.55","$1.00","$23.40","123.21","375","$3206.33"
"Drake Maye 2024 Optic #229 Blue Hyper","Raw","-31.05","-$18.01","$58.00","$39.99 (03/26/2026)","$54.69","$18.75","$100.00","-19.01","375","$20508.90"
"Brian Thomas Jr. 2025 Donruss #2 Downtown","Raw","6.56","$18.27","$278.40","$296.67 (03/26/2026)","$286.30","$45.00","$435.00","135.22","374","$107075.52"
"Jayden Daniels 2024 Donruss #389 Base","Raw","-25.27","-$0.59","$2.33","$1.75 (03/25/2026)","$3.03","$0.99","$24.99","-3.13","371","$1123.83"
"De'Von Achane 2025 Donruss #10 Downtown","Raw","4.57","$15.30","$334.70","$350.00 (03/26/2026)","$331.76","$240.00","$423.54","91.10","365","$121093.78"
"Jaxson Dart 2025 Prizm #332 Silver","Raw","-43.59","-$142.52","$327.00","$184.48 (03/26/2026)","$221.62","$30.00","$399.00","0.00","364","$80668.98"
"Jaxson Dart 2025 Optic #273 Holo","Raw","-26.86","-$13.54","$50.43","$36.89 (03/26/2026)","$44.60","$19.99","$94.00","0.00","362","$16146.30"
"Jaxson Dart 2025 Donruss #18 Rookie Gridiron Kings","Raw","4.42","$0.15","$3.35","$3.50 (03/26/2026)","$3.91","$0.99","$20.88","-28.34","359","$1402.06"
"Jayden Daniels 2024 Prizm #347 Silver","Raw","48.82","$43.70","$89.50","$133.20 (03/26/2026)","$112.35","$50.00","$175.00","9.20","356","$39998.05"
"Tyler Shough 2025 Optic #223 Base","Raw","-27.62","-$1.38","$4.99","$3.61 (03/26/2026)","$2.64","$0.99","$24.50","0.00","355","$938.30"
"Cam Ward 2025 Optic #293 Purple Shock","Raw","-68.78","-$16.17","$23.50","$7.34 (03/26/2026)","$8.45","$0.99","$30.00","0.00","354","$2989.55"
"Cam Skattebo 2025 Donruss #19 The Rookies","Raw","-33.57","-$1.83","$5.46","$3.63 (03/26/2026)","$3.04","$0.99","$20.88","-56.97","349","$1061.64"
"Jaxson Dart 2025 Donruss #400 Press Proof Green","Raw","3.98","$0.20","$5.11","$5.32 (03/25/2026)","$4.88","$0.99","$24.57","84.13","348","$1699.56"
"Shedeur Sanders 2025 Optic #203 Base","Raw","-77.45","-$3.87","$4.99","$1.13 (03/26/2026)","$2.36","$0.99","$20.00","34700.00","348","$819.79"
"Cam Skattebo 2025 Prizm #363 White Disco","Raw","-84.69","-$86.80","$102.50","$15.70 (03/26/2026)","$19.29","$5.13","$102.50","0.00","346","$6674.25"
"Shedeur Sanders 2025 Donruss #306 Optic Preview - Pink","Raw","43.71","$2.43","$5.56","$7.99 (03/26/2026)","$4.88","$0.99","$20.50","1012.90","345","$1682.02"
"Caleb Williams 2024 Select #11 Turbocharged","Raw","-30.87","-$0.49","$1.58","$1.09 (03/26/2026)","$1.86","$0.90","$15.00","114.38","343","$638.54"
"Cam Ward 2025 Prizm #352 Lazer","Raw","-71.82","-$39.50","$55.00","$15.50 (03/26/2026)","$19.45","$8.00","$55.00","0.00","341","$6631.58"
"Derrick Henry 2025 Donruss #3 Downtown","Raw","17.68","$56.54","$319.80","$376.34 (03/26/2026)","$349.67","$200.00","$454.55","112.50","340","$118888.03"
"Drake Maye 2024 Prizm #2 Prizmatic - Green","Raw","-25.51","-$2.87","$11.25","$8.38 (03/26/2026)","$15.55","$1.30","$30.00","-6.13","337","$5239.87"
"Tyler Shough 2025 Donruss #14 Rated Rookies Retro","Raw","9.97","$0.15","$1.50","$1.64 (03/26/2026)","$2.34","$0.99","$20.00","116.77","336","$784.75"
"Omarion Hampton 2025 Donruss #16 Downtown","Raw","2.02","$6.63","$328.37","$335.00 (03/26/2026)","$324.46","$125.50","$450.00","92.53","335","$108694.63"
"Drake Maye 2024 Select #113 Premier Level Silver Die-Cut","Raw","-25.68","-$4.75","$18.49","$13.75 (03/26/2026)","$19.68","$0.99","$39.99","-31.26","332","$6532.46"
"Josh Allen 2018 Donruss #304 Base","Raw","-19.55","-$20.34","$104.07","$83.73 (03/26/2026)","$99.31","$40.00","$175.00","19.64","329","$32672.01"
"Colston Loveland 2025 Donruss #310 Base","Raw","-12.16","-$0.23","$1.85","$1.63 (03/25/2026)","$2.02","$0.75","$22.00","137.68","328","$663.61"
"Jaxson Dart 2025 Optic #2 My House!","Raw","-47.85","-$5.98","$12.50","$6.52 (03/26/2026)","$9.08","$0.99","$20.00","0.00","328","$2977.29"
"Bo Nix 2024 Select #117 Premier Level","Raw","-22.05","-$0.28","$1.27","$0.99 (03/26/2026)","$1.89","$0.93","$18.43","23.40","327","$617.63"
"Shedeur Sanders 2025 Prizm #302 White Disco","Raw","-65.33","-$24.50","$37.50","$13.00 (03/26/2026)","$19.29","$3.00","$60.00","0.00","327","$6307.84"
"Abdul Carter 2025 Donruss #20 Downtown","Raw","18.76","$37.52","$199.98","$237.50 (03/26/2026)","$236.11","$115.00","$339.99","105.03","326","$76972.99"
"Drake Maye 2024 Select #27 Concourse Silver","Raw","-37.52","-$3.15","$8.40","$5.25 (03/26/2026)","$10.29","$0.99","$32.00","3.21","322","$3312.70"
"Cam Ward 2025 Prizm #352 Silver","Raw","-66.43","-$132.87","$200.00","$67.13 (03/26/2026)","$80.37","$29.99","$200.00","15950.00","321","$25799.04"
"Drake Maye 2024 Donruss #RHR-DME Red Hot Rookies","Raw","-59.52","-$3.94","$6.62","$2.68 (03/26/2026)","$5.53","$0.99","$24.50","27.49","320","$1771.19"
"Drake Maye 2024 Prizm #22 Fireworks - Green Wave","Raw","87.90","$8.57","$9.75","$18.32 (03/25/2026)","$15.80","$3.00","$30.00","11.74","314","$4959.69"
"Cam Skattebo 2025 Optic #228 Base","Raw","-45.18","-$1.72","$3.80","$2.08 (03/26/2026)","$2.28","$0.52","$18.00","0.00","313","$712.16"
"Bo Nix 2024 Select #6 Select Numbers","Raw","-13.34","-$0.21","$1.59","$1.38 (03/26/2026)","$1.80","$0.74","$11.04","39.91","312","$560.74"
"Tyler Shough 2025 Prizm #327 White Disco","Raw","-11.64","-$2.13","$18.25","$16.13 (03/26/2026)","$16.49","$5.00","$35.00","0.00","312","$5145.67"
"Cam Skattebo 2025 Optic #228 Purple Shock","Raw","-54.59","-$6.00","$11.00","$5.00 (03/26/2026)","$5.98","$0.99","$15.50","0.00","311","$1860.09"
"Caleb Williams 2024 Prizm #25 Fireworks","Raw","67.25","$0.90","$1.33","$2.23 (03/25/2026)","$2.44","$0.99","$23.00","129.63","310","$757.57"
"Bo Nix 2024 Optic #209 Holo","Raw","-3.04","-$0.65","$21.42","$20.77 (03/26/2026)","$24.35","$1.75","$45.00","-18.85","310","$7548.43"
"Shedeur Sanders 2025 Donruss #17 Downtown","Raw","-23.70","-$136.67","$576.67","$440.00 (03/26/2026)","$517.04","$385.00","$700.00","48.08","308","$159249.19"
"Caleb Williams 2024 Optic #1 Light It Up","Raw","113.79","$1.62","$1.43","$3.05 (03/26/2026)","$3.42","$0.99","$20.00","129.85","308","$1053.06"
"CeeDee Lamb 2025 Donruss #9 Downtown","Raw","13.38","$43.83","$327.67","$371.50 (03/26/2026)","$353.30","$170.00","$504.00","75.00","308","$108816.29"
"Jaxon Smith-Njigba 2023 Donruss #390 Base","Raw","-16.66","-$0.25","$1.50","$1.25 (03/26/2026)","$2.50","$0.70","$20.50","7.69","308","$769.45"
"Drake Maye 2024 Donruss #379 Press Proof Blue","Raw","-45.31","-$6.63","$14.63","$8.00 (03/25/2026)","$15.48","$0.99","$31.00","-20.88","307","$4753.30"
"Drake Maye 2024 Optic #229 Pink","Raw","-47.57","-$16.33","$34.33","$18.00 (03/26/2026)","$34.66","$11.40","$79.95","-6.13","306","$10605.89"
"Matthew Stafford 2025 Donruss #6 Downtown","Raw","17.50","$67.00","$383.00","$450.00 (03/26/2026)","$408.84","$185.00","$563.94","44.76","304","$124288.86"
"Shedeur Sanders 2025 Donruss #5 The Rookies","Raw","62.25","$1.25","$2.00","$3.25 (03/26/2026)","$3.11","$0.99","$22.50","-42.72","303","$942.21"
"Bo Nix 2024 Select #4 Select Certified Rookies","Raw","-4.00","-$0.07","$1.70","$1.63 (03/26/2026)","$1.89","$0.99","$13.04","23.17","303","$573.02"
"Calvin Johnson 2025 Donruss #4 Downtown","Raw","12.55","$46.54","$370.71","$417.25 (03/26/2026)","$391.80","$162.50","$625.00","76.02","301","$117932.32"
"Drake Maye 2024 Prizm #329 Disco","Raw","-36.56","-$21.14","$57.82","$36.68 (03/26/2026)","$63.74","$24.95","$128.00","0.33","300","$19122.66"
"Shedeur Sanders 2025 Donruss #11 Rated Rookies Retro","Raw","-67.12","-$2.55","$3.80","$1.25 (03/26/2026)","$2.49","$0.99","$19.99","-38.78","300","$746.56"
"Puka Nacua 2023 Donruss #357 Base","Raw","63.78","$0.81","$1.27","$2.08 (03/26/2026)","$3.00","$0.99","$22.99","18.65","299","$897.92"
"Lamar Jackson 2025 Donruss #1 Downtown","Raw","16.03","$52.50","$327.50","$380.00 (03/26/2026)","$357.88","$250.00","$460.00","102.04","297","$106289.74"
"Jaxson Dart 2025 Donruss #41 Rated Rookies Throwback","Raw","66.67","$2.50","$3.75","$6.25 (03/24/2026)","$4.07","$0.99","$13.99","-47.59","294","$1196.33"
"Cam Ward 2025 Optic #293 Holo","Raw","-38.89","-$11.67","$30.00","$18.33 (03/26/2026)","$18.41","$0.99","$33.00","0.00","294","$5412.97"
"Tyler Shough 2025 Prizm #327 Lazer","Raw","-71.94","-$32.38","$45.00","$12.63 (03/26/2026)","$18.80","$3.00","$55.00","0.00","290","$5453.09"
"Blake Corum 2024 Optic #14 Uptowns","Raw","35.52","$37.00","$104.16","$141.16 (03/26/2026)","$115.37","$70.00","$181.82","11.11","290","$33457.51"
"Cam Skattebo 2025 Prizm #363 Lazer","Raw","-20.70","-$2.95","$14.25","$11.30 (03/26/2026)","$12.59","$0.99","$25.50","0.00","290","$3652.47"
"Colston Loveland 2025 Donruss #18 Rated Rookies Retro","Raw","-19.07","-$0.30","$1.59","$1.29 (03/26/2026)","$2.75","$0.99","$22.50","39.61","289","$795.90"
"Bo Nix 2024 Topps Chrome #206 Base","Raw","89.39","$2.52","$2.81","$5.33 (03/26/2026)","$2.38","$0.99","$13.00","126.77","288","$684.73"
"Bo Nix 2024 Prizm #11 Prizmatic","Raw","-60.97","-$2.60","$4.27","$1.67 (03/26/2026)","$3.00","$0.90","$22.00","54.84","288","$864.53"
"Brock Purdy 2022 Donruss #374 Base","Raw","-59.48","-$4.96","$8.33","$3.38 (03/26/2026)","$5.50","$0.99","$23.55","83.97","287","$1577.72"
"Drake Maye 2024 Select #113 Premier Level Black & Red Shock","Raw","58.63","$9.38","$16.00","$25.38 (03/24/2026)","$25.41","$2.00","$50.00","-3.04","287","$7293.50"
"Ashton Jeanty 2025 Donruss #305 Base","Raw","-48.07","-$1.02","$2.11","$1.10 (03/26/2026)","$1.92","$0.96","$23.99","-37.28","286","$548.23"
"Matthew Golden 2025 Donruss #18 Downtown","Raw","34.77","$90.50","$260.25","$350.75 (03/26/2026)","$302.95","$175.00","$417.99","70.48","283","$85734.00"
"Bo Nix 2024 Select #16 Turbocharged","Raw","-0.56","-$0.01","$1.92","$1.91 (03/26/2026)","$2.13","$0.85","$18.00","29.95","282","$601.29"
"Sam Darnold 2018 Optic #151 Base","Raw","11.23","$1.01","$8.99","$10.00 (03/26/2026)","$16.04","$0.99","$41.00","196.84","282","$4523.38"
"Bo Nix 2024 Prizm #309 Lazer","Raw","9.20","$2.11","$22.89","$25.00 (03/26/2026)","$24.41","$13.50","$45.45","-2.79","279","$6810.54"
"Caleb Williams 2024 Optic #201 Blue Hyper","Raw","-43.75","-$14.00","$32.00","$18.00 (03/26/2026)","$20.39","$9.00","$41.00","51.63","279","$5689.51"
"Jaxon Smith-Njigba 2023 Select #87 Concourse","Raw","91.00","$0.91","$1.00","$1.91 (03/26/2026)","$1.92","$0.56","$21.00","98.56","276","$530.11"
"Ashton Jeanty 2025 Donruss #11 Downtown","Raw","10.82","$41.98","$388.00","$429.98 (03/26/2026)","$402.37","$230.00","$525.00","111.54","275","$110652.22"
"Tetairoa McMillan 2025 Donruss #15 Downtown","Raw","8.33","$33.75","$405.00","$438.75 (03/26/2026)","$407.61","$225.00","$649.00","41.24","274","$111685.45"
"Drake Maye 2024 Donruss #13 Oversized Downtown","Raw","-2.44","-$2.00","$82.00","$80.00 (03/23/2026)","$99.25","$35.00","$179.00","-0.36","274","$27193.99"
