Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Bam Adebayo 2017 Optic #187 Base","Raw","16.31","$0.84","$5.15","$5.99 (03/30/2026)","$6.35","$0.99","$27.00","3757.14","270","$1713.41"
"Ace Bailey 2025 Topps Chrome #255 Base","Raw","-38.33","-$0.62","$1.62","$1.00 (03/30/2026)","$1.97","$0.99","$19.19","26.00","252","$496.57"
"Victor Wembanyama 2023 Select #87 Concourse Blue Retail","Raw","2.71","$0.17","$6.17","$6.33 (03/30/2026)","$7.28","$0.99","$19.80","19.43","252","$1834.10"
"Bam Adebayo 2017 Optic #187 Red & Yellow","Raw","481.25","$4.81","$1.00","$5.81 (03/24/2026)","$7.28","$0.99","$29.99","3400.00","245","$1782.50"
"LeBron James 2025 Topps Chrome #127 X-Fractor","Raw","44.39","$6.15","$13.85","$20.00 (03/30/2026)","$18.29","$0.99","$36.00","-58.53","243","$4445.45"
"Victor Wembanyama 2023 Donruss #220 Base","Raw","-13.63","-$1.06","$7.78","$6.72 (03/30/2026)","$7.85","$2.80","$23.00","-1.23","240","$1884.23"
"Victor Wembanyama 2023 Topps Chrome #1 Base","Raw","-0.23","-$0.05","$19.73","$19.69 (03/30/2026)","$18.07","$2.83","$32.50","-8.05","240","$4337.48"
"Kon Knueppel 2025 Topps Chrome #254 Red White & Blue Refractor","Raw","21.46","$15.70","$73.15","$88.86 (03/30/2026)","$93.22","$36.00","$152.50","-7.36","239","$22280.57"
"Victor Wembanyama 2023 Optic #225 Base","Raw","9.59","$1.00","$10.37","$11.37 (03/30/2026)","$9.40","$1.00","$22.00","7.80","235","$2208.65"
"LeBron James 2025 Topps Chrome #127 Refractor","Raw","-1.97","-$0.19","$9.63","$9.44 (03/30/2026)","$8.47","$0.99","$21.50","-37.12","227","$1921.71"
"Stephen Curry 2025 Topps Chrome #201 X-Fractor","Raw","2.85","$0.40","$13.94","$14.33 (03/30/2026)","$14.71","$2.50","$31.00","-55.92","216","$3177.26"
"Cooper Flagg 2025 Topps Chrome #INS-11 Instinct","Raw","-35.06","-$5.40","$15.40","$10.00 (03/30/2026)","$13.89","$0.99","$27.00","-39.18","208","$2888.18"
"Anthony Edwards 2020 Prizm #258 Base","Raw","-25.53","-$3.31","$12.96","$9.65 (03/30/2026)","$12.42","$0.99","$24.99","4.04","206","$2559.15"
"Cooper Flagg 2025 Topps Chrome #SF-21 Sleek Finishers","Raw","-17.37","-$2.53","$14.56","$12.03 (03/30/2026)","$12.37","$3.64","$24.49","-40.41","202","$2497.82"
"Cooper Flagg 2025 Topps Chrome #D-1 Destiny","Raw","-12.89","-$1.93","$14.95","$13.02 (03/30/2026)","$13.31","$1.45","$27.00","-48.03","198","$2636.34"
"Kon Knueppel 2025 Topps Chrome #SF-24 Sleek Finishers","Raw","-2.67","-$0.19","$7.19","$7.00 (03/30/2026)","$6.26","$0.99","$22.50","-8.37","197","$1233.35"
"Cooper Flagg 2025 Topps Chrome #251 Red White & Blue Refractor","Raw","-2.88","-$5.25","$182.31","$177.06 (03/29/2026)","$164.19","$25.00","$251.00","-27.94","196","$32181.88"
"Cooper Flagg 2025 Topps Chrome #YQ-1 Youthquake","Raw","-19.50","-$2.91","$14.91","$12.00 (03/30/2026)","$10.95","$1.29","$25.16","-36.30","193","$2113.76"
"Stephen Curry 2025 Topps Chrome #201 Refractor","Raw","18.83","$1.25","$6.62","$7.87 (03/30/2026)","$6.84","$0.99","$21.50","-43.53","192","$1313.46"
"Cooper Flagg 2025 Topps Chrome #VS-6 Voices","Raw","-5.77","-$0.71","$12.24","$11.53 (03/30/2026)","$10.46","$0.99","$20.85","-43.20","192","$2007.41"
"Kon Knueppel 2025 Topps Chrome #INS-14 Instinct","Raw","-4.45","-$0.38","$8.48","$8.10 (03/30/2026)","$9.03","$2.24","$25.00","-17.62","187","$1688.74"
"Kon Knueppel 2025 Topps Chrome #D-4 Destiny","Raw","66.63","$5.46","$8.20","$13.66 (03/30/2026)","$9.54","$0.99","$24.57","-22.27","185","$1764.96"
"Bam Adebayo 2017 Prizm #51 Base","Raw","1340.00","$16.75","$1.25","$18.00 (03/29/2026)","$7.33","$0.99","$75.00","1441.67","185","$1355.17"
"Cedric Coward 2025 Topps Chrome #261 X-Fractor","Raw","4.06","$0.25","$6.09","$6.33 (03/30/2026)","$7.30","$0.99","$18.00","-60.50","175","$1277.62"
"LeBron James 2020 Prizm #1 Base","Raw","12.99","$0.86","$6.64","$7.50 (03/30/2026)","$7.30","$0.99","$20.00","-2.82","172","$1255.55"
"Kon Knueppel 2025 Topps Chrome #VS-9 Voices","Raw","10.42","$0.55","$5.28","$5.83 (03/29/2026)","$5.50","$0.99","$24.95","4.27","171","$940.41"
"Kon Knueppel 2025 Topps Chrome #YQ-4 Youthquake","Raw","90.05","$3.32","$3.68","$7.00 (03/30/2026)","$5.78","$0.99","$24.95","-12.50","168","$971.58"
"Cade Cunningham 2021 Prizm #282 Base","Raw","-21.36","-$1.14","$5.34","$4.20 (03/30/2026)","$5.57","$0.99","$20.50","-30.00","161","$896.92"
"Maxime Raynaud 2025 Topps Chrome #293 Refractor","Raw","190.98","$3.44","$1.80","$5.25 (03/30/2026)","$4.91","$0.99","$18.27","48.57","156","$765.91"
"Shai Gilgeous-Alexander 2018 Donruss #162 Base","Raw","4.87","$1.14","$23.50","$24.64 (03/30/2026)","$21.77","$1.00","$42.00","17.69","153","$3330.21"
"Victor Wembanyama 2025 Topps Chrome #221 Red White & Blue Refractor","Raw","104.91","$9.26","$8.83","$18.09 (03/30/2026)","$9.88","$1.25","$20.50","-4.49","149","$1471.89"
"Dylan Harper 2025 Topps Chrome #D-2 Destiny","Raw","-31.25","-$0.63","$2.00","$1.38 (03/30/2026)","$2.89","$0.99","$15.00","78.31","148","$427.05"
"Cedric Coward 2025 Topps Chrome #261 Refractor","Raw","9.87","$0.63","$6.33","$6.96 (03/30/2026)","$5.61","$0.99","$17.05","-30.84","148","$830.61"
"Cooper Flagg 2025 Topps Chrome #TT-16 Tall Tales","Raw","-6.61","-$1.06","$16.07","$15.01 (03/29/2026)","$18.32","$7.82","$37.00","-45.32","146","$2674.63"
"VJ Edgecombe 2025 Topps Chrome #253 Red White & Blue Refractor","Raw","0.56","$0.11","$20.58","$20.70 (03/30/2026)","$19.64","$0.99","$32.99","-28.43","146","$2868.12"
"Dylan Harper 2025 Topps Chrome #252 Red White & Blue Refractor","Raw","56.02","$5.39","$9.61","$15.00 (03/30/2026)","$12.17","$3.25","$47.00","-22.04","145","$1764.93"
"Victor Wembanyama 2023 Prizm #1 Deep Space","Raw","41.74","$1.75","$4.20","$5.95 (03/30/2026)","$6.67","$0.99","$24.95","78.75","143","$953.42"
"Cooper Flagg 2025 Topps Chrome #251 RayWave Refractor","Raw","-27.75","-$55.25","$199.12","$143.88 (03/30/2026)","$157.17","$71.00","$217.50","-12.42","141","$22160.61"
"Kon Knueppel 2025 Topps Chrome #254 RayWave Refractor","Raw","4.18","$2.62","$62.63","$65.25 (03/30/2026)","$70.68","$19.99","$111.00","-12.50","140","$9895.06"
"Cooper Flagg 2025 Topps Chrome #XW-8 Xs & Whoas","Raw","-1.41","-$0.24","$16.74","$16.50 (03/30/2026)","$16.63","$4.25","$28.00","-51.90","139","$2311.98"
"LeBron James 2024 Prizm #130 Base","Raw","56.62","$0.62","$1.09","$1.72 (03/30/2026)","$2.35","$0.99","$15.50","18.80","139","$326.63"
"Derik Queen 2025 Topps Chrome #263 X-Fractor","Raw","-24.59","-$1.98","$8.06","$6.08 (03/30/2026)","$7.86","$1.50","$21.50","-66.98","139","$1092.71"
"VJ Edgecombe 2025 Topps Chrome #SY-13 Serenity","Raw","27.94","$0.64","$2.30","$2.94 (03/30/2026)","$2.90","$0.99","$14.91","-39.82","136","$394.48"
"Maxime Raynaud 2025 Topps Chrome #293 X-Fractor","Raw","217.38","$7.60","$3.50","$11.09 (03/29/2026)","$6.39","$0.99","$20.00","-19.64","135","$863.06"
"Shai Gilgeous-Alexander 2018 Prizm #184 Base","Raw","14.80","$3.65","$24.68","$28.33 (03/30/2026)","$31.68","$10.50","$56.00","34.00","134","$4245.11"
"Kon Knueppel 2025 Topps Chrome #254 Prism Refractor","Raw","-9.24","-$6.51","$70.46","$63.95 (03/30/2026)","$78.02","$30.00","$142.50","1.52","134","$10454.77"
"Jeremiah Fears 2025 Topps Chrome #257 X-Fractor","Raw","14.62","$0.80","$5.50","$6.31 (03/30/2026)","$6.20","$0.99","$18.50","-50.78","126","$781.37"
"Ace Bailey 2025 Topps Chrome #255 Red White & Blue Refractor","Raw","99.50","$3.49","$3.51","$7.00 (03/30/2026)","$6.38","$0.99","$21.39","13.64","125","$797.81"
"Bam Adebayo 2017 Optic #187 Shock","Raw","-88.66","-$9.78","$11.03","$1.25 (03/29/2026)","$10.43","$0.99","$39.99","1018.18","123","$1283.47"
"Derik Queen 2025 Topps Chrome #263 Refractor","Raw","-25.47","-$1.90","$7.45","$5.55 (03/30/2026)","$6.08","$0.99","$19.60","-53.99","121","$736.12"
"Jeremiah Fears 2025 Topps Chrome #257 Refractor","Raw","-31.49","-$2.60","$8.27","$5.66 (03/30/2026)","$5.39","$0.99","$24.00","-17.93","119","$641.17"
"VJ Edgecombe 2025 Topps Chrome #AC-13 Activators","Raw","151.61","$2.36","$1.55","$3.91 (03/30/2026)","$2.48","$0.99","$10.54","-13.14","119","$295.52"
"Anthony Edwards 2020 Donruss #201 Base","Raw","-19.17","-$0.71","$3.71","$3.00 (03/30/2026)","$4.16","$0.99","$23.00","-2.48","118","$491.43"
"Anthony Edwards 2020 Optic #151 Base","Raw","-22.75","-$1.30","$5.71","$4.41 (03/30/2026)","$5.24","$0.99","$20.00","-12.03","117","$612.96"
"Cooper Flagg 2025 Topps Chrome #GR-1 Generation Rising","Raw","13.78","$1.88","$13.62","$15.50 (03/30/2026)","$13.24","$1.77","$24.99","-42.08","117","$1549.01"
"Ryan Kalkbrenner 2025 Topps Chrome #284 Refractor","Raw","-74.51","-$7.54","$10.12","$2.58 (03/29/2026)","$2.24","$0.99","$10.12","103.51","116","$259.41"
"Dylan Harper 2025 Topps Chrome #SY-12 Serenity","Raw","-44.13","-$0.79","$1.79","$1.00 (03/30/2026)","$1.90","$0.99","$11.99","-20.00","116","$220.34"
"Cade Cunningham 2021 Optic #161 Base","Raw","-14.08","-$0.43","$3.06","$2.63 (03/30/2026)","$2.73","$0.99","$12.50","-27.27","112","$305.36"
"Stephon Castle 2024 Prizm #234 Base","Raw","-14.84","-$0.25","$1.68","$1.44 (03/30/2026)","$2.37","$0.99","$17.00","-12.00","110","$260.87"
"VJ Edgecombe 2025 Topps Chrome #GT-18 Go Time","Raw","85.95","$1.73","$2.01","$3.74 (03/30/2026)","$2.34","$0.99","$10.00","-34.34","109","$254.60"
"Cooper Flagg 2025 Topps Chrome #251 Prism Refractor","Raw","3.39","$6.08","$179.42","$185.50 (03/30/2026)","$165.16","$85.00","$300.00","-22.63","106","$17506.45"
"Matas Buzelis 2024 Prizm #252 Silver","Raw","23.08","$3.75","$16.25","$20.00 (03/30/2026)","$15.42","$0.99","$26.99","61.54","105","$1619.41"
"Kon Knueppel 2025 Topps Chrome #XW-10 Xs & Whoas","Raw","-3.32","-$0.30","$8.97","$8.67 (03/30/2026)","$9.92","$2.00","$21.00","-31.58","104","$1031.18"
"Stephon Castle 2024 Prizm #234 Silver","Raw","-5.62","-$2.54","$45.21","$42.67 (03/30/2026)","$43.49","$20.00","$76.00","-20.31","102","$4436.13"
"Victor Wembanyama 2025 Topps Chrome #221 Prism Refractor","Raw","168.98","$11.93","$7.06","$18.99 (03/30/2026)","$9.29","$0.99","$26.00","56.92","102","$947.96"
"Victor Wembanyama 2023 Prizm #12 Emergent","Raw","-26.38","-$1.25","$4.75","$3.50 (03/30/2026)","$4.81","$0.99","$19.99","78.95","102","$490.56"
"Cooper Flagg 2025 Topps Chrome #SY-11 Serenity - Refractor","Raw","-19.63","-$10.67","$54.33","$43.66 (03/30/2026)","$50.35","$12.97","$86.00","-17.74","102","$5135.46"
"Dylan Harper 2025 Topps Chrome #252 Prism Refractor","Raw","265.27","$16.15","$6.09","$22.24 (03/30/2026)","$13.13","$1.25","$24.99","10.99","101","$1326.44"
"Tre Johnson III 2025 Topps Chrome #256 Refractor","Raw","20.40","$0.91","$4.48","$5.40 (03/30/2026)","$4.75","$0.99","$17.21","-36.77","98","$465.28"
"Jayson Tatum 2017 Donruss #198 Base","Raw","-50.49","-$8.67","$17.17","$8.50 (03/30/2026)","$14.15","$5.50","$26.00","38.03","98","$1386.83"
"Cooper Flagg 2025 Topps Chrome #GT-16 Go Time - Refractor","Raw","9.99","$4.54","$45.45","$49.99 (03/30/2026)","$43.83","$21.97","$72.00","2.08","98","$4295.22"
"Cooper Flagg 2025 Topps Chrome #LD-11 Loading","Raw","23.21","$2.82","$12.17","$14.99 (03/29/2026)","$12.51","$2.99","$26.00","-34.46","97","$1213.51"
"Cooper Flagg 2025 Topps Chrome #BD-21 Ball of Duty - Refractor","Raw","29.75","$14.51","$48.77","$63.27 (03/30/2026)","$53.32","$26.00","$85.00","-25.95","97","$5171.62"
"Victor Wembanyama 2023 Optic #2 White Hot Rookies","Raw","-48.57","-$4.25","$8.75","$4.50 (03/30/2026)","$7.05","$0.99","$22.00","34.72","97","$684.32"
"LeBron James 2025 Topps Chrome #127 Red White & Blue Refractor","Raw","41.98","$1.97","$4.70","$6.67 (03/30/2026)","$5.34","$0.99","$15.50","-25.20","95","$507.23"
"Dylan Harper 2025 Topps Chrome #AC-12 Activators","Raw","30.82","$0.57","$1.86","$2.43 (03/29/2026)","$2.00","$0.99","$7.01","-4.04","95","$190.22"
"Tre Johnson III 2025 Topps Chrome #256 X-Fractor","Raw","-42.65","-$2.42","$5.67","$3.25 (03/30/2026)","$4.99","$0.99","$15.50","-56.40","92","$458.94"
"Kon Knueppel 2025 Topps Chrome #254 Pulsar Refractor","Raw","23.45","$18.41","$78.50","$96.91 (03/30/2026)","$78.97","$19.99","$155.50","-14.95","91","$7186.10"
"Victor Wembanyama 2023 Prizm #2 Global Reach","Raw","-11.25","-$0.51","$4.56","$4.04 (03/30/2026)","$4.80","$0.99","$14.99","63.64","90","$432.24"
"Cooper Flagg 2025 Topps Chrome #AC-11 Activators - Refractor","Raw","-38.17","-$15.25","$39.95","$24.70 (03/30/2026)","$31.34","$15.50","$54.05","-8.16","90","$2820.91"
"Victor Wembanyama 2023 Donruss #1 Magicians","Raw","-39.27","-$4.12","$10.50","$6.38 (03/30/2026)","$5.99","$0.99","$24.00","50.00","90","$538.75"
"Kon Knueppel 2025 Topps Chrome #GR-4 Generation Rising","Raw","-6.00","-$0.61","$10.16","$9.55 (03/30/2026)","$8.31","$0.99","$21.00","-23.28","89","$739.21"
"Tyrese Maxey 2020 Prizm #256 Base","Raw","-35.51","-$1.79","$5.05","$3.26 (03/30/2026)","$2.98","$0.99","$12.50","-2.25","87","$259.00"
"Victor Wembanyama 2023 Donruss #1 The Rookies","Raw","-7.60","-$0.38","$5.00","$4.62 (03/30/2026)","$5.90","$0.99","$20.00","31.82","87","$513.56"
"VJ Edgecombe 2025 Topps Chrome #253 Prism Refractor","Raw","-23.51","-$5.00","$21.25","$16.25 (03/30/2026)","$18.70","$8.58","$36.70","7.50","86","$1608.07"
"Victor Wembanyama 2023 Prizm #3 Instant Impact","Raw","21.95","$1.08","$4.92","$6.00 (03/30/2026)","$7.04","$1.25","$22.50","-11.46","85","$598.38"
"Dylan Harper 2025 Topps Chrome #252 RayWave Refractor","Raw","9.00","$1.05","$11.69","$12.75 (03/30/2026)","$12.74","$4.13","$22.27","9.09","84","$1069.91"
"Derik Queen 2025 Topps Chrome #263 Base","Raw","-18.86","-$0.31","$1.64","$1.33 (03/30/2026)","$2.05","$0.99","$13.50","-31.36","81","$165.91"
"Noa Essengue 2025 Topps Chrome #262 Refractor","Raw","-1.00","-$0.01","$1.00","$0.99 (03/30/2026)","$1.62","$0.99","$6.00","53.85","80","$129.30"
"Cooper Flagg 2025 Topps Chrome #FAN-21 Fanatical","Raw","-6.84","-$12.84","$187.84","$175.00 (03/29/2026)","$190.41","$136.50","$250.00","-34.71","79","$15042.29"
"Victor Wembanyama 2023 Optic #8 Express Lane","Raw","2.39","$0.08","$3.41","$3.50 (03/30/2026)","$5.91","$1.00","$19.99","51.92","79","$466.67"
"Cade Cunningham 2021 Donruss #211 Base","Raw","50.93","$0.82","$1.62","$2.45 (03/30/2026)","$2.52","$0.99","$17.99","-42.86","76","$191.86"
"LaMelo Ball 2020 Prizm #278 Base","Raw","32.79","$0.40","$1.22","$1.62 (03/30/2026)","$2.65","$0.99","$19.99","-2.60","75","$198.61"
"Victor Wembanyama 2023 Donruss #10 Great X-Pectations","Raw","-4.79","-$0.24","$5.04","$4.80 (03/30/2026)","$5.70","$0.99","$20.00","25.00","75","$427.39"
"Dylan Harper 2025 Topps Chrome #BD-22 Ball of Duty","Raw","11.93","$0.17","$1.41","$1.58 (03/30/2026)","$1.74","$0.99","$10.50","-32.43","75","$130.22"
"Stephen Curry 2025 Topps Chrome #201 Red White & Blue Refractor","Raw","23.45","$1.05","$4.50","$5.55 (03/30/2026)","$5.44","$0.99","$15.50","-42.64","74","$402.74"
"Stephon Castle 2024 Optic #254 Base","Raw","48.51","$0.79","$1.63","$2.41 (03/30/2026)","$1.89","$0.99","$8.00","-29.13","73","$137.83"
"VJ Edgecombe 2025 Topps Chrome #D-3 Destiny","Raw","120.09","$4.64","$3.87","$8.51 (03/30/2026)","$2.91","$0.99","$16.65","-26.53","72","$209.21"
"Jalen Brunson 2018 Prizm #250 Base","Raw","60.76","$2.70","$4.45","$7.15 (03/30/2026)","$6.64","$0.99","$20.00","-23.66","71","$471.15"
"Victor Wembanyama 2024 Prizm #172 Silver","Raw","-44.24","-$4.56","$10.31","$5.75 (03/30/2026)","$7.34","$0.99","$20.88","-1.39","71","$521.14"
"VJ Edgecombe 2025 Topps Chrome #INS-13 Instinct","Raw","129.73","$4.28","$3.30","$7.57 (03/30/2026)","$3.24","$0.99","$17.22","-39.32","71","$229.98"
"Victor Wembanyama 2023 Optic #6 Splash!","Raw","-54.24","-$3.26","$6.01","$2.75 (03/30/2026)","$6.56","$0.99","$23.00","-11.39","70","$459.06"
"Ryan Kalkbrenner 2025 Topps Chrome #284 X-Fractor","Raw","-27.18","-$0.56","$2.06","$1.50 (03/30/2026)","$1.78","$0.99","$5.00","-27.08","70","$124.57"
"Dylan Harper 2025 Topps Chrome #GT-17 Go Time","Raw","-62.74","-$2.10","$3.35","$1.25 (03/30/2026)","$2.48","$0.99","$11.00","-20.69","69","$171.02"
"Austin Reaves 2021 Prizm #165 Base","Raw","17.06","$0.51","$2.99","$3.50 (03/30/2026)","$2.60","$0.99","$11.95","35.29","69","$179.12"
"Kobe Bryant 2018 Prizm #15 Base","Raw","-46.28","-$4.95","$10.70","$5.75 (03/30/2026)","$6.98","$0.99","$20.00","32.69","69","$481.65"
"Dylan Harper 2025 Topps Chrome #TCAR-DH Chrome Rookie Autographs","Raw","29.55","$62.16","$210.33","$272.50 (03/30/2026)","$209.68","$150.00","$299.99","91.67","69","$14467.61"
"Kon Knueppel 2025 Topps Chrome #FAN-24 Fanatical","Raw","34.53","$31.12","$90.13","$121.25 (03/30/2026)","$111.47","$67.00","$150.00","-35.24","68","$7579.92"
"Victor Wembanyama 2023 Donruss #29 Franchise Features","Raw","-77.00","-$9.63","$12.50","$2.88 (03/30/2026)","$3.95","$1.00","$23.00","15.25","68","$268.80"
"Dylan Harper 2025 Topps Chrome #INS-12 Instinct","Raw","19.76","$0.42","$2.13","$2.54 (03/30/2026)","$2.79","$0.99","$15.00","-22.73","68","$189.48"
"Maxime Raynaud 2025 Topps Chrome #293 Red White & Blue Refractor","Raw","-30.06","-$1.50","$4.99","$3.49 (03/29/2026)","$4.42","$0.99","$22.39","109.38","67","$296.46"
"Kon Knueppel 2025 Topps Chrome #LD-13 Loading","Raw","175.00","$12.25","$7.00","$19.25 (03/29/2026)","$7.77","$1.29","$23.50","-27.17","67","$520.82"
"Stephon Castle 2024 Optic #254 Holo","Raw","31.33","$4.23","$13.50","$17.73 (03/30/2026)","$15.26","$0.99","$29.29","-16.25","67","$1022.46"
"Maxime Raynaud 2025 Topps Chrome #TCAR-MR Chrome Rookie Autographs","Raw","54.20","$9.96","$18.38","$28.33 (03/30/2026)","$29.83","$13.50","$60.50","-14.10","67","$1998.91"
"Victor Wembanyama 2025 Topps Chrome #221 RayWave Refractor","Raw","1263.64","$12.51","$0.99","$13.50 (03/30/2026)","$9.84","$0.99","$24.57","-19.51","66","$649.53"
"Kobe Bryant 2019 Prizm #8 Base","Raw","-25.88","-$2.51","$9.70","$7.19 (03/30/2026)","$7.52","$0.99","$20.00","3.13","66","$496.00"
"Walter Clayton Jr. 2025 Topps Chrome #268 X-Fractor","Raw","-16.25","-$0.29","$1.79","$1.50 (03/30/2026)","$2.04","$0.99","$9.75","-48.82","65","$132.60"
"Shai Gilgeous-Alexander 2018 Optic #162 Base","Raw","8.50","$1.88","$22.11","$23.99 (03/30/2026)","$26.26","$12.00","$44.99","38.30","65","$1707.16"
"VJ Edgecombe 2025 Topps Chrome #253 RayWave Refractor","Raw","-9.04","-$1.72","$19.05","$17.33 (03/30/2026)","$16.50","$6.50","$28.00","-12.16","65","$1072.59"
"LaMelo Ball 2020 Optic #153 Base","Raw","-39.02","-$0.64","$1.64","$1.00 (03/30/2026)","$2.50","$0.99","$18.27","32.65","65","$162.56"
"Donovan Mitchell 2017 Donruss #188 Base","Raw","-58.44","-$3.16","$5.41","$2.25 (03/30/2026)","$3.81","$0.99","$15.00","14.29","64","$243.62"
"Victor Wembanyama 2023 Select #87 Concourse Blue Prizm","Raw","-39.76","-$4.99","$12.55","$7.56 (03/30/2026)","$11.51","$3.25","$24.08","4.92","64","$736.81"
"Anthony Edwards 2020 Select #61 Concourse Blue Retail","Raw","-46.78","-$3.05","$6.52","$3.47 (03/30/2026)","$4.31","$1.04","$20.51","0.00","63","$271.24"
"Ace Bailey 2025 Topps Chrome #255 Prism Refractor","Raw","143.42","$7.96","$5.55","$13.51 (03/30/2026)","$8.17","$0.99","$15.25","34.04","63","$514.93"
"Kon Knueppel 2025 Topps Chrome #254 Basketball Refractor","Raw","-15.61","-$22.25","$142.50","$120.25 (03/28/2026)","$132.34","$79.99","$191.27","40.00","63","$8337.35"
"Ace Bailey 2025 Topps Chrome #D-5 Destiny","Raw","3.19","$0.06","$1.88","$1.94 (03/30/2026)","$1.77","$0.99","$8.50","28.57","63","$111.55"
"Jared McCain 2024 Prizm #222 Silver","Raw","41.97","$3.35","$7.99","$11.34 (03/30/2026)","$9.09","$1.25","$20.00","-4.55","63","$572.68"
"Collin Murray-Boyles 2025 Topps Chrome #259 X-Fractor","Raw","-8.40","-$0.14","$1.63","$1.49 (03/30/2026)","$1.99","$0.99","$5.00","-21.25","63","$125.44"
