Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Cade Cunningham 2021 Optic #161 Blue Velocity","Raw","90.45","$13.12","$14.50","$27.62 (02/22/2026)","$20.32","$11.50","$35.88","16.22","43","$873.96"
"Victor Wembanyama 2023 Select #121 Premier Level Blue Retail","PSA 10","-1.96","-$1.17","$59.50","$58.33 (02/22/2026)","$62.34","$47.00","$100.00","19.44","43","$2680.69"
"Victor Wembanyama 2023 Mosaic #8 Thunder Road","Raw","405.05","$4.01","$0.99","$5.00 (02/23/2026)","$5.03","$0.99","$15.51","38.71","43","$216.48"
"Victor Wembanyama 2023 Optic #6 Splash! - Purple","Raw","44.81","$3.71","$8.28","$11.99 (02/23/2026)","$11.95","$2.56","$19.95","43.33","43","$513.88"
"Luka Doncic 2018 Prizm #280 Base","PSA 9","-10.90","-$8.57","$78.57","$70.00 (02/23/2026)","$79.13","$43.29","$105.00","7.50","43","$3402.74"
"Victor Wembanyama 2023 Optic #225 Base","PSA 10","5.72","$3.95","$69.00","$72.95 (02/23/2026)","$73.48","$55.12","$90.00","-25.00","42","$3086.31"
"Stephon Castle 2024 Prizm #234 Pink Ice","Raw","-16.72","-$1.21","$7.26","$6.05 (02/23/2026)","$11.44","$4.25","$21.50","-42.86","40","$457.44"
"Anthony Edwards 2020 Prizm #258 Silver","Raw","-22.17","-$46.00","$207.50","$161.50 (02/23/2026)","$162.71","$113.07","$207.50","-14.89","40","$6508.38"
"Victor Wembanyama 2024 Prizm #9 Global Reach - Silver","Raw","91.99","$2.87","$3.12","$5.99 (02/22/2026)","$2.89","$0.99","$12.50","2.56","40","$115.60"
"Anthony Edwards 2020 Select #61 Concourse","Raw","-22.34","-$0.94","$4.19","$3.25 (02/23/2026)","$5.45","$0.99","$19.25","33.33","40","$217.96"
"LeBron James 2024 Optic #3 My House - Purple","Raw","-50.50","-$1.01","$2.00","$0.99 (02/22/2026)","$2.62","$0.99","$5.00","-9.30","39","$102.25"
"Stephon Castle 2024 Optic #6 White Hot Rookies","Raw","59.24","$0.93","$1.57","$2.50 (02/23/2026)","$1.68","$0.99","$5.50","11.43","39","$65.55"
"Shai Gilgeous-Alexander 2018 Prizm #184 Base","PSA 10","11.63","$19.28","$165.72","$185.00 (02/19/2026)","$175.69","$145.00","$250.00","-4.88","39","$6852.05"
"Victor Wembanyama 2024 Prizm #2 Deep Space - Silver","Raw","31.15","$0.95","$3.05","$4.00 (02/23/2026)","$2.77","$0.99","$10.50","2.63","39","$108.03"
"LeBron James 2024 Prizm #130 Red Ice","Raw","16.67","$2.50","$15.00","$17.50 (02/23/2026)","$15.12","$3.25","$20.50","35.71","38","$574.65"
"Victor Wembanyama 2023 Select #121 Premier Level Blue Retail","Raw","0.51","$0.04","$8.45","$8.50 (02/23/2026)","$8.94","$0.99","$16.50","-29.63","38","$339.80"
"Victor Wembanyama 2023 Prizm #3 Instant Impact","PSA 10","37.25","$19.00","$51.00","$70.00 (02/23/2026)","$54.39","$41.13","$72.00","-39.68","38","$2066.74"
"Victor Wembanyama 2023 Optic #6 Splash! - Holo","Raw","-4.00","-$0.50","$12.50","$12.00 (02/21/2026)","$13.37","$3.25","$22.99","32.14","37","$494.73"
"Stephon Castle 2024 Optic #16 My House","Raw","-60.98","-$1.82","$2.99","$1.17 (02/23/2026)","$1.70","$0.99","$10.00","94.74","37","$62.80"
"LeBron James 2020 Prizm #1 Silver","Raw","34.67","$24.44","$70.50","$94.94 (02/22/2026)","$74.41","$44.00","$123.88","12.50","36","$2678.76"
"Victor Wembanyama 2023 Optic #6 My House - Purple","Raw","22.19","$2.45","$11.05","$13.50 (02/23/2026)","$12.65","$2.25","$20.00","0.00","36","$455.54"
"LeBron James 2024 Prizm #130 Ice","Raw","76.19","$8.00","$10.50","$18.50 (02/21/2026)","$16.41","$6.50","$25.00","-7.69","36","$590.64"
"Stephon Castle 2024 Select #72 Concourse Blue Cracked Ice","Raw","81.82","$4.50","$5.50","$10.00 (02/23/2026)","$4.01","$0.99","$10.00","0.00","35","$140.18"
"Stephon Castle 2024 Optic #6 White Hot Rookies - Holo","Raw","10.65","$0.19","$1.81","$2.00 (02/23/2026)","$2.53","$0.99","$6.99","-10.53","34","$86.07"
"Victor Wembanyama 2023 Mosaic #12 Epic Performers - Green","Raw","-35.48","-$5.50","$15.50","$10.00 (02/23/2026)","$12.14","$4.25","$27.00","6.25","34","$412.68"
"Stephon Castle 2024 Prizm #234 Ice","Raw","120.59","$10.25","$8.50","$18.75 (02/22/2026)","$15.62","$8.50","$25.00","-21.43","33","$515.32"
"Cade Cunningham 2021 Select #11 Concourse Blue Shimmer","Raw","7.69","$0.50","$6.50","$7.00 (02/23/2026)","$6.48","$1.04","$19.99","3.13","33","$213.95"
"LeBron James 2019 Prizm #129 Base","PSA 10","35.08","$6.49","$18.50","$24.99 (02/23/2026)","$25.14","$15.00","$43.20","18.52","32","$804.55"
"Victor Wembanyama 2023 Prizm #136 Pink Ice","PSA 10","2.76","$11.01","$398.99","$410.00 (02/23/2026)","$419.83","$295.00","$595.00","-27.27","32","$13434.43"
"Cade Cunningham 2021 Prizm #282 Green","Raw","-42.31","-$11.00","$26.00","$15.00 (02/22/2026)","$19.20","$5.93","$35.00","-25.58","32","$614.35"
"Luka Doncic 2018 Optic #177 Base","PSA 10","4.67","$7.00","$150.00","$157.00 (02/23/2026)","$149.62","$126.00","$177.99","0.00","31","$4638.13"
"LeBron James 2024 Prizm #14 Dominance - Silver","Raw","0.00","$0.00","$0.99","$0.99 (02/23/2026)","$2.02","$0.99","$6.80","0.00","31","$62.70"
"Victor Wembanyama 2024 Prizm #172 Base","Raw","-30.65","-$0.61","$1.99","$1.38 (02/21/2026)","$3.20","$0.99","$22.50","40.91","31","$99.27"
"Stephon Castle 2024 Optic #16 My House - Holo","Raw","-6.04","-$0.13","$2.13","$2.00 (02/23/2026)","$2.45","$1.00","$5.00","-6.06","31","$76.04"
"Stephon Castle 2024 Optic #14 Splash! - Holo","Raw","-43.43","-$0.76","$1.75","$0.99 (02/23/2026)","$2.25","$0.99","$6.50","-20.51","31","$69.85"
"Victor Wembanyama 2023 Optic #225 Base","PSA 9","14.94","$2.99","$20.01","$23.00 (02/23/2026)","$23.15","$17.00","$37.95","57.89","30","$694.39"
"Stephon Castle 2024 Select #72 Concourse Silver","Raw","178.71","$6.38","$3.57","$9.95 (02/23/2026)","$4.63","$0.99","$14.98","-18.92","30","$138.87"
"Anthony Edwards 2020 Prizm #1 Instant Impact","Raw","-82.88","-$4.84","$5.84","$1.00 (02/22/2026)","$3.72","$0.99","$15.00","11.11","30","$111.63"
"Victor Wembanyama 2023 Select #87 Concourse Blue Cracked Ice","PSA 10","-2.01","-$2.43","$120.93","$118.50 (02/22/2026)","$130.51","$96.00","$195.20","30.43","30","$3915.31"
"Cade Cunningham 2021 Select #11 Concourse","Raw","9.17","$0.14","$1.49","$1.63 (02/22/2026)","$1.83","$0.99","$6.37","100.00","30","$54.98"
"Victor Wembanyama 2024 Prizm #172 Green","Raw","73.88","$1.81","$2.45","$4.26 (02/23/2026)","$2.97","$0.99","$4.99","36.36","30","$88.95"
"Victor Wembanyama 2023 Mosaic #8 Thunder Road - Green","Raw","424.62","$13.80","$3.25","$17.05 (02/23/2026)","$13.62","$3.25","$23.50","-39.58","29","$394.84"
"Victor Wembanyama 2023 Mosaic #12 Give and Go - Green","Raw","-5.43","-$0.60","$11.10","$10.50 (02/23/2026)","$10.69","$5.00","$18.68","0.00","29","$309.89"
"Stephon Castle 2024 Optic #6 White Hot Rookies - Purple","Raw","112.12","$1.11","$0.99","$2.10 (02/23/2026)","$2.24","$0.99","$6.50","11.54","29","$65.05"
"Stephon Castle 2024 Optic #1 Express Lane - Purple","Raw","56.31","$0.92","$1.63","$2.54 (02/23/2026)","$2.07","$0.99","$6.50","26.09","29","$59.99"
"Cade Cunningham 2021 Optic #161 Purple","Raw","39.68","$4.66","$11.75","$16.41 (02/23/2026)","$13.42","$5.50","$24.50","7.69","28","$375.81"
"Victor Wembanyama 2023 Mosaic #18 Elevate","Raw","3.13","$0.13","$4.00","$4.13 (02/21/2026)","$6.18","$0.99","$20.00","-3.45","28","$173.01"
"Victor Wembanyama 2024 Mosaic #288 City Edition - Silver","Raw","266.67","$2.64","$0.99","$3.63 (02/23/2026)","$2.76","$0.99","$4.26","55.56","28","$77.24"
"Cade Cunningham 2021 Optic #161 Holo","Raw","223.53","$19.00","$8.50","$27.50 (02/23/2026)","$24.89","$8.50","$40.00","0.00","28","$696.90"
"Stephon Castle 2024 Prizm #234 Red Ice","Raw","-56.14","-$8.00","$14.25","$6.25 (02/22/2026)","$13.04","$6.00","$18.00","-9.68","28","$365.10"
"Victor Wembanyama 2024 Prizm #2 Deep Space","Raw","1.01","$0.01","$0.99","$1.00 (02/23/2026)","$1.36","$0.97","$5.50","12.50","27","$36.76"
"Victor Wembanyama 2023 Prizm #136 Silver","PSA 9","9.76","$50.25","$515.00","$565.25 (02/17/2026)","$534.96","$420.00","$620.00","-22.86","27","$14443.88"
"Victor Wembanyama 2023 Mosaic #18 Elevate - Green","Raw","-7.84","-$1.00","$12.75","$11.75 (02/23/2026)","$13.25","$7.00","$21.71","-15.63","27","$357.86"
"Stephon Castle 2024 Optic #254 Purple","Raw","51.93","$1.88","$3.62","$5.50 (02/23/2026)","$5.97","$1.30","$14.99","-22.86","27","$161.26"
"Anthony Edwards 2020 Optic #151 Base","PSA 10","66.66","$27.61","$41.42","$69.03 (02/23/2026)","$54.97","$37.63","$72.00","-13.33","26","$1429.25"
"Victor Wembanyama 2023 Mosaic #12 Epic Performers","Raw","11.94","$0.36","$3.00","$3.36 (02/23/2026)","$4.45","$0.99","$18.60","18.18","26","$115.75"
"Victor Wembanyama 2023 Optic #6 My House - Holo","Raw","-45.65","-$9.24","$20.24","$11.00 (02/21/2026)","$16.19","$4.99","$33.35","-25.71","26","$420.88"
"Cade Cunningham 2021 Prizm #282 Base","PSA 10","65.84","$43.67","$66.33","$110.00 (02/23/2026)","$85.77","$52.81","$122.50","36.84","26","$2229.91"
"LeBron James 2014 Prizm #48 Base","Raw","-53.51","-$3.74","$6.99","$3.25 (02/23/2026)","$6.20","$2.25","$10.50","62.50","26","$161.22"
"Anthony Edwards 2020 Select #61 Concourse Silver","Raw","35.14","$6.50","$18.50","$25.00 (02/21/2026)","$16.29","$6.00","$25.00","188.89","26","$423.54"
"Victor Wembanyama 2024 Prizm #172 Ice","Raw","-28.00","-$0.70","$2.50","$1.80 (02/22/2026)","$5.36","$0.99","$12.50","-27.78","26","$139.29"
"Victor Wembanyama 2023 Mosaic #12 Give and Go","Raw","-50.21","-$3.03","$6.03","$3.00 (02/23/2026)","$3.54","$0.99","$7.50","-10.34","26","$91.98"
"Victor Wembanyama 2023 Select #87 Concourse Silver","PSA 10","7.71","$10.42","$135.17","$145.59 (02/23/2026)","$135.33","$51.00","$179.00","-3.85","25","$3383.36"
"Stephon Castle 2024 Optic #1 Express Lane - Holo","Raw","-29.18","-$0.72","$2.48","$1.76 (02/23/2026)","$1.90","$0.99","$6.50","38.89","25","$47.54"
"Victor Wembanyama 2024 Prizm #9 Global Reach","Raw","-40.89","-$2.06","$5.03","$2.97 (02/23/2026)","$2.13","$0.99","$8.04","0.00","25","$53.30"
"Victor Wembanyama 2023 Optic #8 Express Lane - Purple","Raw","87.13","$6.43","$7.38","$13.81 (02/22/2026)","$7.29","$0.99","$23.37","-32.43","25","$182.13"
"Victor Wembanyama 2023 Mosaic #3 Jam Masters - Green","Raw","-18.86","-$3.49","$18.50","$15.01 (02/22/2026)","$12.43","$5.99","$19.95","-13.79","25","$310.86"
"Stephon Castle 2024 Optic #12 Net Marvels","Raw","-16.71","-$1.17","$7.00","$5.83 (02/23/2026)","$4.65","$2.00","$9.15","-35.14","24","$111.50"
"Anthony Edwards 2020 Select #169 Premier Level Blue Retail","Raw","0.00","$0.00","$4.00","$4.00 (02/23/2026)","$3.47","$0.99","$7.00","41.18","24","$83.35"
"Victor Wembanyama 2023 Optic #2 White Hot Rookies - Holo","Raw","100.00","$13.00","$13.00","$26.00 (02/22/2026)","$12.78","$6.80","$26.00","14.29","24","$306.79"
"Stephon Castle 2024 Mosaic #267 NBA Debut - Silver","Raw","113.33","$2.55","$2.25","$4.80 (02/22/2026)","$3.49","$0.99","$8.45","50.00","24","$83.74"
"Luka Doncic 2024 Optic #14 My House - Purple","Raw","-21.70","-$0.34","$1.59","$1.25 (02/21/2026)","$1.75","$0.80","$3.50","0.00","24","$42.08"
"Cade Cunningham 2021 Mosaic #261 NBA Debut","Raw","-12.88","-$0.39","$2.99","$2.60 (02/23/2026)","$1.99","$0.99","$7.00","20.00","24","$47.76"
"Anthony Edwards 2020 Select #61 Concourse Blue Prizm","Raw","-65.23","-$7.94","$12.17","$4.23 (02/21/2026)","$9.08","$2.13","$20.00","84.62","24","$217.90"
"Luka Doncic 2019 Prizm #75 Base","PSA 10","-3.30","-$0.70","$21.20","$20.50 (02/22/2026)","$24.06","$15.01","$35.00","-4.00","24","$577.38"
"Stephon Castle 2024 Select #72 Concourse Blue Prizm","Raw","-80.48","-$4.74","$5.89","$1.15 (02/20/2026)","$2.02","$0.99","$5.89","-17.24","24","$48.38"
"Luka Doncic 2018 Optic #177 Base","PSA 9","-36.91","-$23.99","$64.99","$41.00 (02/23/2026)","$60.90","$41.00","$80.00","60.00","24","$1461.50"
"Victor Wembanyama 2023 Optic #225 Holo","Raw","89.37","$58.99","$66.01","$125.00 (02/23/2026)","$126.15","$66.01","$175.00","-7.69","24","$3027.57"
"Victor Wembanyama 2023 Select #87 Concourse Blue Cracked Ice","Raw","-47.23","-$24.61","$52.11","$27.50 (02/22/2026)","$37.77","$25.00","$63.32","-22.58","24","$906.55"
"Cade Cunningham 2021 Prizm #282 Ice","Raw","-27.68","-$7.75","$28.00","$20.25 (02/23/2026)","$25.44","$18.50","$45.00","-4.17","23","$585.13"
"Stephon Castle 2024 Prizm #234 Green","Raw","74.31","$4.83","$6.50","$11.33 (02/23/2026)","$10.12","$5.50","$18.00","-32.35","23","$232.86"
"Victor Wembanyama 2023 Prizm #136 Silver","Raw","-18.20","-$116.41","$639.75","$523.34 (02/22/2026)","$562.32","$335.00","$772.49","15.00","23","$12933.31"
"Stephon Castle 2024 Optic #14 Splash!","Raw","-42.86","-$0.75","$1.75","$1.00 (02/23/2026)","$1.76","$0.99","$5.50","-8.00","23","$40.41"
"Cade Cunningham 2021 Mosaic #203 Base","Raw","13.07","$0.26","$1.99","$2.25 (02/23/2026)","$2.00","$0.99","$4.79","43.75","23","$46.11"
"Victor Wembanyama 2024 Prizm #172 Orange Ice","Raw","28.43","$1.99","$7.00","$8.99 (02/20/2026)","$6.58","$0.99","$19.99","109.09","23","$151.33"
"Cade Cunningham 2021 Prizm #22 Emergent","Raw","-9.50","-$0.17","$1.79","$1.62 (02/22/2026)","$2.31","$0.99","$10.00","-18.52","22","$50.86"
"Cade Cunningham 2021 Select #11 Concourse Orange Flash","Raw","-20.63","-$1.30","$6.30","$5.00 (02/23/2026)","$6.56","$1.50","$12.00","-18.52","22","$144.35"
"Anthony Edwards 2020 Prizm #258 Silver","PSA 10","2.78","$25.00","$900.00","$925.00 (02/21/2026)","$924.95","$818.08","$1089.00","-38.89","22","$20348.86"
"Victor Wembanyama 2024 Prizm #7 Dominance","Raw","9.15","$0.15","$1.64","$1.79 (02/21/2026)","$3.10","$0.99","$24.57","-12.00","22","$68.16"
"Stephon Castle 2024 Prizm #29 Emergent - Silver","Raw","50.75","$0.51","$0.99","$1.50 (02/23/2026)","$1.66","$0.99","$4.00","-18.52","22","$36.54"
"Kobe Bryant 2019 Prizm #8 Base","PSA 10","156.75","$47.01","$29.99","$77.00 (02/21/2026)","$85.35","$29.99","$115.00","15.79","22","$1877.73"
"Victor Wembanyama 2023 Prizm #3 Instant Impact - Silver","Raw","-75.91","-$7.09","$9.34","$2.25 (02/22/2026)","$10.21","$2.25","$20.50","22.22","22","$224.66"
"Stephon Castle 2024 Prizm #4 Instant Impact - Silver","Raw","175.00","$3.50","$2.00","$5.50 (02/23/2026)","$1.88","$0.99","$5.50","-29.03","22","$41.35"
"Stephon Castle 2024 Select #175 Premier Level Blue Prizm","Raw","-66.89","-$2.00","$2.99","$0.99 (02/21/2026)","$2.07","$0.99","$3.99","144.44","22","$45.52"
"Cade Cunningham 2021 Prizm #1 Instant Impact","Raw","17.99","$0.26","$1.44","$1.71 (02/23/2026)","$1.66","$0.99","$3.49","15.79","22","$36.46"
"Victor Wembanyama 2023 Prizm #12 Emergent - Silver","Raw","-69.39","-$8.02","$11.56","$3.54 (02/22/2026)","$13.91","$3.25","$19.99","16.67","21","$292.13"
"Victor Wembanyama 2023 Prizm #2 Global Reach - Silver","Raw","3.65","$0.28","$7.63","$7.90 (02/21/2026)","$9.85","$0.99","$18.50","-50.00","21","$206.84"
"Shai Gilgeous-Alexander 2018 Prizm #184 Silver","Raw","-11.05","-$26.25","$237.50","$211.25 (02/22/2026)","$199.03","$123.50","$252.00","16.67","21","$4179.71"
