Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Jamal Murray 2016 Prestige #157 Base","Raw","0.00","$0.00","$1.99","$1.99 (04/30/2026)","$1.99","$1.99","$1.99","0.00","1","$1.99"
"Giannis Antetokounmpo 2020 Optic #2 My House! - Holo","Raw","0.00","$0.00","$1.00","$1.00 (04/25/2026)","$1.00","$1.00","$1.00","0.00","1","$1.00"
"Malik Beasley 2016 Optic #166 Blue","Raw","0.00","$0.00","$4.00","$4.00 (04/28/2026)","$4.00","$4.00","$4.00","0.00","1","$4.00"
"Josh Giddey 2021 Contenders #6 Draft Class Contenders","Raw","0.00","$0.00","$1.59","$1.59 (04/27/2026)","$1.59","$1.59","$1.59","-50.00","1","$1.59"
"Franz Wagner 2021 Contenders #8 Draft Class Contenders","Raw","0.00","$0.00","$1.67","$1.67 (04/19/2026)","$1.67","$1.67","$1.67","0.00","1","$1.67"
"Jalen Green 2021 Contenders #2 Rookie of the Year Contenders","Raw","0.00","$0.00","$2.25","$2.25 (04/17/2026)","$2.25","$2.25","$2.25","0.00","1","$2.25"
"Jamal Murray 2016 Optic #7 Rookie Kings - Holo","Raw","0.00","$0.00","$10.00","$10.00 (04/19/2026)","$10.00","$10.00","$10.00","0.00","1","$10.00"
"Jayson Tatum 2017 Chronicles #392 Limited","Raw","0.00","$0.00","$10.51","$10.51 (04/23/2026)","$10.51","$10.51","$10.51","0.00","1","$10.51"
"Jalen Green 2021 Optic #159 Checkerboard","Raw","0.00","$0.00","$0.99","$0.99 (04/22/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Jaden Ivey 2022 Contenders Optic #10 Optic Illusion - Green Pulsar","Raw","0.00","$0.00","$1.51","$1.51 (04/17/2026)","$1.51","$1.51","$1.51","0.00","1","$1.51"
"Luka Doncic 2020 Donruss #13 Choice Blue","Raw","0.00","$0.00","$8.50","$8.50 (04/19/2026)","$8.50","$8.50","$8.50","0.00","1","$8.50"
"Jaden McDaniels 2020 Optic #178 Hyper Pink","Raw","0.00","$0.00","$0.99","$0.99 (04/20/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Payton Pritchard 2020 Optic #176 Purple Shock","Raw","0.00","$0.00","$4.00","$4.00 (04/27/2026)","$4.00","$4.00","$4.00","0.00","1","$4.00"
"LeBron James 2019 Donruss #2 Crunch Time - Press Proof","Raw","0.00","$0.00","$2.25","$2.25 (04/19/2026)","$2.25","$2.25","$2.25","0.00","1","$2.25"
"Theo Maledon 2020 Optic #184 Orange","Raw","0.00","$0.00","$1.50","$1.50 (04/25/2026)","$1.50","$1.50","$1.50","0.00","1","$1.50"
"Saben Lee 2020 Optic #191 Fast Break Purple","Raw","0.00","$0.00","$1.00","$1.00 (04/17/2026)","$1.00","$1.00","$1.00","0.00","1","$1.00"
"LeBron James 2019 Donruss #94 Press Proof Silver","Raw","0.00","$0.00","$15.00","$15.00 (04/29/2026)","$15.00","$15.00","$15.00","0.00","1","$15.00"
"Jaden McDaniels 2020 Optic #178 Lime Green","Raw","0.00","$0.00","$40.00","$40.00 (04/30/2026)","$40.00","$40.00","$40.00","0.00","1","$40.00"
"Cam Thomas 2021 Optic #153 Holo","Raw","0.00","$0.00","$0.99","$0.99 (04/21/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Shai Gilgeous-Alexander 2018 Optic #162 Premium Box Set","Raw","0.00","$0.00","$360.00","$360.00 (04/23/2026)","$360.00","$360.00","$360.00","0.00","1","$360.00"
"Stephen Curry 2017 Optic #5 The Champ is Here - Holo","Raw","0.00","$0.00","$9.59","$9.59 (04/25/2026)","$9.59","$9.59","$9.59","0.00","1","$9.59"
"Luka Doncic 2018 Chronicles #255 Marquee","Raw","0.00","$0.00","$17.99","$17.99 (04/28/2026)","$17.99","$17.99","$17.99","-50.00","1","$17.99"
"Anfernee Simons 2018 Optic #186 Blue Velocity","Raw","0.00","$0.00","$5.98","$5.98 (04/29/2026)","$5.98","$5.98","$5.98","0.00","1","$5.98"
"Jarrett Allen 2017 Optic #179 Holo","Raw","0.00","$0.00","$2.39","$2.39 (04/30/2026)","$2.39","$2.39","$2.39","0.00","1","$2.39"
"Mikal Bridges 2018 Optic #200 Blue Velocity","Raw","0.00","$0.00","$0.99","$0.99 (04/23/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Luka Doncic 2020 Optic #86 Holo","Raw","0.00","$0.00","$2.49","$2.49 (04/28/2026)","$2.49","$2.49","$2.49","0.00","1","$2.49"
"Jonathan Isaac 2017 Optic #195 Base","Raw","0.00","$0.00","$1.48","$1.48 (04/23/2026)","$1.48","$1.48","$1.48","0.00","1","$1.48"
"Tyrese Haliburton 2020 Optic #162 Red","Raw","0.00","$0.00","$53.00","$53.00 (04/25/2026)","$53.00","$53.00","$53.00","0.00","1","$53.00"
"Luka Doncic 2020 Optic #86 Black Velocity","Raw","0.00","$0.00","$31.00","$31.00 (04/23/2026)","$31.00","$31.00","$31.00","0.00","1","$31.00"
"Buddy Hield 2016 Optic #156 Base","Raw","0.00","$0.00","$1.79","$1.79 (04/27/2026)","$1.79","$1.79","$1.79","0.00","1","$1.79"
"Kevin Durant 2017 Optic #47 Blue","Raw","0.00","$0.00","$37.60","$37.60 (04/25/2026)","$37.60","$37.60","$37.60","0.00","1","$37.60"
"Aleksej Pokusevski 2020 Optic #167 Premium Box Set","Raw","0.00","$0.00","$0.99","$0.99 (04/22/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Luka Doncic 2018 Contenders Optic #13 Class Acts - Cracked Ice Red","Raw","0.00","$0.00","$102.00","$102.00 (04/23/2026)","$102.00","$102.00","$102.00","0.00","1","$102.00"
"Scottie Barnes 2021 Optic #186 Gold Wave","Raw","0.00","$0.00","$28.00","$28.00 (04/26/2026)","$28.00","$28.00","$28.00","0.00","1","$28.00"
"Cade Cunningham 2021 Donruss #211 Red & Gold Laser","Raw","0.00","$0.00","$35.33","$35.33 (04/24/2026)","$35.33","$35.33","$35.33","0.00","1","$35.33"
"Trae Young 2018 Donruss #198 Green Laser","Raw","0.00","$0.00","$8.50","$8.50 (04/25/2026)","$8.50","$8.50","$8.50","0.00","1","$8.50"
"Marvin Bagley III 2018 Optic #168 Base","Raw","0.00","$0.00","$0.99","$0.99 (04/20/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Luka Doncic 2018 Contenders Optic #27 Front Row Seat","Raw","0.00","$0.00","$43.00","$43.00 (04/26/2026)","$43.00","$43.00","$43.00","0.00","1","$43.00"
"Luka Doncic 2019 Optic #16 Choice Dragon","Raw","0.00","$0.00","$76.00","$76.00 (04/23/2026)","$76.00","$76.00","$76.00","0.00","1","$76.00"
"LeBron James 2019 Optic #13 My House! - Holo","Raw","0.00","$0.00","$2.20","$2.20 (04/22/2026)","$2.20","$2.20","$2.20","0.00","1","$2.20"
"Deandre Ayton 2018 Optic #157 Shock","Raw","0.00","$0.00","$0.99","$0.99 (04/21/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Kawhi Leonard 2019 Chronicles Prizm Update","Raw","0.00","$0.00","$14.00","$14.00 (04/27/2026)","$14.00","$14.00","$14.00","0.00","1","$14.00"
"Ja Morant 2019 Chronicles #550 Hometown Heroes Optic","Raw","0.00","$0.00","$1.50","$1.50 (04/18/2026)","$1.50","$1.50","$1.50","0.00","1","$1.50"
"Zion Williamson 2019 Donruss #4 Net Marvels","Raw","0.00","$0.00","$9.50","$9.50 (04/22/2026)","$9.50","$9.50","$9.50","0.00","1","$9.50"
"Shai Gilgeous-Alexander 2018 Optic #162 Purple","Raw","0.00","$0.00","$190.00","$190.00 (04/28/2026)","$190.00","$190.00","$190.00","0.00","1","$190.00"
"Luka Doncic 2019 Optic #16 Hyper Pink","Raw","0.00","$0.00","$5.00","$5.00 (04/27/2026)","$5.00","$5.00","$5.00","0.00","1","$5.00"
"Jamal Murray 2016 Optic #157 Holo","Raw","0.00","$0.00","$19.99","$19.99 (04/20/2026)","$19.99","$19.99","$19.99","-50.00","1","$19.99"
"Ja Morant 2019 Donruss #202 Infinite","Raw","0.00","$0.00","$6.50","$6.50 (04/26/2026)","$6.50","$6.50","$6.50","0.00","1","$6.50"
"LeBron James 2018 Optic #94 Hyper Pink","Raw","0.00","$0.00","$18.94","$18.94 (04/26/2026)","$18.94","$18.94","$18.94","0.00","1","$18.94"
"Alperen Sengun 2021 Optic #169 Pink Velocity","Raw","0.00","$0.00","$31.07","$31.07 (04/21/2026)","$31.07","$31.07","$31.07","0.00","1","$31.07"
"Shai Gilgeous-Alexander 2018 Certified #161 Mirror Red","Raw","0.00","$0.00","$82.00","$82.00 (04/19/2026)","$82.00","$82.00","$82.00","0.00","1","$82.00"
"LeBron James 2020 Optic #13 Fast Break","Raw","0.00","$0.00","$5.50","$5.50 (04/25/2026)","$5.50","$5.50","$5.50","0.00","1","$5.50"
"John Collins 2017 Optic #19 Rookie Kings - Holo","Raw","0.00","$0.00","$2.99","$2.99 (04/29/2026)","$2.99","$2.99","$2.99","0.00","1","$2.99"
"Giannis Antetokounmpo 2017 Optic #81 Base","Raw","0.00","$0.00","$2.79","$2.79 (04/19/2026)","$2.79","$2.79","$2.79","0.00","1","$2.79"
"Darius Garland 2019 Optic #195 Hyper Pink","Raw","0.00","$0.00","$2.00","$2.00 (04/21/2026)","$2.00","$2.00","$2.00","-50.00","1","$2.00"
"RJ Barrett 2019 Optic #178 Base","Raw","0.00","$0.00","$3.78","$3.78 (04/30/2026)","$3.78","$3.78","$3.78","0.00","1","$3.78"
"Keldon Johnson 2019 Optic #186 Base","Raw","0.00","$0.00","$1.35","$1.35 (04/22/2026)","$1.35","$1.35","$1.35","-75.00","1","$1.35"
"Deni Avdija 2020 Certified #192 Base","Raw","0.00","$0.00","$0.99","$0.99 (04/19/2026)","$0.99","$0.99","$0.99","-75.00","1","$0.99"
"Kobe Bryant 2017 Optic #6 The Champ is Here - Holo","Raw","0.00","$0.00","$67.00","$67.00 (04/24/2026)","$67.00","$67.00","$67.00","0.00","1","$67.00"
"Tyrese Haliburton 2020 Donruss #231 Orange Laser","Raw","0.00","$0.00","$4.99","$4.99 (04/29/2026)","$4.99","$4.99","$4.99","-66.67","1","$4.99"
"Shai Gilgeous-Alexander 2018 Chronicles #329 Elite Black Box","Raw","0.00","$0.00","$34.99","$34.99 (04/27/2026)","$34.99","$34.99","$34.99","0.00","1","$34.99"
"RJ Hampton 2020 Donruss #237 Blue Laser","Raw","0.00","$0.00","$1.00","$1.00 (04/23/2026)","$1.00","$1.00","$1.00","0.00","1","$1.00"
"Keyonte George 2023 Contenders #144 Rookie Ticket Auto","Raw","0.00","$0.00","$53.88","$53.88 (04/26/2026)","$53.88","$53.88","$53.88","0.00","1","$53.88"
"Trae Young 2018 Chronicles #94 Base","Raw","0.00","$0.00","$1.00","$1.00 (04/21/2026)","$1.00","$1.00","$1.00","0.00","1","$1.00"
"Talen Horton-Tucker 2019 Donruss #248 Base","Raw","0.00","$0.00","$1.00","$1.00 (04/30/2026)","$1.00","$1.00","$1.00","0.00","1","$1.00"
"Kevin Durant 2015 Donruss #18 Elite Dominator","Raw","0.00","$0.00","$3.25","$3.25 (04/20/2026)","$3.25","$3.25","$3.25","0.00","1","$3.25"
"LeBron James 2021 Optic #41 Red Wave","Raw","0.00","$0.00","$1.99","$1.99 (04/19/2026)","$1.99","$1.99","$1.99","0.00","1","$1.99"
"Jaden Hardy 2022 Contenders Optic #110 Rookie Ticket Auto - Green","Raw","0.00","$0.00","$6.50","$6.50 (04/27/2026)","$6.50","$6.50","$6.50","0.00","1","$6.50"
"Ja Morant 2020 Donruss #107 Press Proof Silver","Raw","0.00","$0.00","$1.00","$1.00 (04/30/2026)","$1.00","$1.00","$1.00","0.00","1","$1.00"
"Jonathan Kuminga 2021 Donruss #240 Base","Raw","0.00","$0.00","$5.51","$5.51 (04/21/2026)","$5.51","$5.51","$5.51","0.00","1","$5.51"
"Jonathan Kuminga 2021 Donruss #240 Orange Laser","Raw","0.00","$0.00","$1.25","$1.25 (04/25/2026)","$1.25","$1.25","$1.25","0.00","1","$1.25"
"Evan Mobley 2021 Donruss #225 Orange Laser","Raw","0.00","$0.00","$2.50","$2.50 (04/23/2026)","$2.50","$2.50","$2.50","-50.00","1","$2.50"
"Zach Edey 2024 Donruss #P-239 Optic Preview - Orange","Raw","0.00","$0.00","$10.60","$10.60 (04/30/2026)","$10.60","$10.60","$10.60","0.00","1","$10.60"
"Reed Sheppard 2024 Donruss #P-202 Optic Preview - Red","Raw","0.00","$0.00","$75.00","$75.00 (04/19/2026)","$75.00","$75.00","$75.00","0.00","1","$75.00"
"Bronny James Jr. 2024 Donruss #P-243 Optic Preview - Blue Cracked Ice","Raw","0.00","$0.00","$0.99","$0.99 (04/26/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Reed Sheppard 2024 Donruss #P-202 Optic Preview - Flash","Raw","0.00","$0.00","$2.50","$2.50 (04/18/2026)","$2.50","$2.50","$2.50","0.00","1","$2.50"
"Payton Pritchard 2020 Donruss #238 Green Flood","Raw","0.00","$0.00","$19.99","$19.99 (04/28/2026)","$19.99","$19.99","$19.99","0.00","1","$19.99"
"Amen Thompson 2023 Optic #2 Express Lane - Holo","Raw","0.00","$0.00","$11.50","$11.50 (04/26/2026)","$11.50","$11.50","$11.50","0.00","1","$11.50"
"Cam Whitmore 2023 Optic #7 Express Lane","Raw","0.00","$0.00","$1.49","$1.49 (04/20/2026)","$1.49","$1.49","$1.49","0.00","1","$1.49"
"Noah Clowney 2023 Optic #257 Rated Rookie Signatures - Holo","Raw","0.00","$0.00","$19.95","$19.95 (04/29/2026)","$19.95","$19.95","$19.95","0.00","1","$19.95"
"Amen Thompson 2023 Optic #229 Orange","Raw","0.00","$0.00","$7.15","$7.15 (04/21/2026)","$7.15","$7.15","$7.15","0.00","1","$7.15"
"Amen Thompson 2023 Optic #229 Red","Raw","0.00","$0.00","$38.00","$38.00 (04/17/2026)","$38.00","$38.00","$38.00","0.00","1","$38.00"
"Jaden McDaniels 2020 Donruss #239 Choice","Raw","0.00","$0.00","$3.01","$3.01 (04/30/2026)","$3.01","$3.01","$3.01","0.00","1","$3.01"
"LaMelo Ball 2020 Clearly Donruss #87 Green","Raw","0.00","$0.00","$79.99","$79.99 (04/17/2026)","$79.99","$79.99","$79.99","0.00","1","$79.99"
"Tari Eason 2022 Contenders #116 Rookie Ticket Auto Variation - Playoff Ticket","Raw","0.00","$0.00","$15.50","$15.50 (04/29/2026)","$15.50","$15.50","$15.50","0.00","1","$15.50"
"Mikal Bridges 2018 Contenders Optic #130 Rookie Ticket Auto - Blue (Looking Left)","Raw","0.00","$0.00","$37.77","$37.77 (04/29/2026)","$37.77","$37.77","$37.77","0.00","1","$37.77"
"Giannis Antetokounmpo 2023 Topps Chrome Cosmic #PPP-3 Planetary Pursuit - Pluto","Raw","0.00","$0.00","$102.50","$102.50 (04/27/2026)","$102.50","$102.50","$102.50","0.00","1","$102.50"
"Gradey Dick 2023 Topps Chrome Cosmic #FFS-GD First Flight Signatures - Refractor","Raw","0.00","$0.00","$8.50","$8.50 (04/30/2026)","$8.50","$8.50","$8.50","0.00","1","$8.50"
"Jalen Duren 2022 Optic #227 Purple","Raw","0.00","$0.00","$3.51","$3.51 (04/25/2026)","$3.51","$3.51","$3.51","0.00","1","$3.51"
"Jalen Williams 2022 Optic #235 Purple Shock","Raw","0.00","$0.00","$19.99","$19.99 (04/19/2026)","$19.99","$19.99","$19.99","-50.00","1","$19.99"
"Ja Morant 2023 Optic #17 Phazes","Raw","0.00","$0.00","$32.00","$32.00 (04/19/2026)","$32.00","$32.00","$32.00","0.00","1","$32.00"
"LeBron James 2023 Obsidian #15 Electric Etch Neon Flood","Raw","0.00","$0.00","$150.00","$150.00 (04/19/2026)","$150.00","$150.00","$150.00","0.00","1","$150.00"
"Amen Thompson 2023 Obsidian #33 Equinox - Electric Etch Purple Flood","Raw","0.00","$0.00","$30.00","$30.00 (04/28/2026)","$30.00","$30.00","$30.00","0.00","1","$30.00"
"Jalen Duren 2022 Donruss #213 Press Proof Purple","Raw","0.00","$0.00","$2.76","$2.76 (04/20/2026)","$2.76","$2.76","$2.76","0.00","1","$2.76"
"Ausar Thompson 2023 Crown Royale #38 Rookie Royalty","Raw","0.00","$0.00","$11.00","$11.00 (04/25/2026)","$11.00","$11.00","$11.00","0.00","1","$11.00"
"Yuki Kawamura 2024 Obsidian #13 International Black Color Blast","Raw","0.00","$0.00","$102.00","$102.00 (04/25/2026)","$102.00","$102.00","$102.00","0.00","1","$102.00"
"Onyeka Okongwu 2020 Optic #SS-ONY Signature Series - Blue","Raw","0.00","$0.00","$5.50","$5.50 (04/22/2026)","$5.50","$5.50","$5.50","0.00","1","$5.50"
"Stephen Curry 2023 Crown Royale #4 Sno Globe","Raw","0.00","$0.00","$36.00","$36.00 (04/30/2026)","$36.00","$36.00","$36.00","0.00","1","$36.00"
"Shai Gilgeous-Alexander 2024 Obsidian #13 Volcanix","Raw","0.00","$0.00","$39.00","$39.00 (04/25/2026)","$39.00","$39.00","$39.00","0.00","1","$39.00"
"Chet Holmgren 2022 Optic #8 My House - Holo","Raw","0.00","$0.00","$2.37","$2.37 (04/30/2026)","$2.37","$2.37","$2.37","-66.67","1","$2.37"
"Dereck Lively II 2023 Optic #245 Blue Velocity","Raw","0.00","$0.00","$3.55","$3.55 (04/17/2026)","$3.55","$3.55","$3.55","0.00","1","$3.55"
"Giannis Antetokounmpo 2022 Optic #6 My House - Holo","Raw","0.00","$0.00","$1.50","$1.50 (04/29/2026)","$1.50","$1.50","$1.50","-50.00","1","$1.50"
"Kevin Durant 2022 Optic #4 Splash! - Blue","Raw","0.00","$0.00","$13.00","$13.00 (04/17/2026)","$13.00","$13.00","$13.00","0.00","1","$13.00"
"MarJon Beauchamp 2022 Crown Royale #102 Rookie Silhouettes","Raw","0.00","$0.00","$3.91","$3.91 (04/17/2026)","$3.91","$3.91","$3.91","0.00","1","$3.91"
"Kon Knueppel 2025 Topps Chrome #SF-24 Sleek Finishers - Black Geometric Refractor","Raw","0.00","$0.00","$405.00","$405.00 (04/27/2026)","$405.00","$405.00","$405.00","0.00","1","$405.00"
"Kon Knueppel 2025 Topps Chrome #H-14 Helix","Raw","0.00","$0.00","$1275.00","$1275.00 (04/17/2026)","$1275.00","$1275.00","$1275.00","-50.00","1","$1275.00"
"Walter Clayton Jr. 2025 Topps Chrome #H-20 Helix","Raw","0.00","$0.00","$39.00","$39.00 (04/18/2026)","$39.00","$39.00","$39.00","0.00","1","$39.00"
"Will Riley 2025 Topps Chrome #271 Image Variation - Green Speckle Refractor","Raw","0.00","$0.00","$77.56","$77.56 (04/26/2026)","$77.56","$77.56","$77.56","-50.00","1","$77.56"
"Walter Clayton Jr. 2025 Topps Chrome #NS-WCJ Next Stop Signatures - Gold Refractor","Raw","0.00","$0.00","$41.00","$41.00 (04/28/2026)","$41.00","$41.00","$41.00","0.00","1","$41.00"
"Franz Wagner 2021 Donruss #235 Base","Raw","0.00","$0.00","$1.35","$1.35 (04/25/2026)","$1.35","$1.35","$1.35","-50.00","1","$1.35"
"Cason Wallace 2023 Contenders #123 Rookie Ticket Auto","Raw","0.00","$0.00","$13.50","$13.50 (04/30/2026)","$13.50","$13.50","$13.50","0.00","1","$13.50"
"Tyrese Haliburton 2020 Donruss #231 Rated Rookie Signatures - Choice Blue","Raw","0.00","$0.00","$150.00","$150.00 (04/29/2026)","$150.00","$150.00","$150.00","0.00","1","$150.00"
"Ja Morant 2020 Optic #117 Fanatics Box Set","Raw","0.00","$0.00","$4.95","$4.95 (04/30/2026)","$4.95","$4.95","$4.95","0.00","1","$4.95"
"Shaedon Sharpe 2022 Contenders Optic #17 Red","Raw","0.00","$0.00","$1.25","$1.25 (04/23/2026)","$1.25","$1.25","$1.25","0.00","1","$1.25"
"AJ Griffin 2022 Contenders Optic #137 Rookie Ticket Auto","Raw","0.00","$0.00","$0.99","$0.99 (04/21/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Jalen Duren 2022 Contenders Optic #111 Rookie Ticket Auto","Raw","0.00","$0.00","$63.00","$63.00 (04/19/2026)","$63.00","$63.00","$63.00","-66.67","1","$63.00"
"Jaden Ivey 2022 Contenders Optic #139 Rookie Ticket Auto - Gold","Raw","0.00","$0.00","$106.50","$106.50 (04/17/2026)","$106.50","$106.50","$106.50","0.00","1","$106.50"
"Nique Clifford 2025 Topps Chrome #274 Teal Refractor","Raw","0.00","$0.00","$5.55","$5.55 (04/29/2026)","$5.55","$5.55","$5.55","-75.00","1","$5.55"
"Sion James 2025 Topps Chrome #283 Gold Refractor","Raw","0.00","$0.00","$40.00","$40.00 (04/24/2026)","$40.00","$40.00","$40.00","0.00","1","$40.00"
"Noa Essengue 2025 Topps Chrome #262 Teal Refractor","Raw","0.00","$0.00","$4.99","$4.99 (04/28/2026)","$4.99","$4.99","$4.99","0.00","1","$4.99"
"LeBron James 2025 Topps Chrome #127 Gold RayWave Refractor","Raw","0.00","$0.00","$700.00","$700.00 (04/29/2026)","$700.00","$700.00","$700.00","0.00","1","$700.00"
"Jeremiah Fears 2025 Topps Chrome #257 Negative Refractor","Raw","0.00","$0.00","$22.00","$22.00 (04/18/2026)","$22.00","$22.00","$22.00","-85.71","1","$22.00"
"Dylan Harper 2025 Topps Chrome #LD-12 Loading - Refractor","Raw","0.00","$0.00","$8.50","$8.50 (04/27/2026)","$8.50","$8.50","$8.50","-50.00","1","$8.50"
"Jeremiah Fears 2025 Topps Chrome #257 Orange Wave Refractor","Raw","0.00","$0.00","$237.50","$237.50 (04/20/2026)","$237.50","$237.50","$237.50","0.00","1","$237.50"
"Jeremiah Fears 2025 Topps Chrome #257 Purple Pulsar Refractor","Raw","0.00","$0.00","$78.00","$78.00 (04/25/2026)","$78.00","$78.00","$78.00","0.00","1","$78.00"
"Khaman Maluach 2025 Topps Chrome #260 Purple Refractor","Raw","0.00","$0.00","$5.99","$5.99 (04/18/2026)","$5.99","$5.99","$5.99","0.00","1","$5.99"
"Dylan Harper 2025 Topps Chrome #GR-2 Generation Rising - Red Geometric Refractor","Raw","0.00","$0.00","$574.00","$574.00 (04/27/2026)","$574.00","$574.00","$574.00","0.00","1","$574.00"
"Jaden Ivey 2022 Donruss #205 Holo Green Laser","Raw","0.00","$0.00","$4.99","$4.99 (04/29/2026)","$4.99","$4.99","$4.99","0.00","1","$4.99"
"Luka Doncic 2021 Obsidian #4 Mist","Raw","0.00","$0.00","$28.00","$28.00 (04/19/2026)","$28.00","$28.00","$28.00","0.00","1","$28.00"
"Brandin Podziemski 2023 Optic #203 Purple Shock","Raw","0.00","$0.00","$0.99","$0.99 (04/19/2026)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Gradey Dick 2023 Obsidian #79 Electric Etch Blue","Raw","0.00","$0.00","$3.25","$3.25 (04/25/2026)","$3.25","$3.25","$3.25","0.00","1","$3.25"
