Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Victor Wembanyama 2023 Mosaic #282 City Edition","Raw","-36.26","-$1.63","$4.50","$2.87 (02/23/2026)","$3.55","$0.99","$23.99","-45.25","1021","$3620.09"
"Victor Wembanyama 2024 Prizm #172 Pink Ice","Raw","-83.59","-$22.29","$26.66","$4.38 (02/22/2026)","$4.22","$0.99","$30.00","0.00","958","$4045.37"
"Shai Gilgeous-Alexander 2018 Prizm #184 Base","PSA 9","9.09","$3.00","$33.00","$36.00 (02/23/2026)","$39.66","$12.00","$94.33","7.71","950","$37677.22"
"Shai Gilgeous-Alexander 2018 Optic #162 Base","Raw","50.11","$9.01","$17.98","$26.99 (02/23/2026)","$21.03","$0.99","$105.00","39.68","873","$18361.36"
"Anthony Edwards 2020 Prizm #258 Base","PSA 10","53.02","$45.33","$85.50","$130.83 (02/23/2026)","$94.60","$40.00","$158.60","-51.69","802","$75871.86"
"Cade Cunningham 2021 Optic #161 Base","Raw","-64.03","-$5.32","$8.31","$2.99 (02/23/2026)","$2.96","$0.71","$24.00","148.23","772","$2283.34"
"Anthony Edwards 2020 Mosaic #201 Base","Raw","-19.21","-$0.55","$2.88","$2.33 (02/23/2026)","$3.06","$0.99","$19.00","-57.26","759","$2326.02"
"Victor Wembanyama 2023 Prizm #1 Deep Space","Raw","113.00","$5.04","$4.46","$9.50 (02/23/2026)","$5.12","$0.99","$24.50","-80.08","745","$3813.22"
"Victor Wembanyama 2023 Prizm #3 Instant Impact","Raw","-15.70","-$0.75","$4.75","$4.00 (02/23/2026)","$5.65","$0.99","$33.00","-80.29","735","$4155.83"
"Victor Wembanyama 2023 Prizm #136 Pink Ice","PSA 10","36.67","$110.00","$300.00","$410.00 (02/23/2026)","$325.13","$200.00","$1049.20","-47.59","707","$229870.24"
"Victor Wembanyama 2024 Prizm #7 Dominance - Silver","Raw","-71.28","-$7.13","$10.00","$2.87 (02/23/2026)","$2.69","$0.99","$20.00","0.00","700","$1884.03"
"Anthony Edwards 2020 Prizm #258 Base","PSA 9","-3.85","-$1.00","$26.00","$25.00 (02/23/2026)","$25.93","$8.50","$45.00","-62.38","673","$17449.44"
"Shai Gilgeous-Alexander 2018 Prizm #184 Base","PSA 10","25.43","$37.50","$147.50","$185.00 (02/19/2026)","$158.29","$90.28","$300.00","6.61","661","$104629.62"
"Victor Wembanyama 2023 Select #87 Concourse Blue Prizm","Raw","8.59","$0.51","$6.00","$6.51 (02/23/2026)","$9.54","$0.99","$35.00","-66.36","652","$6218.94"
"Stephon Castle 2024 Optic #254 Holo","Raw","-31.58","-$8.21","$26.00","$17.79 (02/23/2026)","$11.42","$0.99","$39.99","0.00","637","$7276.65"
"Anthony Edwards 2020 Select #61 Concourse Blue Retail","Raw","-2.52","-$0.06","$2.39","$2.33 (02/23/2026)","$4.32","$0.99","$24.50","-54.37","631","$2727.54"
"Anthony Edwards 2020 Mosaic #261 NBA Debut","Raw","-68.94","-$3.33","$4.83","$1.50 (02/23/2026)","$2.86","$0.73","$24.50","-58.31","617","$1762.43"
"Victor Wembanyama 2023 Optic #2 White Hot Rookies","Raw","25.28","$1.36","$5.37","$6.73 (02/23/2026)","$5.23","$0.99","$21.62","-64.63","601","$3144.96"
"Shai Gilgeous-Alexander 2018 Prizm #15 Freshman Phenoms","Raw","99.83","$3.00","$3.00","$6.00 (02/23/2026)","$6.48","$0.99","$24.99","71.92","600","$3890.97"
"Shai Gilgeous-Alexander 2018 Prizm #11 Emergent","Raw","-57.35","-$4.88","$8.50","$3.63 (02/23/2026)","$5.94","$0.99","$20.00","82.07","599","$3559.34"
"Luka Doncic 2018 Prizm #280 Base","PSA 9","-9.96","-$7.75","$77.75","$70.00 (02/23/2026)","$78.41","$24.63","$140.00","-44.62","597","$46810.46"
"Victor Wembanyama 2023 Prizm #12 Emergent","Raw","180.42","$3.83","$2.12","$5.95 (02/23/2026)","$3.89","$0.99","$23.54","-81.96","595","$2316.03"
"Victor Wembanyama 2024 Prizm #9 Global Reach - Silver","Raw","-50.08","-$6.01","$12.00","$5.99 (02/22/2026)","$2.39","$0.99","$19.99","0.00","589","$1410.02"
"Victor Wembanyama 2023 Prizm #2 Global Reach","Raw","-31.37","-$1.60","$5.10","$3.50 (02/23/2026)","$3.60","$0.99","$24.99","-84.04","586","$2108.34"
"Victor Wembanyama 2024 Prizm #2 Deep Space - Silver","Raw","-19.84","-$0.99","$4.99","$4.00 (02/23/2026)","$2.34","$0.99","$13.16","0.00","586","$1372.31"
"Victor Wembanyama 2023 Optic #6 My House","Raw","1.30","$0.06","$5.00","$5.06 (02/23/2026)","$5.09","$0.99","$34.52","-64.21","574","$2922.18"
"Victor Wembanyama 2023 Optic #6 Splash!","Raw","37.14","$1.63","$4.38","$6.00 (02/23/2026)","$4.89","$0.99","$26.00","-64.87","573","$2803.61"
"Cade Cunningham 2021 Prizm #282 Silver","Raw","313.57","$80.75","$25.75","$106.50 (02/22/2026)","$49.52","$15.00","$143.00","16.91","567","$28077.86"
"Victor Wembanyama 2023 Optic #225 Base","PSA 10","52.77","$25.20","$47.75","$72.95 (02/23/2026)","$58.32","$24.00","$116.00","-56.19","559","$32602.57"
"Anthony Edwards 2020 Mosaic #252 National Pride","Raw","-4.28","-$0.19","$4.36","$4.18 (02/23/2026)","$2.82","$0.99","$24.00","-55.02","551","$1554.76"
"LeBron James 2024 Prizm #130 Green","Raw","-62.50","-$25.00","$40.00","$15.00 (02/22/2026)","$11.10","$0.99","$44.00","0.00","549","$6095.22"
"Stephon Castle 2024 Prizm #234 Ice","Raw","-83.18","-$92.75","$111.50","$18.75 (02/22/2026)","$19.98","$1.25","$111.50","0.00","543","$10849.77"
"Kobe Bryant 2019 Prizm #8 Base","Raw","47.26","$2.24","$4.75","$6.99 (02/23/2026)","$6.44","$0.99","$24.99","2.72","528","$3402.76"
"Victor Wembanyama 2023 Optic #225 Hyper Pink","Raw","34.76","$16.25","$46.75","$63.00 (02/22/2026)","$36.44","$11.50","$78.00","-14.36","525","$19130.53"
"Anthony Edwards 2020 Prizm #258 Silver","Raw","20.97","$28.00","$133.50","$161.50 (02/23/2026)","$154.71","$54.45","$299.99","-50.43","513","$79365.36"
"Victor Wembanyama 2023 Mosaic #3 Jam Masters - Green","Raw","0.07","$0.01","$15.00","$15.01 (02/22/2026)","$10.28","$0.99","$36.00","-24.56","510","$5242.56"
"Stephon Castle 2024 Prizm #29 Emergent - Silver","Raw","-94.23","-$24.50","$26.00","$1.50 (02/23/2026)","$3.37","$0.99","$26.00","0.00","509","$1715.83"
"LeBron James 2024 Prizm #130 Red Ice","Raw","-53.89","-$20.45","$37.95","$17.50 (02/23/2026)","$14.15","$0.99","$37.95","0.00","502","$7104.25"
"Victor Wembanyama 2023 Select #87 Concourse Blue Prizm","PSA 10","45.62","$22.24","$48.76","$71.00 (02/23/2026)","$56.90","$15.50","$133.26","-48.69","491","$27938.49"
"Stephon Castle 2024 Optic #254 Base","Raw","-58.19","-$2.25","$3.88","$1.62 (02/23/2026)","$2.15","$0.90","$19.99","0.00","481","$1033.13"
"Shai Gilgeous-Alexander 2018 Prizm #184 Silver","Raw","3.62","$7.38","$203.87","$211.25 (02/22/2026)","$199.64","$84.00","$395.00","16.22","480","$95828.37"
"Victor Wembanyama 2023 Optic #8 Express Lane","Raw","42.63","$1.33","$3.12","$4.45 (02/23/2026)","$3.68","$0.99","$23.00","-65.56","477","$1755.10"
"Anthony Edwards 2020 Prizm #258 Silver","PSA 9","14.72","$28.33","$192.50","$220.83 (02/23/2026)","$183.84","$107.50","$300.00","-49.42","476","$87507.92"
"Stephon Castle 2024 Prizm #234 Red Ice","Raw","-79.17","-$23.75","$30.00","$6.25 (02/22/2026)","$17.33","$0.99","$55.00","0.00","467","$8091.80"
"Victor Wembanyama 2023 Mosaic #12 Epic Performers - Green","Raw","14.31","$1.25","$8.75","$10.00 (02/23/2026)","$9.15","$0.99","$27.00","-21.39","452","$4135.84"
"LeBron James 2024 Prizm #130 Ice","Raw","-63.00","-$31.50","$50.00","$18.50 (02/21/2026)","$16.66","$0.99","$120.00","0.00","451","$7514.01"
"Victor Wembanyama 2024 Prizm #172 Base","Raw","-54.00","-$1.62","$3.00","$1.38 (02/21/2026)","$1.97","$0.68","$22.50","7333.33","446","$879.32"
"Stephon Castle 2024 Prizm #234 Green","Raw","-83.21","-$56.17","$67.50","$11.33 (02/23/2026)","$15.08","$0.99","$76.76","0.00","442","$6665.99"
"Victor Wembanyama 2023 Prizm #3 Instant Impact","PSA 10","112.19","$37.01","$32.99","$70.00 (02/23/2026)","$39.54","$14.99","$79.56","-71.60","439","$17356.78"
"Victor Wembanyama 2023 Mosaic #8 Thunder Road - Green","Raw","81.45","$7.65","$9.40","$17.05 (02/23/2026)","$9.62","$0.99","$26.32","-25.30","437","$4204.28"
"Stephon Castle 2024 Prizm #4 Instant Impact - Silver","Raw","-76.09","-$17.50","$23.00","$5.50 (02/23/2026)","$3.12","$0.99","$23.00","0.00","436","$1358.63"
"Victor Wembanyama 2023 Mosaic #18 Elevate - Green","Raw","28.23","$2.59","$9.16","$11.75 (02/23/2026)","$9.81","$0.99","$22.50","-35.71","432","$4237.04"
"Victor Wembanyama 2023 Mosaic #12 Give and Go - Green","Raw","-4.52","-$0.50","$11.00","$10.50 (02/23/2026)","$8.65","$0.99","$24.50","-31.09","419","$3623.75"
"Victor Wembanyama 2023 Optic #6 Splash! - Purple","Raw","50.82","$4.04","$7.95","$11.99 (02/23/2026)","$8.42","$0.99","$27.00","-52.81","411","$3461.76"
"Victor Wembanyama 2024 Optic #19 My House - Purple","Raw","-69.20","-$5.19","$7.50","$2.31 (02/23/2026)","$3.11","$0.99","$18.50","0.00","408","$1267.11"
"Victor Wembanyama 2023 Select #121 Premier Level Blue Retail","Raw","22.23","$1.55","$6.95","$8.50 (02/23/2026)","$7.42","$0.99","$28.00","-62.41","397","$2945.05"
"Luka Doncic 2018 Prizm #280 Base","Raw","1.54","$1.00","$64.50","$65.50 (02/21/2026)","$63.49","$20.00","$128.69","-42.92","391","$24826.54"
"Victor Wembanyama 2023 Select #121 Premier Level Blue Retail","PSA 10","49.57","$19.33","$39.00","$58.33 (02/22/2026)","$45.97","$20.50","$100.00","-58.12","384","$17653.66"
"LeBron James 2024 Prizm #14 Dominance - Silver","Raw","-93.17","-$13.50","$14.49","$0.99 (02/23/2026)","$2.62","$0.99","$14.49","12633.33","382","$999.53"
"Kobe Bryant 2018 Prizm #15 Base","Raw","19.95","$1.50","$7.50","$8.99 (02/23/2026)","$6.15","$0.99","$26.00","31.38","381","$2341.87"
"Victor Wembanyama 2023 Optic #6 My House - Purple","Raw","-9.34","-$1.39","$14.89","$13.50 (02/23/2026)","$10.90","$0.99","$30.00","-52.85","381","$4154.73"
"Anthony Edwards 2020 Prizm #258 Silver","PSA 10","27.15","$197.50","$727.50","$925.00 (02/21/2026)","$828.29","$560.00","$1200.00","-53.04","379","$313923.73"
"Victor Wembanyama 2023 Mosaic #3 Jam Masters","Raw","31.67","$2.38","$7.50","$9.88 (02/23/2026)","$4.75","$0.99","$23.00","-43.69","375","$1782.28"
"Victor Wembanyama 2023 Optic #225 Base","PSA 9","39.53","$6.52","$16.48","$23.00 (02/23/2026)","$18.10","$5.50","$40.00","-56.43","373","$6752.35"
"Victor Wembanyama 2023 Prizm #136 Silver","Raw","67.74","$211.34","$312.00","$523.34 (02/22/2026)","$380.35","$59.99","$772.49","-83.43","368","$139969.97"
"Victor Wembanyama 2023 Optic #225 Holo","Raw","81.16","$56.00","$69.00","$125.00 (02/23/2026)","$90.38","$36.00","$189.00","-63.01","361","$32627.26"
"Cade Cunningham 2021 Optic #161 Blue Velocity","Raw","105.74","$14.19","$13.42","$27.62 (02/22/2026)","$16.70","$3.51","$36.00","52.54","360","$6013.75"
"Victor Wembanyama 2023 Prizm #136 Silver","PSA 9","79.16","$249.75","$315.50","$565.25 (02/17/2026)","$393.66","$195.00","$620.00","-31.88","359","$141325.50"
"Victor Wembanyama 2023 Prizm #136 Green","Raw","7.46","$7.83","$105.00","$112.83 (02/19/2026)","$95.00","$32.76","$175.00","-75.99","358","$34011.39"
"Victor Wembanyama 2023 Mosaic #8 Thunder Road","Raw","-40.33","-$3.38","$8.38","$5.00 (02/23/2026)","$4.62","$0.99","$22.50","-39.66","356","$1643.38"
"Shai Gilgeous-Alexander 2018 Prizm #184 Silver","PSA 9","26.88","$68.33","$254.16","$322.50 (02/20/2026)","$240.09","$152.50","$407.00","9.97","353","$84752.45"
"LeBron James 2019 Prizm #129 Base","PSA 10","-13.83","-$4.01","$29.00","$24.99 (02/23/2026)","$23.99","$8.50","$122.06","-18.08","349","$8373.32"
"Victor Wembanyama 2023 Prizm #136 Pink Ice","Raw","37.34","$43.50","$116.50","$160.00 (02/22/2026)","$137.16","$52.51","$254.99","-85.35","348","$47733.30"
"Shai Gilgeous-Alexander 2018 Optic #162 Shock","Raw","-13.38","-$10.04","$75.04","$65.00 (02/23/2026)","$64.46","$20.00","$120.00","-7.22","347","$22367.79"
"Victor Wembanyama 2023 Prizm #136 Ice","PSA 10","39.86","$165.43","$414.99","$580.42 (02/22/2026)","$427.05","$256.37","$1399.00","-62.65","347","$148187.65"
"Anthony Edwards 2020 Optic #151 Base","PSA 10","27.83","$15.03","$54.00","$69.03 (02/23/2026)","$52.87","$25.00","$105.00","-45.60","346","$18294.26"
"Victor Wembanyama 2023 Prizm #2 Global Reach - Silver","Raw","28.16","$1.74","$6.17","$7.90 (02/21/2026)","$7.38","$0.99","$22.50","-74.89","346","$2552.94"
"LeBron James 2024 Optic #3 My House - Purple","Raw","-83.47","-$5.00","$5.99","$0.99 (02/22/2026)","$2.96","$0.99","$16.22","0.00","346","$1023.25"
"Luka Doncic 2018 Optic #177 Base","PSA 10","3.29","$5.00","$152.00","$157.00 (02/23/2026)","$146.87","$86.00","$252.00","-44.33","339","$49789.78"
"Stephon Castle 2024 Optic #16 My House - Purple","Raw","-54.55","-$3.00","$5.50","$2.50 (02/23/2026)","$2.73","$0.99","$18.50","0.00","337","$919.35"
"Anthony Edwards 2020 Select #61 Concourse","Raw","-9.17","-$0.33","$3.58","$3.25 (02/23/2026)","$4.03","$0.99","$22.99","-61.81","333","$1341.52"
"Anthony Edwards 2020 Prizm #1 Instant Impact","Raw","-87.42","-$6.95","$7.95","$1.00 (02/22/2026)","$3.21","$0.99","$20.00","-58.39","330","$1057.84"
"Victor Wembanyama 2023 Prizm #136 Green","PSA 10","56.52","$129.99","$230.00","$359.99 (02/20/2026)","$279.11","$145.00","$569.74","-48.51","329","$91826.85"
"LeBron James 2020 Prizm #1 Silver","Raw","143.44","$55.94","$39.00","$94.94 (02/22/2026)","$59.75","$16.20","$123.88","-20.00","328","$19597.12"
"Victor Wembanyama 2023 Select #87 Concourse Orange Flash","Raw","101.77","$28.24","$27.76","$56.00 (02/22/2026)","$28.84","$10.59","$105.00","-75.25","328","$9458.05"
"Victor Wembanyama 2023 Mosaic #18 Elevate","Raw","-44.05","-$3.25","$7.37","$4.13 (02/21/2026)","$4.75","$0.99","$24.99","-38.92","317","$1504.84"
"Luka Doncic 2019 Prizm #75 Base","PSA 10","-9.87","-$2.24","$22.74","$20.50 (02/22/2026)","$21.48","$5.75","$46.50","-44.05","315","$6767.14"
"Stephon Castle 2024 Optic #254 Hyper Pink","Raw","11.11","$1.00","$9.00","$10.00 (02/22/2026)","$6.43","$0.99","$20.76","0.00","315","$2026.25"
"Victor Wembanyama 2024 Prizm #172 Ice","Raw","-88.19","-$13.44","$15.24","$1.80 (02/22/2026)","$5.50","$0.99","$20.00","0.00","310","$1706.54"
"Victor Wembanyama 2024 Optic #19 My House - Holo","Raw","-52.67","-$3.95","$7.50","$3.55 (02/23/2026)","$3.86","$0.99","$25.00","0.00","309","$1193.19"
"Victor Wembanyama 2023 Optic #8 Express Lane - Purple","Raw","130.42","$7.82","$5.99","$13.81 (02/22/2026)","$5.83","$0.99","$23.37","-49.76","309","$1802.24"
"Anthony Edwards 2020 Prizm #3 Emergent","Raw","-1.67","-$0.05","$3.00","$2.95 (02/23/2026)","$2.59","$0.99","$19.05","-53.68","308","$798.34"
"Victor Wembanyama 2023 Prizm #1 Deep Space - Silver","Raw","-12.89","-$0.74","$5.74","$5.00 (02/23/2026)","$9.24","$0.99","$31.69","-76.73","306","$2828.41"
"Stephon Castle 2024 Optic #14 Splash! - Purple","Raw","-84.81","-$9.75","$11.50","$1.75 (02/23/2026)","$2.47","$0.99","$14.99","0.00","305","$753.56"
"Victor Wembanyama 2024 Prizm #172 Red Ice","Raw","-51.58","-$6.19","$12.00","$5.81 (02/23/2026)","$5.38","$0.99","$16.98","0.00","303","$1630.50"
"Victor Wembanyama 2024 Prizm #172 Green","Raw","-86.89","-$28.23","$32.49","$4.26 (02/23/2026)","$4.73","$0.99","$241.00","0.00","302","$1428.15"
"Victor Wembanyama 2023 Mosaic #238 Reactive Blue","Raw","105.88","$18.00","$17.00","$35.00 (02/21/2026)","$18.38","$7.00","$60.00","44.23","300","$5513.20"
"Cade Cunningham 2021 Select #11 Concourse Blue Shimmer","Raw","75.00","$3.00","$4.00","$7.00 (02/23/2026)","$5.52","$0.99","$19.99","80.72","300","$1655.46"
"Victor Wembanyama 2023 Prizm #12 Emergent - Silver","Raw","-69.65","-$8.12","$11.66","$3.54 (02/22/2026)","$9.03","$0.99","$35.00","-76.49","299","$2700.44"
"Victor Wembanyama 2023 Select #87 Concourse Blue Cracked Ice","PSA 10","53.89","$41.50","$77.00","$118.50 (02/22/2026)","$97.17","$40.00","$195.20","-50.66","299","$29053.60"
"Victor Wembanyama 2024 Prizm #2 Deep Space","Raw","-66.67","-$2.00","$3.00","$1.00 (02/23/2026)","$1.67","$0.75","$11.04","7350.00","298","$498.80"
"Victor Wembanyama 2023 Optic #6 Splash! - Holo","Raw","35.59","$3.15","$8.85","$12.00 (02/21/2026)","$10.43","$0.99","$25.00","-50.00","297","$3097.29"
"Luka Doncic 2018 Prizm #280 Silver","PSA 10","-10.96","-$176.45","$1610.33","$1433.88 (02/23/2026)","$1400.60","$732.00","$1986.16","-27.52","295","$413175.57"
"Victor Wembanyama 2023 Prizm #136 Red Ice","PSA 10","60.12","$206.50","$343.50","$550.00 (02/23/2026)","$397.53","$216.00","$750.00","-34.09","292","$116077.45"
"Victor Wembanyama 2023 Prizm #3 Instant Impact - Silver","Raw","-65.38","-$4.25","$6.50","$2.25 (02/22/2026)","$7.49","$0.99","$24.99","-69.68","292","$2186.31"
"Shai Gilgeous-Alexander 2018 Optic #162 Base","PSA 10","71.30","$57.23","$80.27","$137.50 (02/19/2026)","$105.44","$62.00","$155.00","20.83","290","$30576.58"
"Victor Wembanyama 2023 Mosaic #12 Give and Go","Raw","-55.29","-$3.71","$6.71","$3.00 (02/23/2026)","$4.02","$0.99","$22.00","-51.53","286","$1149.91"
"Stephon Castle 2024 Prizm #234 Silver","PSA 9","-59.44","-$78.75","$132.50","$53.75 (02/23/2026)","$45.89","$5.00","$132.50","0.00","285","$13078.22"
"LeBron James 2024 Prizm #5 Deep Space - Silver","Raw","-74.00","-$5.55","$7.50","$1.95 (02/20/2026)","$2.42","$0.99","$11.99","0.00","284","$688.45"
"Victor Wembanyama 2023 Mosaic #12 Epic Performers","Raw","-47.33","-$3.02","$6.38","$3.36 (02/23/2026)","$4.35","$0.99","$21.50","-51.70","284","$1234.31"
"Victor Wembanyama 2023 Mosaic #282 City Edition - Reactive Blue","Raw","68.42","$8.13","$11.88","$20.00 (02/21/2026)","$14.26","$0.99","$32.50","10.08","284","$4049.67"
"Stephon Castle 2024 Prizm #13 Fireworks - Silver","Raw","-78.30","-$18.00","$22.99","$4.99 (02/15/2026)","$8.08","$0.99","$49.99","14050.00","283","$2287.12"
"Victor Wembanyama 2023 Optic #225 Holo","PSA 10","51.25","$145.69","$284.31","$430.00 (02/23/2026)","$342.84","$172.00","$625.00","-3.41","283","$97024.76"
"Stephon Castle 2024 Prizm #14 Talismen - Silver","Raw","-97.25","-$35.01","$36.00","$0.99 (02/22/2026)","$7.39","$0.99","$37.00","14000.00","282","$2083.19"
"Stephon Castle 2024 Select #72 Concourse Silver","Raw","-32.54","-$4.80","$14.75","$9.95 (02/23/2026)","$5.04","$0.99","$19.99","0.00","279","$1404.98"
"Anthony Edwards 2020 Prizm #258 Green","Raw","47.20","$20.36","$43.14","$63.50 (02/22/2026)","$59.49","$27.00","$120.00","-54.37","277","$16478.18"
"Stephon Castle 2024 Prizm #4 Instant Impact","Raw","-91.66","-$13.75","$15.00","$1.25 (02/23/2026)","$2.11","$0.72","$15.00","0.00","275","$580.67"
"Stephon Castle 2024 Prizm #12 Luck of the Lottery - Silver","Raw","-82.84","-$15.69","$18.94","$3.25 (02/21/2026)","$8.91","$0.99","$30.00","13650.00","275","$2449.94"
"Victor Wembanyama 2023 Select #87 Concourse Blue Cracked Ice","Raw","-5.17","-$1.50","$29.00","$27.50 (02/22/2026)","$26.12","$1.75","$63.32","-76.22","274","$7158.01"
"Victor Wembanyama 2023 Select #87 Concourse Silver","Raw","59.16","$13.01","$21.99","$35.00 (02/22/2026)","$24.10","$1.00","$52.00","-74.91","268","$6458.19"
"Stephon Castle 2024 Select #72 Concourse Blue Cracked Ice","Raw","46.41","$3.17","$6.83","$10.00 (02/23/2026)","$3.85","$0.99","$16.72","0.00","267","$1028.79"
"Luka Doncic 2018 Optic #177 Base","PSA 9","-31.67","-$19.00","$60.00","$41.00 (02/23/2026)","$57.72","$32.00","$149.00","-49.52","262","$15123.94"
"Victor Wembanyama 2023 Select #87 Concourse Blue Retail","PSA 9","32.77","$4.94","$15.06","$20.00 (02/23/2026)","$17.82","$5.09","$38.08","-63.05","262","$4668.85"
"Victor Wembanyama 2023 Mosaic #238 Green","Raw","-23.08","-$6.00","$26.00","$20.00 (02/20/2026)","$14.72","$4.25","$43.00","-27.09","261","$3840.69"
"Victor Wembanyama 2024 Prizm #2 Fireworks - Silver","Raw","-76.83","-$32.27","$42.00","$9.73 (02/22/2026)","$5.73","$0.99","$49.00","0.00","260","$1490.77"
"Victor Wembanyama 2023 Prizm #136 Orange Ice","PSA 10","65.76","$226.12","$343.88","$570.00 (02/22/2026)","$425.82","$249.00","$870.00","-16.93","260","$110713.65"
"Cade Cunningham 2021 Prizm #282 Green","Raw","0.00","$0.00","$15.00","$15.00 (02/22/2026)","$14.34","$0.99","$35.00","37.04","259","$3714.87"
"Stephon Castle 2024 Prizm #19 Kaleidoscopic - Silver","Raw","-73.08","-$19.00","$26.00","$7.00 (02/22/2026)","$10.16","$0.99","$132.50","4216.67","259","$2631.29"
"Shai Gilgeous-Alexander 2018 Select Concourse","Raw","-68.88","-$11.71","$17.00","$5.29 (02/18/2026)","$14.71","$0.99","$75.00","20.56","258","$3795.42"
"Victor Wembanyama 2024 Prizm #10 Talismen - Silver","Raw","-47.06","-$2.00","$4.25","$2.25 (02/04/2026)","$4.20","$0.99","$19.50","0.00","258","$1084.00"
"Victor Wembanyama 2023 Mosaic #257 NBA Debut - Reactive Blue","Raw","81.19","$12.99","$16.00","$28.99 (02/19/2026)","$15.02","$3.02","$35.00","4.47","257","$3859.04"
"Victor Wembanyama 2024 Prizm #9 Global Reach","Raw","-0.50","-$0.02","$2.99","$2.97 (02/23/2026)","$1.76","$0.99","$13.11","8433.33","256","$451.55"
"Victor Wembanyama 2023 Optic #6 My House - Holo","Raw","15.79","$1.50","$9.50","$11.00 (02/21/2026)","$13.10","$0.99","$33.35","-53.41","253","$3313.97"
"LeBron James 2024 Optic #3 My House - Holo","Raw","-76.67","-$5.75","$7.50","$1.75 (02/23/2026)","$3.24","$0.99","$13.92","0.00","252","$816.61"
