Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Stephon Castle 2024 Select #72 Concourse Silver","Raw","100.81","$4.99","$4.96","$9.95 (02/23/2026)","$4.84","$0.99","$14.98","74.58","103","$498.36"
"LeBron James 2024 Prizm #130 Ice","Raw","-26.00","-$6.50","$25.00","$18.50 (02/21/2026)","$16.21","$6.50","$25.00","-0.97","102","$1653.93"
"Luka Doncic 2018 Prizm #280 Base","Raw","-6.42","-$4.49","$69.99","$65.50 (02/21/2026)","$64.76","$28.91","$128.69","53.85","100","$6476.31"
"Stephon Castle 2024 Optic #6 White Hot Rookies - Holo","Raw","-10.91","-$0.25","$2.25","$2.00 (02/23/2026)","$2.42","$0.99","$7.19","-3.92","98","$236.74"
"Stephon Castle 2024 Optic #16 My House","Raw","-17.65","-$0.25","$1.42","$1.17 (02/23/2026)","$1.86","$0.99","$20.50","2.08","98","$182.30"
"Luka Doncic 2018 Optic #177 Base","PSA 10","0.16","$0.25","$156.75","$157.00 (02/23/2026)","$153.01","$115.00","$200.00","29.33","97","$14841.52"
"Victor Wembanyama 2023 Optic #6 My House - Purple","Raw","-9.94","-$1.49","$14.99","$13.50 (02/23/2026)","$12.77","$2.25","$20.50","-2.02","97","$1239.16"
"Stephon Castle 2024 Optic #14 Splash! - Holo","Raw","-67.00","-$2.01","$3.00","$0.99 (02/23/2026)","$2.30","$0.99","$6.50","-3.00","97","$222.96"
"LeBron James 2019 Prizm #129 Base","PSA 10","25.01","$5.00","$19.99","$24.99 (02/23/2026)","$25.55","$15.00","$52.00","1.05","96","$2453.11"
"Stephon Castle 2024 Prizm #234 Silver","PSA 9","26.47","$11.25","$42.50","$53.75 (02/23/2026)","$45.40","$21.50","$67.66","-17.24","96","$4358.06"
"LeBron James 2024 Prizm #14 Dominance - Silver","Raw","-63.93","-$1.76","$2.75","$0.99 (02/23/2026)","$2.23","$0.99","$9.50","15.66","96","$214.31"
"Cade Cunningham 2021 Select #11 Concourse Blue Shimmer","Raw","36.59","$1.88","$5.13","$7.00 (02/23/2026)","$6.09","$0.99","$19.99","77.78","96","$584.36"
"Stephon Castle 2024 Select #72 Concourse Blue Cracked Ice","Raw","43.06","$3.01","$6.99","$10.00 (02/23/2026)","$3.53","$0.99","$10.50","9.20","95","$335.03"
"Victor Wembanyama 2023 Prizm #136 Green","Raw","-24.53","-$36.67","$149.50","$112.83 (02/19/2026)","$121.34","$69.00","$172.19","17.50","94","$11405.52"
"LeBron James 2024 Prizm #130 Red Ice","Raw","75.18","$7.51","$9.99","$17.50 (02/23/2026)","$14.51","$2.25","$24.99","-4.08","94","$1363.83"
"Victor Wembanyama 2023 Prizm #2 Global Reach - Silver","Raw","32.46","$1.94","$5.97","$7.90 (02/21/2026)","$8.14","$0.99","$22.50","3.33","93","$756.97"
"Stephon Castle 2024 Optic #12 Net Marvels","Raw","-19.48","-$1.41","$7.24","$5.83 (02/23/2026)","$5.00","$0.99","$15.38","-34.29","92","$460.25"
"Stephon Castle 2024 Optic #16 My House - Holo","Raw","-19.97","-$0.50","$2.50","$2.00 (02/23/2026)","$2.46","$0.99","$11.55","-25.20","92","$226.51"
"Stephon Castle 2024 Prizm #234 Green","Raw","61.86","$4.33","$7.00","$11.33 (02/23/2026)","$10.48","$0.99","$27.50","21.05","92","$964.27"
"Victor Wembanyama 2023 Optic #6 Splash! - Purple","Raw","-14.36","-$2.01","$14.00","$11.99 (02/23/2026)","$10.72","$2.56","$20.50","-17.12","92","$985.92"
"Cade Cunningham 2021 Prizm #282 Green","Raw","15.38","$2.00","$13.00","$15.00 (02/22/2026)","$17.11","$0.99","$35.00","135.90","92","$1574.18"
"Victor Wembanyama 2023 Mosaic #12 Give and Go - Green","Raw","35.48","$2.75","$7.75","$10.50 (02/23/2026)","$10.45","$2.00","$20.00","35.82","91","$950.93"
"Victor Wembanyama 2023 Mosaic #3 Jam Masters - Green","Raw","11.89","$1.60","$13.41","$15.01 (02/22/2026)","$11.99","$4.75","$19.99","-28.35","91","$1090.67"
"Anthony Edwards 2020 Select #61 Concourse","Raw","49.08","$1.07","$2.18","$3.25 (02/23/2026)","$4.63","$0.99","$19.25","73.08","90","$416.34"
"Stephon Castle 2024 Optic #254 Purple","Raw","455.56","$4.51","$0.99","$5.50 (02/23/2026)","$5.37","$0.99","$14.99","7.23","89","$478.29"
"Victor Wembanyama 2023 Mosaic #18 Elevate","Raw","-70.54","-$9.88","$14.00","$4.13 (02/21/2026)","$5.51","$0.99","$20.00","-8.33","88","$485.32"
"Anthony Edwards 2020 Prizm #1 Instant Impact","Raw","-62.83","-$1.69","$2.69","$1.00 (02/22/2026)","$3.53","$0.99","$20.00","69.23","88","$310.29"
"Victor Wembanyama 2023 Mosaic #18 Elevate - Green","Raw","-8.31","-$1.07","$12.82","$11.75 (02/23/2026)","$11.97","$3.00","$21.71","-12.00","88","$1053.66"
"Victor Wembanyama 2024 Prizm #172 Base","Raw","-4.83","-$0.07","$1.45","$1.38 (02/21/2026)","$2.31","$0.89","$22.50","-22.32","87","$200.77"
"Victor Wembanyama 2023 Prizm #136 Silver","PSA 9","4.48","$24.25","$541.00","$565.25 (02/17/2026)","$534.34","$380.00","$620.00","-32.00","85","$45418.63"
"Victor Wembanyama 2023 Optic #8 Express Lane - Purple","Raw","922.96","$12.46","$1.35","$13.81 (02/22/2026)","$6.17","$0.99","$23.37","16.44","85","$524.56"
"Victor Wembanyama 2023 Mosaic #12 Give and Go","Raw","-60.53","-$4.60","$7.60","$3.00 (02/23/2026)","$3.83","$0.99","$19.50","16.44","85","$325.48"
"Victor Wembanyama 2023 Optic #6 Splash! - Holo","Raw","4.39","$0.50","$11.50","$12.00 (02/21/2026)","$12.34","$3.25","$23.00","37.70","84","$1036.53"
"Victor Wembanyama 2023 Optic #225 Holo","Raw","0.40","$0.50","$124.50","$125.00 (02/23/2026)","$114.36","$58.00","$175.00","-16.16","83","$9491.93"
"Shai Gilgeous-Alexander 2018 Prizm #184 Silver","Raw","17.37","$31.26","$179.99","$211.25 (02/22/2026)","$225.72","$100.00","$395.00","0.00","82","$18509.41"
"Victor Wembanyama 2023 Optic #6 My House - Holo","Raw","-59.26","-$16.00","$27.00","$11.00 (02/21/2026)","$16.23","$4.99","$33.35","28.13","82","$1330.90"
"Stephon Castle 2024 Prizm #234 Red Ice","Raw","-53.74","-$7.26","$13.51","$6.25 (02/22/2026)","$12.60","$2.75","$25.00","-4.71","81","$1020.91"
"Victor Wembanyama 2024 Prizm #172 Green","Raw","0.24","$0.01","$4.25","$4.26 (02/23/2026)","$2.96","$0.99","$7.50","19.40","80","$236.76"
"Stephon Castle 2024 Select #72 Concourse Blue Prizm","Raw","-12.88","-$0.17","$1.32","$1.15 (02/20/2026)","$2.17","$0.99","$8.00","58.00","79","$171.78"
"Victor Wembanyama 2024 Prizm #2 Deep Space","Raw","0.00","$0.00","$1.00","$1.00 (02/23/2026)","$1.62","$0.75","$11.04","50.00","78","$126.34"
"Victor Wembanyama 2023 Prizm #136 Silver","Raw","11.94","$55.84","$467.50","$523.34 (02/22/2026)","$523.45","$280.00","$772.49","-25.71","78","$40828.78"
"LeBron James 2018 Prizm #6 Base","Raw","16.00","$0.24","$1.50","$1.74 (02/18/2026)","$2.00","$0.99","$6.32","168.97","78","$155.73"
"Anthony Edwards 2020 Optic #151 Base","PSA 10","38.09","$19.04","$49.99","$69.03 (02/23/2026)","$50.65","$34.67","$73.00","63.83","77","$3900.43"
"Victor Wembanyama 2023 Select #87 Concourse Blue Retail","PSA 9","48.15","$6.50","$13.50","$20.00 (02/23/2026)","$21.50","$10.50","$38.08","-3.75","77","$1655.60"
"Stephon Castle 2024 Optic #6 White Hot Rookies - Purple","Raw","-29.61","-$0.88","$2.98","$2.10 (02/23/2026)","$2.14","$0.99","$6.50","-12.50","77","$164.40"
"Cade Cunningham 2021 Prizm #282 Base","PSA 10","57.14","$40.00","$70.00","$110.00 (02/23/2026)","$79.95","$52.00","$122.50","68.89","76","$6076.49"
"Stephon Castle 2024 Optic #12 Net Marvels - Holo","Raw","150.00","$15.00","$10.00","$25.00 (02/23/2026)","$16.02","$5.50","$35.00","-43.28","76","$1217.39"
"Victor Wembanyama 2024 Prizm #172 Ice","Raw","-64.00","-$3.20","$5.00","$1.80 (02/22/2026)","$4.68","$0.99","$20.00","1.33","76","$356.02"
"Stephon Castle 2024 Optic #1 Express Lane - Purple","Raw","14.41","$0.32","$2.22","$2.54 (02/23/2026)","$1.78","$0.85","$6.50","-5.00","76","$135.11"
"Anthony Edwards 2020 Prizm #258 Silver","PSA 10","15.63","$125.00","$800.00","$925.00 (02/21/2026)","$904.58","$750.00","$1095.00","17.19","75","$67843.33"
"Cade Cunningham 2021 Prizm #282 Ice","Raw","25.54","$4.12","$16.13","$20.25 (02/23/2026)","$22.38","$9.00","$45.00","100.00","74","$1656.05"
"Victor Wembanyama 2023 Optic #225 Base","PSA 9","15.00","$3.00","$20.00","$23.00 (02/23/2026)","$22.33","$12.00","$37.95","-40.80","74","$1652.27"
"Stephon Castle 2024 Prizm #29 Emergent - Silver","Raw","-39.76","-$0.99","$2.49","$1.50 (02/23/2026)","$2.17","$0.99","$5.50","-10.84","74","$160.39"
"Luka Doncic 2019 Prizm #75 Base","PSA 10","-10.96","-$2.52","$23.02","$20.50 (02/22/2026)","$24.75","$14.50","$46.50","0.00","74","$1831.67"
"Victor Wembanyama 2023 Select #87 Concourse Blue Cracked Ice","Raw","-5.17","-$1.50","$29.00","$27.50 (02/22/2026)","$35.67","$15.50","$63.32","13.85","74","$2639.82"
"Victor Wembanyama 2023 Prizm #1 Deep Space","PSA 10","20.00","$10.00","$49.99","$59.99 (02/23/2026)","$59.44","$29.99","$133.47","-7.59","73","$4339.25"
"Victor Wembanyama 2023 Mosaic #12 Epic Performers","Raw","-31.32","-$1.53","$4.89","$3.36 (02/23/2026)","$4.28","$0.99","$18.60","-2.67","73","$312.63"
"Luka Doncic 2018 Prizm #280 Silver","PSA 10","-13.10","-$216.12","$1650.00","$1433.88 (02/23/2026)","$1462.34","$1225.00","$1910.00","-3.95","73","$106750.66"
"Victor Wembanyama 2023 Select #87 Concourse Silver","PSA 10","20.27","$24.54","$121.05","$145.59 (02/23/2026)","$130.27","$51.00","$202.70","30.91","72","$9379.70"
"Cade Cunningham 2021 Optic #161 Holo","Raw","8.89","$2.24","$25.26","$27.50 (02/23/2026)","$22.23","$2.75","$40.00","84.62","72","$1600.23"
"Cade Cunningham 2021 Mosaic #261 NBA Debut","Raw","21.54","$0.46","$2.14","$2.60 (02/23/2026)","$1.84","$0.99","$7.00","255.00","71","$130.34"
"Stephon Castle 2024 Prizm #4 Instant Impact - Silver","Raw","83.33","$2.50","$3.00","$5.50 (02/23/2026)","$2.32","$0.99","$10.49","-17.44","71","$164.65"
"Cade Cunningham 2021 Prizm #22 Emergent","Raw","30.65","$0.38","$1.24","$1.62 (02/22/2026)","$2.40","$0.99","$20.00","204.35","70","$168.25"
"Victor Wembanyama 2023 Select #87 Concourse Blue Cracked Ice","PSA 10","-16.84","-$24.00","$142.50","$118.50 (02/22/2026)","$125.52","$81.60","$195.20","-33.96","70","$8786.46"
"Victor Wembanyama 2023 Optic #2 White Hot Rookies - Holo","Raw","205.88","$17.50","$8.50","$26.00 (02/22/2026)","$10.54","$0.99","$26.00","50.00","69","$727.28"
"Luka Doncic 2018 Optic #177 Base","PSA 9","-3.85","-$1.64","$42.64","$41.00 (02/23/2026)","$58.89","$33.00","$86.00","30.19","69","$4063.70"
"Cade Cunningham 2021 Select #11 Concourse","Raw","-83.45","-$8.20","$9.83","$1.63 (02/22/2026)","$2.92","$0.99","$23.50","102.94","69","$201.40"
"Victor Wembanyama 2024 Optic #2 Net Marvels - Holo","Raw","-49.93","-$6.74","$13.50","$6.76 (02/18/2026)","$20.70","$1.00","$39.99","-61.14","68","$1407.42"
"Cade Cunningham 2021 Select #11 Concourse Orange Flash","Raw","-28.47","-$1.99","$6.99","$5.00 (02/23/2026)","$6.32","$1.50","$14.06","183.33","68","$430.01"
"Victor Wembanyama 2024 Prizm #9 Global Reach","Raw","197.50","$1.97","$1.00","$2.97 (02/23/2026)","$1.89","$0.99","$8.04","41.67","68","$128.82"
"Cade Cunningham 2021 Optic #161 Purple","Raw","15.12","$2.16","$14.25","$16.41 (02/23/2026)","$12.57","$5.50","$24.50","183.33","68","$854.63"
"Shai Gilgeous-Alexander 2018 Optic #162 Shock","Raw","-6.70","-$4.67","$69.67","$65.00 (02/23/2026)","$65.48","$25.00","$99.99","63.41","67","$4387.21"
"Victor Wembanyama 2023 Optic #6 My House","PSA 10","35.71","$15.00","$42.00","$57.00 (02/23/2026)","$52.32","$31.00","$195.20","31.37","67","$3505.29"
"Victor Wembanyama 2023 Prizm #136 Green","PSA 10","-5.27","-$20.01","$380.00","$359.99 (02/20/2026)","$367.94","$300.00","$569.74","-40.18","67","$24652.04"
"Anthony Edwards 2020 Prizm #258 Green","Raw","45.98","$20.00","$43.50","$63.50 (02/22/2026)","$60.38","$36.57","$115.00","36.73","67","$4045.73"
"Victor Wembanyama 2023 Prizm #3 Instant Impact - Silver","Raw","-69.98","-$5.25","$7.50","$2.25 (02/22/2026)","$9.39","$0.99","$22.49","-1.47","67","$629.20"
"Victor Wembanyama 2023 Prizm #136 Pink Ice","Raw","6.67","$10.01","$149.99","$160.00 (02/22/2026)","$178.65","$120.00","$241.50","-36.19","67","$11969.48"
"Victor Wembanyama 2024 Prizm #7 Dominance","Raw","-82.36","-$8.36","$10.15","$1.79 (02/21/2026)","$2.19","$0.99","$24.57","43.48","66","$144.42"
"Victor Wembanyama 2024 Mosaic #288 City Edition - Silver","Raw","68.84","$1.48","$2.15","$3.63 (02/23/2026)","$2.51","$0.99","$5.12","-28.26","66","$165.97"
"Stephon Castle 2024 Optic #14 Splash!","Raw","-42.20","-$0.73","$1.73","$1.00 (02/23/2026)","$2.04","$0.99","$16.00","-25.00","66","$134.70"
